mtu,synergy1,synergy2,synergy3,synergy4,
addbrev_r,0.162711,0.681437,0.00607341,0.0758377,
addlong_r,0.162711,0.681437,0.00607341,0.0758377,
addmagDist_r,0.162711,0.681437,0.00607341,0.0758377,
addmagIsch_r,0.162711,0.681437,0.00607341,0.0758377,
addmagMid_r,0.162711,0.681437,0.00607341,0.0758377,
addmagProx_r,0.162711,0.681437,0.00607341,0.0758377,
bflh_r,0.912533,0.066584,0.0159364,0.369193,
bfsh_r,0.912533,0.066584,0.0159364,0.369193,
edl_r,0.0404121,0.092831,0.200516,0.0232364,
ehl_r,0.0355317,0.00324584,0.355123,0.00192117,
fdl_r,0.0817204,0.0946002,0.092362,0.132122,
fhl_r,0.0859423,0.0715257,0.00162803,0.312756,
gaslat_r,0.0267569,0.102641,0.000162173,0.579406,
gasmed_r,0.263942,0.144324,0.00106089,0.536154,
glmax1_r,0.249632,0.000112083,0.0611752,0.624548,
glmax2_r,0.249632,0.000112083,0.0611752,0.624548,
glmax3_r,0.249632,0.000112083,0.0611752,0.624548,
glmed1_r,0.000980929,0.00708537,0.000546827,0.945769,
glmed2_r,0.0245086,0.00187307,0,0.94341,
glmed3_r,0.0155476,0,0.00211094,0.997552,
glmin1_r,0.020264,0.318152,0.000613575,0.668667,
glmin2_r,0.0002411,0.0338727,0.00325183,0.718238,
glmin3_r,0,0.0362082,0.00259443,0.846606,
grac_r,0.552797,0.435276,0.223295,0.246937,
iliacus_r,0,0.994102,0.00116105,0,
perbrev_r,0.101482,0.431008,0.053602,0.254347,
perlong_r,0.0985582,0.150426,0.00151149,0.226519,
psoas_r,0.0102774,0.669297,0.0695375,0,
recfem_r,0.0240768,0.0252894,0.363532,0.050844,
sart_r,0.000612334,0.424219,0.714855,0.000529456,
semimem_r,0.724203,0.0922057,0.0374819,0.386803,
semiten_r,0.724203,0.0922057,0.0374819,0.386803,
soleus_r,0.146529,0.123211,0.000881528,0.555995,
tfl_r,0,0.432068,0.220803,0.0314546,
tibant_r,0.396292,0.424603,0.638807,0.0775475,
tibpost_r,0.105024,0.114317,0,0.179125,
vasint_r,0.210094,0,0.0855161,0.689054,
vaslat_r,0.18006,0.000416325,0.0960852,0.82703,
vasmed_r,0.236408,0.00114613,0.0738124,0.552509,
addbrev_l,0.185954,0.111125,0.123049,0.602562,
addlong_l,0.10382,0.0946666,0.113955,0.126387,
addmagDist_l,0.116212,0.0468307,0.0976939,0.0952506,
addmagIsch_l,0.0947001,0.103084,0.09204,0.0917369,
addmagMid_l,0.103746,0.118576,0.111793,0.0733085,
addmagProx_l,0.100599,0.112643,0.0997333,0.145127,
bflh_l,0.133936,0.0954116,0.0935742,0.0976431,
bfsh_l,0.338928,0.102422,0.0981206,0.674739,
edl_l,0.0980925,0.0971878,0.104222,0.113798,
ehl_l,0.0942719,0.0935591,0.0949931,0.102712,
fdl_l,0.114397,0.100662,0.0950119,0.0149729,
fhl_l,0.102894,0.097972,0.113069,0.0941298,
gaslat_l,0.0958339,0.0942577,0.0930443,0.0968487,
gasmed_l,0.0943222,0.0940748,0.0929585,0.0956224,
glmax1_l,0.177386,0.105882,0.236507,0.133486,
glmax2_l,0.902211,0.0919364,0.692716,0.105561,
glmax3_l,0.829942,0.121375,0.60923,0.118545,
glmed1_l,0.120878,0.0993384,0.189725,0.10644,
glmed2_l,0.117874,0.0933331,0.108067,0.108011,
glmed3_l,0.0552249,0.0285795,0.234145,0.102337,
glmin1_l,0.12598,0.12128,0.491424,0.101234,
glmin2_l,0.123712,0.118854,0.354903,0.0975472,
glmin3_l,0.107504,0.0915204,0.130581,0.0996686,
grac_l,0.325345,0.0980849,0.0968545,0.539898,
iliacus_l,0.111025,0.0982852,0.0996648,0.242608,
perbrev_l,0.109077,0.0944088,0.0975963,0.0933061,
perlong_l,0.091341,0.0983432,0.0920653,0.112574,
psoas_l,0.109437,0.106668,0.0916666,0.0687917,
recfem_l,0.127212,0.09078,0.11227,0.0754112,
sart_l,0.302758,0.122203,0.0790544,0.554921,
semimem_l,0.254056,0.109359,0.174325,0.0884175,
semiten_l,0.425942,0.120223,0.0923758,0.0679481,
soleus_l,0.102733,0.0933758,0.0940769,0.0398609,
tfl_l,0.0948035,0.0955231,0.0949386,0.0577482,
tibant_l,0.109584,0.0845727,0.104247,0.0963316,
tibpost_l,0.0912974,0.102375,0.0931396,0.0976586,
vasint_l,0.144208,0.0658755,0.00780088,0.312483,
vaslat_l,0.169212,0.0598867,0.0843047,0.31801,
vasmed_l,0.0527582,0.0615165,0.119949,0.264197,
piri_r,0.100261,0.00394133,0.0013459,0.961335,
