time,addbrev_r,addlong_r,addmagDist_r,addmagIsch_r,addmagMid_r,addmagProx_r,bflh_r,bfsh_r,edl_r,ehl_r,fdl_r,fhl_r,gaslat_r,gasmed_r,glmax1_r,glmax2_r,glmax3_r,glmed1_r,glmed2_r,glmed3_r,glmin1_r,glmin2_r,glmin3_r,grac_r,iliacus_r,perbrev_r,perlong_r,psoas_r,recfem_r,sart_r,semimem_r,semiten_r,soleus_r,tfl_r,tibant_r,tibpost_r,vasint_r,vaslat_r,vasmed_r,addbrev_l,addlong_l,addmagDist_l,addmagIsch_l,addmagMid_l,addmagProx_l,bflh_l,bfsh_l,edl_l,ehl_l,fdl_l,fhl_l,gaslat_l,gasmed_l,glmax1_l,glmax2_l,glmax3_l,glmed1_l,glmed2_l,glmed3_l,glmin1_l,glmin2_l,glmin3_l,grac_l,iliacus_l,perbrev_l,perlong_l,psoas_l,recfem_l,sart_l,semimem_l,semiten_l,soleus_l,tfl_l,tibant_l,tibpost_l,vasint_l,vaslat_l,vasmed_l,piri_r,
2.075,0.0437015,0.0394294,0.013381,0.0269087,0.01338,0.0133996,0.0077899,0.0150821,0.0206706,0.0176719,0.00702967,0.0062376,0.0126726,0.0196723,0.00231674,0.00213714,0.00179857,0.00690145,0.00713155,0.007696,0.029392,0.0102166,0.0092116,0.0320169,0.0462485,0.0266126,0.0137992,0.0413934,0.00846165,0.03493,0.0117211,0.0128755,0.0104966,0.026728,0.0323517,0.010876,0,1.18138e-07,0,0.00870809,0.0173562,0.0189419,0.0511701,0,0.00362145,0.0476545,0.0235332,0.016363,0.0154627,0.0170021,0.0162226,0.00917114,0.00811533,0.0346477,0.0361822,0.0418172,0.0219287,0.0243761,0.0180436,0.026052,0.0254341,0.021466,0.0287259,0.0104502,0.0133143,0.0146264,0.0197577,0.0106669,0.0270114,0.0431406,0.0285844,0.0241149,0.0155318,0.0159747,0.0516336,0.0466256,0.0409206,0.0411853,0.0112558,
2.08,0.0352895,0.0381792,0.046604,0.0253087,0.0370615,0.0432118,0.00275158,0.00361454,0.0226238,0.0193376,0.00672901,0.00561172,0.00910891,0.0178989,0.00670917,0.00310755,-0.0061332,0.0185681,0.0161762,0.0158774,0.065728,0.0310122,0.0187033,0.0215193,0.047607,0.0258934,0.0138588,0.0431004,0.0145156,0.031232,0.00610744,0.0041096,0.00866184,0.0311813,0.0358244,0.0104544,0.0115543,0.0107476,0.0116578,0.0199768,0.0208681,0.00411646,0.0445512,-0.00582302,-0.00863418,0.0503588,0.0527786,0.0189949,0.0184429,0.0167812,0.0156662,0.0125607,0.0128391,0.017954,0.0167168,0.0157523,0.0511103,0.0340449,0.0130973,0.111343,0.0692441,0.0350777,0.0392978,0.0317527,0.0128233,0.0142831,0.0347486,0.00995066,0.0718167,0.047821,0.0363786,0.0211756,0.023316,0.0209343,0.0510529,0.0393905,0.0352692,0.0347165,0.0133354,
2.085,0.0305773,0.0371891,0.0182264,0.0242241,0.0158769,0.0152035,-0.000688004,-0.000570065,0.024297,0.0201012,0.006439,0.00506604,0.00483708,0.0163978,0.0076897,0.00363353,-0.00931422,0.0236714,0.0199933,0.0176061,0.0803031,0.0391175,0.0240988,0.014517,0.0484769,0.0252836,0.0139543,0.0443376,0.0193648,0.0302998,0.00135954,-0.00045544,0.00721732,0.0352902,0.039049,0.0100518,0.0147201,0.0138257,0.0148617,0.0191806,0.0246352,0.00180728,0.041059,-0.007601,-0.0129279,0.0521641,0.0689096,0.0212991,0.020847,0.0165349,0.0151274,0.0153952,0.0170275,0.0147019,0.0148599,0.0152954,0.0659791,0.0392522,0.0104665,0.132635,0.0877022,0.0437805,0.0443358,0.0423284,0.0123546,0.0139301,0.0440992,0.00903598,0.0879842,0.0515153,0.0408751,0.0186416,0.0295915,0.0253184,0.0505388,0.0343094,0.0314153,0.0303473,0.014626,
2.09,0.0279392,0.0361901,0.0392305,0.023555,0.0175506,0.0229231,-0.00239919,0.00598922,0.0256736,0.0205174,0.00616119,0.00459609,0.0011308,0.0150907,0.00844942,0.00432575,-0.0096093,0.0267604,0.0221882,0.0168106,0.0880351,0.042803,0.0267057,0.00973903,0.0488763,0.0247958,0.0140396,0.0450565,0.0224564,0.0289937,-0.0023117,0.000555719,0.00610028,0.0390679,0.0417672,0.00967518,0.0173564,0.016699,0.0171884,0.0196794,0.0281998,0.00444537,0.0385944,-0.00792382,-0.0142393,0.0533369,0.0642183,0.0232311,0.0226357,0.016269,0.0146072,0.0175172,0.0207637,0.0136568,0.014168,0.0148109,0.0690337,0.041556,0.0081278,0.121017,0.0869214,0.0486653,0.0452615,0.046976,0.0119037,0.0135686,0.0496806,0.00802449,0.0864397,0.0541865,0.0426672,0.0164467,0.0337226,0.0291436,0.0500567,0.0305686,0.0284409,0.0272457,0.0146617,
2.095,0.0259544,0.0350901,0.0211381,0.0234492,0.0163466,0.0165836,-0.00443998,-0.00338787,0.0267269,0.0207807,0.00591891,0.00421942,-0.00175399,0.0139831,0.00932625,0.00522948,-0.00875314,0.0285907,0.0230945,0.0143572,0.0913805,0.0437848,0.0270402,0.00632855,0.0488239,0.0245029,0.0141083,0.0453215,0.0243823,0.0270717,-0.00552549,0.00520123,0.00530074,0.0425201,0.0439685,0.00935237,0.0185941,0.0177266,0.0182917,0.020103,0.0314856,0.00163553,0.0364799,-0.00801867,-0.0140193,0.0541482,0.0632098,0.0247411,0.0237688,0.0160099,0.0141334,0.0188104,0.0239002,0.0121882,0.0129663,0.0127512,0.0660962,0.0418188,0.00607845,0.116933,0.0828597,0.0500649,0.0446069,0.0487651,0.0115143,0.0132279,0.0523437,0.00702772,0.0831555,0.0561132,0.0430138,0.0146274,0.0343913,0.0323617,0.0496043,0.0278855,0.0259736,0.0248122,0.0133762,
2.1,0.0240389,0.0338298,0.0292948,0.0237384,0.0163107,0.0154022,-0.00593508,-0.00823002,0.0274457,0.0210104,0.00574445,0.00395712,-0.00435773,0.0115127,0.0104162,0.0063756,-0.00720388,0.0299695,0.0232524,0.0117738,0.0919176,0.0440521,0.0262554,0.00382717,0.0483399,0.0243932,0.0141653,0.0451838,0.0265919,0.0245196,-0.0082614,-0.00149908,0.00480435,0.0456468,0.0456492,0.00911104,0.0196214,0.018439,0.0192935,0.02077,0.0343804,0.00497372,0.034472,-0.00807045,-0.0136583,0.0547487,0.0624154,0.0257991,0.0242821,0.0157888,0.0137432,0.0196312,0.026279,0.0107554,0.0126853,0.0110206,0.0642276,0.0407744,0.00410281,0.111942,0.0799436,0.0490195,0.0444389,0.0501732,0.011241,0.0129466,0.0532449,0.00616231,0.0809126,0.0581104,0.0431556,0.0132066,0.0354593,0.0349184,0.0491889,0.0254305,0.023665,0.0225733,0.0123648,
2.105,0.0219992,0.0323792,0.0263011,0.0242869,0.0164202,0.0142858,-0.00684485,-0.0120593,0.0278356,0.0212429,0.00566113,0.00382113,-0.00658544,0.00895383,0.011765,0.00777603,-0.0050119,0.0311926,0.023026,0.00977883,0.0917123,0.0439349,0.025051,0.00175366,0.0474458,0.0244472,0.0142204,0.0446857,0.0289069,0.0214735,-0.010333,-0.00423817,0.00459079,0.0484404,0.0468151,0.0089715,0.0204931,0.0189771,0.0202368,0.0215395,0.0368036,0.00154866,0.032617,-0.0081178,-0.0133543,0.0551091,0.0617171,0.0264002,0.0243896,0.0156232,0.0134561,0.0202715,0.0275968,0.00976848,0.0124536,0.0101438,0.0620929,0.0389152,0.00238674,0.106198,0.076643,0.0471231,0.0442036,0.0511521,0.0111035,0.0127463,0.053473,0.00550688,0.0784387,0.0599379,0.0430527,0.0121606,0.0363341,0.0367525,0.0488155,0.0231165,0.0215246,0.0205513,0.0116738,
2.11,0.0198347,0.030726,0.0266468,0.0249979,0.0164817,0.0127466,-0.00736906,-0.0162083,0.0279202,0.0214745,0.00568049,0.00381228,-0.00818798,0.00669453,0.0133329,0.00946389,-0.00242814,0.0323595,0.0225933,0.00779645,0.091259,0.0435254,0.0236407,0.00154994,0.0461655,0.0246455,0.0142854,0.0438654,0.0312657,0.018219,-0.0105696,-0.00637594,0.00463554,0.0508903,0.0474813,0.00894383,0.0211854,0.0194357,0.0209888,0.0222321,0.0387285,0.00485237,0.0309328,-0.00816734,-0.013096,0.0551849,0.06072,0.0265874,0.0243951,0.0155208,0.0132787,0.0207944,0.0278158,0.00895413,0.0122597,0.00919642,0.0595632,0.036559,0.0018018,0.0999404,0.0727811,0.0448255,0.043724,0.0518195,0.0110998,0.012634,0.053338,0.00513512,0.0757659,0.0614793,0.042645,0.0114669,0.0370733,0.0378106,0.0484885,0.0210842,0.0196918,0.0189077,0.0110304,
2.115,0.0177234,0.0288694,0.027262,0.0258024,0.0164504,0.0108089,-0.00764208,-0.0196164,0.0277386,0.0216842,0.00580402,0.00392113,-0.00725629,0.00472151,0.015003,0.0115146,0.000894171,0.0335291,0.0220562,0.0060169,0.0907557,0.0429091,0.0221261,0.00104032,0.044525,0.0249586,0.0143705,0.0427567,0.0335779,0.0154052,-0.0107866,-0.00808882,0.00491103,0.0529834,0.0476736,0.00902794,0.0217753,0.0199987,0.0214767,0.0227343,0.0401744,0.00131408,0.0292879,-0.0082183,-0.0128576,0.0549416,0.0594066,0.0265031,0.024396,0.0154827,0.0132103,0.0212246,0.0278015,0.0081516,0.0120572,0.00845512,0.0566985,0.0338861,0.00191711,0.0933054,0.0688135,0.0422205,0.042911,0.0520924,0.0112175,0.0126088,0.052934,0.00513079,0.0733155,0.0626431,0.0418754,0.0110937,0.0377018,0.038077,0.0482121,0.0195447,0.018345,0.0178056,0.0103153,
2.12,0.0159386,0.0268201,0.027994,0.0266525,0.0163476,0.00884829,-0.0077376,-0.0243193,0.0273372,0.0218399,0.0060259,0.00413276,-0.00695388,0.00302293,0.0167381,0.0139533,0.00836739,0.0346911,0.021491,0.00464678,0.0901911,0.0421775,0.0205682,0.00290898,0.0425517,0.0253594,0.0144823,0.0413923,0.0357279,0.0128173,-0.0109406,-0.00943069,0.00538782,0.0547073,0.047425,0.00921686,0.0221958,0.0205261,0.021741,0.0229867,0.0411798,0.00563619,0.0276088,-0.00826702,-0.0126107,0.0543573,0.0581102,0.0262967,0.024369,0.0155067,0.0132462,0.0215552,0.0275438,0.00736461,0.0118053,0.00749913,0.0535591,0.0309953,0.000714172,0.0864377,0.0644622,0.0393904,0.0417317,0.0520347,0.0114395,0.0126642,0.0523298,0.00553167,0.0707865,0.0633603,0.0406998,0.0110098,0.0382185,0.0376632,0.0479911,0.0185671,0.017508,0.0172097,0.00951877,
