mtu,synergy1,synergy2,synergy3,synergy4,
addbrev_r,0.150528,0.679615,0.0300794,0.0501834,
addlong_r,0.150528,0.679615,0.0300794,0.0501834,
addmagDist_r,0.150528,0.679615,0.0300794,0.0501834,
addmagIsch_r,0.150528,0.679615,0.0300794,0.0501834,
addmagMid_r,0.150528,0.679615,0.0300794,0.0501834,
addmagProx_r,0.150528,0.679615,0.0300794,0.0501834,
bflh_r,0.895243,0.0675762,0.000702552,0.349711,
bfsh_r,0.895243,0.0675762,0.000702552,0.349711,
edl_r,0.00258126,0.160249,0.22063,0.123286,
ehl_r,0.0312268,0.0165395,0.100208,0.170759,
fdl_r,0.035892,0.0691571,0.212132,0.0561642,
fhl_r,0.00196297,0.235635,0.144214,0.113907,
gaslat_r,8.20314e-13,0.104214,1.12104e-44,0.584182,
gasmed_r,0.232234,0.143549,2.8026e-45,0.534163,
glmax1_r,0.2208,1.71e-26,0.0497894,0.621549,
glmax2_r,0.2208,1.89542e-26,0.0497894,0.621549,
glmax3_r,0.2208,3.08231e-26,0.0497894,0.621549,
glmed1_r,0.0468023,0.155811,0.145306,0.15618,
glmed2_r,0.119731,0.229567,0.116133,0.224856,
glmed3_r,0.0954835,0.239229,0.0591073,0.213828,
glmin1_r,0.0273216,0.106862,0.0119744,0.0687182,
glmin2_r,0.221626,0.12044,0.209316,0.126291,
glmin3_r,0.0898006,0.0813994,0.105745,0.0255723,
grac_r,0.544218,0.429124,0.23445,0.196226,
iliacus_r,0.141546,0.0295141,0.135408,0.162286,
perbrev_r,0.126101,0.167597,0.142921,0.162763,
perlong_r,0.0248036,0.135462,0.224294,0.203887,
psoas_r,0.147224,0.0319937,0.00620618,0.0113551,
recfem_r,0.0261184,0.0223176,0.364919,0.0137228,
sart_r,0.241485,0.123592,0.0291587,0.0503637,
semimem_r,0.700533,0.101268,0.0182652,0.379489,
semiten_r,0.700533,0.101268,0.0182652,0.379489,
soleus_r,0.114348,0.124113,2.8026e-45,0.560043,
tfl_r,0,0.423383,0.243092,5.60519e-45,
tibant_r,0.396132,0.412992,0.656108,1.19065e-05,
tibpost_r,0.182519,0.207277,0.113752,0.0487788,
vasint_r,0.17528,2.8026e-45,0.0740995,0.689384,
vaslat_r,0.140029,2.8026e-45,0.0839802,0.828211,
vasmed_r,0.210531,2.8026e-45,0.0642188,0.550558,
addbrev_l,0.196864,0.0598517,0.116482,0.153981,
addlong_l,0.152014,0.173552,0.161779,0.0660117,
addmagDist_l,0.101894,0.176443,0.00992505,0.202762,
addmagIsch_l,0.0753753,0.193444,0.0499092,0.119052,
addmagMid_l,0.0242337,0.227555,0.020904,0.0976386,
addmagProx_l,0.14002,0.0561366,0.214455,0.015047,
bflh_l,0.0137912,0.159736,0.174454,0.178471,
bfsh_l,0.191851,0.0959027,0.00990415,0.0823129,
edl_l,0.183099,0.236551,0.0604444,0.131965,
ehl_l,0.128114,0.0909288,0.193155,0.0151557,
fdl_l,0.0982623,0.0124539,0.227832,0.228567,
fhl_l,0.0982467,0.222318,0.0790181,0.0703082,
gaslat_l,0.110525,0.129618,0.206891,0.225637,
gasmed_l,0.107981,0.156576,0.166625,0.00647801,
glmax1_l,0.147398,0.0518837,0.148684,0.106708,
glmax2_l,0.241177,0.118731,0.111922,0.212741,
glmax3_l,0.15109,0.220065,0.0352731,0.178034,
glmed1_l,0.0342737,0.106274,0.180371,0.181659,
glmed2_l,0.124452,0.0494542,0.228906,0.208175,
glmed3_l,0.185479,0.211208,0.163672,0.162922,
glmin1_l,0.0590532,0.0528683,0.194807,0.089757,
glmin2_l,0.204051,0.0535665,0.0942472,0.242363,
glmin3_l,0.208416,0.158125,0.0719719,0.237413,
grac_l,0.182603,0.239425,0.165063,0.0358451,
iliacus_l,0.189997,0.228973,0.132308,0.0662738,
perbrev_l,0.0984606,0.162011,0.239626,0.089557,
perlong_l,0.0678854,0.23543,0.176018,5.93137e-05,
psoas_l,0.0498494,0.232754,0.169276,0.23083,
recfem_l,0.0628356,0.0459041,0.154247,0.156964,
sart_l,0.000156708,0.18625,0.21122,0.0562715,
semimem_l,0.236392,0.00210387,0.221554,0.11442,
semiten_l,0.0326004,0.133816,0.147199,0.0308624,
soleus_l,0.0125776,0.18117,0.0880949,0.0199377,
tfl_l,0.0546419,0.142479,0.0555455,0.0367802,
tibant_l,0.0427327,0.151357,0.109462,0.160957,
tibpost_l,0.103162,0.0174083,0.069664,0.0045485,
vasint_l,0.0953687,0.0141901,0.124261,0.112927,
vaslat_l,0.172911,0.0549411,0.00912967,0.0896639,
vasmed_l,0.211209,0.0665614,0.156174,0.211886,
piri_r,0.0884189,0.152238,0.214544,0.0644955,
