time,synergy1,synergy2,synergy3,synergy4,
2.075,0,0.932674,0,0.0422546,
2.08,0,0.934955,0,0.035921,
2.085,0,0.937882,0.0040662,0.0367741,
2.09,0.00250934,0.946694,0,0.0122974,
2.095,0.00188709,0.985814,0.0194154,0,
2.1,0,0.996201,0.102909,0,
2.105,0,1,0.178384,0,
2.11,0.000636663,0.995517,0.265101,0,
2.115,0.000909907,0.976281,0.36258,0,
2.12,0,0.947931,0.456138,0.000690485,
2.125,0.00046296,0.912806,0.543209,0.00113397,
2.13,0,0.866314,0.620914,0,
2.135,0.00093337,0.815665,0.682682,0,
2.14,0.000959954,0.757713,0.744822,0,
2.145,0,0.698119,0.789918,0,
2.15,0.00100609,0.635614,0.819394,0.000836979,
2.155,0.00404478,0.573918,0.85081,0,
2.16,0.00899976,0.515917,0.868372,0,
2.165,0.0130154,0.46133,0.883719,0,
2.17,0.0175214,0.411867,0.897474,0,
2.175,0.0192578,0.369006,0.913096,0,
2.18,0.0204436,0.332167,0.931876,0,
2.185,0.0191297,0.298854,0.950001,0,
2.19,0.0169267,0.274641,0.970212,0,
2.195,0.011955,0.253849,0.985608,0,
2.2,0.00582867,0.237199,0.994909,0,
2.205,0.000455284,0.223591,1,0,
2.21,0,0.209035,0.993338,0,
2.215,0.00103289,0.193209,0.983087,0,
2.22,0,0.177407,0.971139,0,
2.225,0,0.163621,0.960297,0,
2.23,0,0.147681,0.949156,0,
2.235,0,0.131334,0.935431,0,
2.24,0,0.108805,0.906783,0.00736598,
2.245,0.000388257,0.094205,0.891071,0.00533818,
2.25,0,0.0751559,0.863842,0.0256908,
2.255,0.000166312,0.0642377,0.829104,0.0364762,
2.26,0.0117999,0.0408203,0.782931,0.0557707,
2.265,0.025204,0.0306732,0.730652,0.0644827,
2.27,0.0686168,0.0119179,0.664008,0.0680154,
2.275,0.121315,0,0.59751,0.0629977,
2.28,0.174703,0,0.523186,0.0560602,
2.285,0.242225,0,0.445391,0.0453792,
2.29,0.322194,0,0.365144,0.0261907,
2.295,0.39439,0,0.294776,0.0169948,
2.3,0.479755,0,0.231854,0,
2.305,0.553332,0,0.155941,0,
2.31,0.616473,0,0.120318,0,
2.315,0.687208,0,0.0670674,0,
2.32,0.754193,0,0.0295941,0,
2.325,0.811274,0.00183014,0.0135903,0,
2.33,0.859803,0.0083233,0.000987537,0,
2.335,0.898388,0.0327913,0.00161813,0,
2.34,0.932018,0.0557035,0,0,
2.345,0.965214,0.0787666,0,0,
2.35,0.99144,0.0968999,0,0.0114884,
2.355,1,0.115929,0,0.0340921,
2.36,0.999112,0.133038,0,0.0658884,
2.365,0.991877,0.147546,0.00338554,0.103555,
2.37,0.975924,0.156768,0.00269697,0.149988,
2.375,0.950769,0.157074,0.000189,0.206055,
2.38,0.918357,0.154572,0,0.270201,
2.385,0.877044,0.135295,0.0127128,0.345934,
2.39,0.823546,0.111379,0.0441431,0.430085,
2.395,0.758074,0.0863739,0.0841871,0.522626,
2.4,0.683654,0.0574766,0.124815,0.617561,
2.405,0.60375,0.0373822,0.150374,0.704622,
2.41,0.523892,0.0141488,0.185254,0.787413,
2.415,0.438677,0,0.209341,0.862533,
2.42,0.355678,0,0.22039,0.925131,
2.425,0.281501,0,0.217538,0.967915,
2.43,0.206939,0,0.204809,0.994718,
2.435,0.165337,0,0.191007,1,
2.44,0.132682,0,0.182981,0.992734,
2.445,0.106276,0,0.163192,0.969435,
2.45,0.0962346,0.000276246,0.139474,0.930067,
2.455,0.0975012,0,0.107383,0.881844,
2.46,0.101514,0.018315,0.067866,0.824436,
2.465,0.113226,0.0238894,0.0311284,0.766001,
2.47,0.128464,0.0393282,0.00255539,0.697195,
2.475,0.145909,0.0478987,0,0.626185,
2.48,0.169364,0.0536751,0,0.553387,
2.485,0.188087,0.0632106,0,0.480223,
2.49,0.208909,0.0723869,0,0.409628,
2.495,0.225936,0.0836696,0,0.342835,
2.5,0.241144,0.0974762,0,0.278796,
2.505,0.251882,0.116654,0.00548262,0.218714,
2.51,0.257768,0.137025,0,0.164277,
2.515,0.255923,0.163192,0,0.117643,
2.52,0.252833,0.195867,0.00027179,0.0754051,
2.525,0.233954,0.224436,0.0474345,0.0450382,
2.53,0.206107,0.258998,0.0958582,0.0208921,
2.535,0.186095,0.294038,0.147811,0.00387962,
2.54,0.154224,0.332753,0.198924,0,
