name,r,a,s
femur_l_center,-91.07564235146472,-26.143051001720117,714.2440120299598
knee_l_lat,-161.00087311065576,-15.772744780801222,321.1957774145978
knee_l_med,-87.14570949369923,28.401957430495237,318.99985957091656
gr_troch_as_l,-139.10278294283282,-31.049384000738897,696.1736610667919
gr_troch_lat_l,-148.92014824196173,-53.200180632646635,682.5646822772705
gr_troch_ps_l,-127.13271526341822,-61.67353441762259,711.9757007491233
ls_troch_l,-95.525919270191,-41.92181345187992,656.7902849862708
knee_l_center_in_femur_l,-123.45608473717176,6.6758057833388476,320.07934634570904
femur_l_midshaft_anter,-135.7105764395032,8.653403508415463,521.1264440138995
femur_l_midshaft_poster,-119.35059349184947,-14.218435051428523,518.2861811593616
femur_l_anter_diaph_25,-133.8493790855406,-14.912025323645326,618.30899461158
femur_l_poster_diaph_25,-120.42648902247595,-39.52642490258898,615.5542770765569
femur_l_anter_diaph_75,-142.91739773637096,22.922662037556286,422.81799936006047
femur_l_poster_diaph_75,-125.99458841876982,1.323988259868554,420.4626944768341
patella_l_in_femur_l,-152.34524554760316,43.08585918276075,304.0886594916039
