name,r,a,s
addbrev_r-P2,110.32555320066433,-20.747120429002713,600.0807997697689
addlong_r-P2,119.10196422219508,-3.0231378665937503,479.75756066602884
addmagDist_r-P2,126.82680558887195,-3.106203525816894,457.0599343288606
addmagIsch_r-P2,100.1134776643635,25.156991719389527,334.437752445744
addmagMid_r-P2,117.08262374212092,-19.006079944521893,556.2323118609567
addmagProx_r-P2,113.20038811575512,-37.18431794920985,632.8840052895047
bfsh_r-P1,117.03625931267632,-14.677870647720553,506.8989594236244
gaslat_r-P1,150.1147832615709,-9.0881332610083,343.91911185264127
gasmed_r-P1,111.06993214555693,19.64915163618153,337.8855751337994
glmax1_r-P3,110.82101830418719,-66.90194626562882,675.2686480752528
glmax1_r-P4,126.31345301754702,-54.798714986461285,649.8888597150845
glmax2_r-P3,101.40814259156076,-64.23260275047633,649.1249781879609
glmax2_r-P4,119.13804099790266,-40.13698643602885,613.2135805238493
glmax3_r-P3,84.42812337519352,-41.06655268742815,601.7502005933421
glmax3_r-P4,123.03725038999474,-30.95124090001323,575.9088215979165
glmed1_r-P2,141.0610854755803,-54.65481404576638,694.6752098232215
glmed2_r-P2,138.75866005557276,-57.9543991130334,702.201457961206
glmed3_r-P2,137.517001000605,-62.42110403136716,703.82724517946
glmin1_r-P2,142.87268374762812,-41.453761285539315,696.4151142954767
glmin2_r-P2,142.65427004818508,-43.655495673710966,696.3092992180563
glmin3_r-P2,141.56957446383646,-47.15443361778214,698.750515717306
iliacus_r-P3,102.49078397302425,-22.10504382593535,654.5714883458053
iliacus_r-P4,104.72893543418311,-31.79503171305796,646.6864131862661
piri_r-P3,131.18585486141254,-46.01963460933071,706.0083860894223
psoas_r-P3,91.14083711564712,-31.151631643103336,663.3955734969487
psoas_r-P4,92.7336947745979,-40.537257134570915,656.6908168541319
sart_r-P2,79.50014460182103,21.673501105515886,363.9716792830586
tfl_r-P2,158.83953999624194,-2.8517305908818527,618.4317656302094
tfl_r-P3,172.04177763813917,-8.890725314008971,321.61910272496004
vasint_r-P1,138.8450328970034,7.751160071260792,529.061591909167
vasint_r-P2,141.82303572675903,13.519862873105819,513.5523191092822
vaslat_r-P1,125.0133557917985,-19.80486548349794,532.8428759226816
vaslat_r-P2,157.92197993873722,1.595055055970353,462.4879774773562
vasmed_r-P1,118.79135476783092,-3.2426795360093736,509.31565990573347
vasmed_r-P2,129.30319487787423,28.671973241576467,445.5302989527719
