,t0,tf,p_t0,p_tf
0,0.3875,1.083,[0.10997135 0.         0.21193896],[0. 0. 0.]
1,0.9590000000000001,1.6580000000000001,[0.91828437 0.         0.17796296],[0. 0. 0.]
2,1.5245,2.2255000000000003,[1.69139701 0.         0.15286501],[0. 0. 0.]
