time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
3.725,-451.764,-96.5723,-247.871,10.6083,330.667,2.33177,-14.1906,-21.4228,-293.676,-155.949,-132.356,19.2203,97.8432,-4.37016,-64.4929,18.6319,-15.9164,-42.7873,
3.73,-449.345,-97.5702,-245.71,12.8713,331.402,2.40499,-15.2346,-20.4044,-290.014,-157.148,-132.485,17.8719,98.7285,-3.8776,-61.6209,16.7053,-15.7788,-42.2781,
3.735,-446.508,-100.251,-243.423,16.0669,331.765,2.10931,-16.2382,-21.728,-297.287,-159.969,-129.709,18.8896,101.271,-3.27965,-62.5241,14.8218,-15.7992,-41.3761,
3.74,-443.351,-102.208,-241.002,17.0753,331.794,1.79033,-17.1938,-21.292,-293.72,-162.497,-129.654,17.2014,102.217,-2.3181,-59.4524,12.7871,-15.9718,-40.402,
3.745,-439.953,-105.142,-238.486,18.1553,331.522,1.87183,-18.0929,-20.6275,-300.286,-164.582,-127.046,21.2181,104.818,-3.31845,-60.0353,10.8688,-16.2951,-39.8411,
3.75,-436.421,-108.8,-235.908,21.404,330.932,0.888578,-18.949,-20.8614,-296.005,-169.45,-127.172,26.8114,105.841,-4.11517,-56.6229,10.9266,-16.7632,-40.2039,
3.755,-432.862,-113.467,-233.297,21.3166,330.085,2.93688,-19.7773,-22.5862,-301.288,-170.748,-124.923,24.5832,108.375,-2.91275,-56.6487,7.23115,-17.4024,-40.0956,
3.76,-429.352,-114.157,-230.683,22.5789,329.048,2.04328,-20.543,-20.9185,-298.748,-171.868,-124.657,24.3988,109.806,-2.66189,-53.7537,3.02471,-18.1255,-38.6592,
3.765,-425.912,-118.474,-228.083,23.2191,327.796,2.42845,-21.2931,-21.245,-301.948,-177.007,-123.077,26.9119,112.296,-2.64172,-52.9538,1.77067,-18.9666,-39.5447,
3.77,-422.572,-120.027,-225.511,21.3053,326.409,2.93634,-21.9908,-21.8953,-300.493,-180.672,-122.753,26.694,114.374,-3.01359,-50.5979,-0.524024,-19.9137,-39.0646,
3.775,-419.35,-122.854,-222.98,21.215,324.927,3.65503,-22.6338,-21.0117,-302.605,-185.047,-121.619,28.2563,116.883,-1.95135,-49.0832,-3.29794,-20.9466,-39.0037,
3.78,-416.26,-125.334,-220.515,20.5109,323.395,4.16612,-23.2173,-19.7055,-301.384,-187.622,-121.289,28.3252,118.825,-2.2517,-46.4074,-6.64323,-22.0563,-38.558,
3.785,-413.309,-129.167,-218.134,21.3999,321.842,4.80337,-23.7396,-20.3093,-304.079,-194.96,-120.065,33.8442,121.293,-3.1673,-45.112,-7.04582,-23.2305,-39.7068,
3.79,-410.502,-130.569,-215.835,21.1481,320.293,4.81223,-24.2198,-19.224,-301.324,-196.096,-120.205,27.0884,122.943,-1.13817,-41.667,-11.9175,-24.4579,-37.6185,
3.795,-407.844,-131.697,-213.617,24.3623,318.798,3.69306,-24.3752,-19.2012,-305.518,-202.469,-118.816,26.4859,125.68,0.336999,-40.8961,-12.4479,-25.7199,-38.3421,
3.8,-405.34,-134.044,-211.475,25.2735,317.398,4.53051,-24.522,-17.9051,-301.238,-204.865,-119.493,26.7929,127.167,0.33708,-36.7422,-12.5312,-27.0071,-39.6223,
3.805,-402.98,-135.026,-209.409,30.6052,316.084,2.47924,-24.656,-18.7383,-303.892,-206.796,-118.671,22.677,129.74,1.5303,-35.2443,-16.8366,-28.3101,-37.2238,
3.81,-400.768,-135.123,-207.427,34.0521,314.889,1.45283,-24.7769,-18.3269,-304.578,-211.597,-118.421,23.4855,132.017,1.99916,-32.9079,-17.3297,-29.6147,-37.5965,
3.815,-398.705,-137.142,-205.528,34.3816,313.846,2.14088,-24.8844,-18.0871,-304.845,-211.759,-118.561,21.8366,134.146,2.50196,-30.2585,-20.1875,-30.9061,-36.8446,
3.82,-396.781,-137.866,-203.704,33.0922,312.959,2.0137,-24.9787,-17.7084,-305.869,-210.806,-117.962,17.6599,136.581,4.45011,-28.1088,-24.2199,-32.182,-35.9185,
3.825,-394.983,-139.632,-201.947,36.5628,312.227,1.37557,-25.0633,-17.7631,-304.986,-210.402,-118.197,22.216,138.549,2.79964,-24.9997,-26.0812,-33.4365,-37.122,
3.83,-393.3,-142.16,-200.249,38.2077,311.651,1.3682,-25.1447,-17.551,-306.788,-211.167,-117.918,21.3253,140.841,3.74472,-22.9251,-28.6695,-34.6653,-36.8956,
3.835,-391.719,-143.937,-198.604,40.6797,311.229,0.446811,-25.2245,-17.159,-306.427,-210.563,-118.136,23.0339,142.711,2.99606,-19.9647,-31.6179,-35.8311,-36.2494,
3.84,-390.229,-146.466,-197.007,39.6459,310.95,1.18618,-25.3089,-15.5643,-308.008,-207.262,-117.953,22.4968,144.761,2.79558,-17.7955,-35.6736,-36.9335,-33.2103,
3.845,-388.82,-150.379,-195.454,41.381,310.802,1.31199,-25.4043,-15.9493,-308.149,-213.584,-118.09,28.0172,146.456,2.5018,-15.1066,-33.9203,-37.8895,-34.9632,
3.85,-387.478,-152.159,-193.941,41.4129,310.77,1.44356,-25.5211,-15.8306,-309.641,-216.872,-117.955,31.4167,148.224,1.89563,-13.0931,-34.0448,-38.5979,-35.6024,
3.855,-386.189,-156.476,-192.459,39.5504,310.833,2.55431,-25.6636,-15.7939,-310.13,-219.994,-118.035,32.9464,149.758,1.93855,-10.8057,-35.2454,-39.1547,-35.8009,
3.86,-384.942,-158.634,-191.006,40.5952,310.971,2.88246,-25.8377,-14.8994,-311.288,-217.674,-118.013,29.3201,151.454,2.75423,-9.0438,-39.4419,-39.5893,-33.5141,
3.865,-383.728,-160.471,-189.578,39.3276,311.164,3.97904,-26.0499,-14.302,-311.549,-218.801,-118.224,28.9373,153.149,3.04039,-7.16104,-41.6218,-39.9252,-32.1043,
3.87,-382.533,-160.645,-188.171,37.7642,311.388,4.56061,-26.301,-13.8151,-312.407,-225.468,-118.272,32.7899,154.795,3.22825,-5.77047,-40.135,-39.8405,-32.8091,
3.875,-381.349,-162.114,-186.784,40.2929,311.627,4.47004,-26.597,-12.8224,-312.981,-224.635,-118.298,31.4019,156.087,3.39374,-4.29937,-41.3865,-39.7809,-31.1842,
3.88,-380.171,-160.241,-185.415,40.1483,311.861,3.59711,-26.9416,-13.6385,-313.868,-231.628,-118.187,32.5761,157.099,3.42357,-3.04853,-38.1239,-39.7616,-31.1381,
3.885,-378.987,-162.109,-184.061,41.7257,312.073,3.98271,-27.3374,-12.916,-314.531,-232.873,-118.072,32.5226,157.891,3.2433,-1.80547,-37.9654,-39.7869,-29.2808,
3.89,-377.792,-162.369,-182.72,41.2499,312.249,4.34652,-27.7818,-12.3074,-315.346,-237.11,-117.886,33.6598,158.574,3.43514,-0.737423,-36.4546,-39.8632,-29.9605,
3.895,-376.581,-163.154,-181.392,42.1117,312.376,3.98108,-28.2759,-12.4336,-316.005,-238.527,-117.691,31.1804,159.138,4.77569,0.279793,-38.1711,-39.9916,-27.961,
3.9,-375.347,-163.884,-180.075,43.066,312.439,4.33112,-28.8175,-11.8085,-316.717,-242.328,-117.443,31.0245,159.63,5.80778,1.15055,-38.3015,-40.174,-28.1524,
3.905,-374.085,-164.138,-178.769,45.6033,312.434,3.4274,-29.4009,-10.6493,-317.303,-240.338,-117.174,29.2586,160.036,5.03645,1.9502,-40.5922,-40.4102,-25.8767,
3.91,-372.792,-166.988,-177.475,46.0289,312.35,4.02483,-30.0255,-10.9592,-317.879,-240.816,-116.861,26.9799,160.38,5.99146,2.62498,-40.2127,-40.7003,-25.6585,
3.915,-371.463,-167.459,-176.191,43.6,312.182,5.05492,-30.6891,-10.8376,-318.335,-243.128,-116.521,27.4064,160.653,6.08587,3.22034,-39.8055,-41.042,-24.5838,
3.92,-370.096,-170.976,-174.917,44.6633,311.925,5.44181,-31.3835,-11.6217,-318.738,-245.872,-116.14,26.7734,160.87,7.28303,3.70218,-37.9841,-41.4347,-25.4275,
3.925,-368.699,-172.187,-173.657,43.8934,311.584,6.33525,-32.1074,-11.5223,-319.021,-242.45,-115.729,25.4076,161.024,5.95701,4.097,-39.527,-41.8768,-23.1574,
3.93,-367.272,-171.426,-172.411,44.2979,311.159,5.27305,-32.8512,-11.4688,-319.225,-250.105,-115.28,28.9877,161.123,7.01074,4.38843,-37.2123,-42.3654,-25.067,
3.935,-365.803,-173.666,-171.179,42.294,310.659,6.96085,-33.6098,-11.0429,-319.31,-254.005,-114.802,28.717,161.167,7.87858,4.58617,-36.9987,-42.8979,-25.3487,
3.94,-364.308,-173.599,-169.969,41.6226,310.093,6.95643,-34.3747,-11.1748,-319.303,-251.319,-114.291,27.8517,161.161,7.72321,4.68454,-38.8553,-43.4717,-24.7408,
3.945,-362.78,-173.365,-168.78,40.9824,309.477,6.9392,-35.1424,-10.9971,-319.182,-249.824,-113.754,27.3225,161.107,7.54382,4.69402,-40.2787,-44.0845,-24.0227,
3.95,-361.225,-171.96,-167.614,39.6394,308.825,6.83298,-35.9104,-12.9479,-318.967,-255.021,-113.192,26.8171,161.011,9.79792,4.61274,-39.7241,-44.7318,-24.8857,
3.955,-359.656,-173.469,-166.478,40.056,308.155,7.52294,-36.6699,-12.2306,-318.65,-248.307,-112.609,25.9299,160.878,8.60496,4.46545,-42.5262,-45.4115,-23.5316,
3.96,-358.085,-170.58,-165.376,37.9391,307.488,7.20671,-37.4168,-12.105,-318.248,-249.661,-112.01,28.4407,160.718,7.99766,4.28893,-42.2727,-46.1202,-24.2778,
3.965,-356.576,-170.404,-164.298,38.1404,306.841,7.85513,-38.1466,-12.284,-317.76,-251.93,-111.399,33.495,160.535,5.26543,4.08986,-42.2168,-46.8538,-25.7552,
3.97,-355.14,-169.707,-163.251,39.3215,306.239,6.23502,-38.8566,-13.4723,-317.272,-252.003,-110.775,28.994,160.344,8.62984,3.88128,-43.7201,-47.6081,-25.8769,
3.975,-353.745,-169.783,-162.25,38.5289,305.694,6.92847,-39.5461,-13.5279,-316.773,-250.796,-110.145,29.3572,160.154,8.59766,3.66583,-46.938,-48.3798,-25.6455,
3.98,-352.403,-169.812,-161.299,40.1918,305.225,6.00157,-40.213,-15.0832,-316.228,-249.733,-109.515,27.9019,159.964,8.3825,3.44887,-48.5756,-49.1654,-26.5698,
3.985,-351.124,-169.491,-160.397,40.4158,304.847,5.62172,-40.8609,-17.2486,-315.645,-251.709,-108.891,27.4683,159.785,9.22006,3.23656,-49.2405,-49.9599,-29.0621,
3.99,-349.919,-169.924,-159.547,42.6891,304.572,4.6452,-41.4857,-18.0154,-315.034,-251.17,-108.276,27.1069,159.622,9.63178,3.03031,-51.1765,-50.7612,-29.1611,
3.995,-348.792,-167.344,-158.743,43.2492,304.407,3.10543,-42.0934,-21.5326,-314.408,-255.524,-107.674,29.5648,159.484,11.1762,2.83592,-52.7785,-51.5656,-31.0771,
4,-347.752,-171.233,-157.989,42.4512,304.364,4.93956,-42.6796,-21.0712,-313.775,-253.622,-107.087,26.2362,159.371,10.1199,2.65497,-54.1121,-52.3698,-31.1027,
4.005,-346.798,-172.131,-157.278,43.2545,304.442,4.53462,-43.2429,-21.9825,-313.147,-253.886,-106.522,25.1845,159.291,10.2416,2.48871,-54.2898,-53.1712,-32.6695,
4.01,-345.929,-172.6,-156.603,44.7188,304.641,3.3342,-43.787,-24.1574,-312.535,-257.631,-105.991,25.7503,159.253,10.9557,2.34066,-55.1334,-53.9679,-34.0389,
4.015,-345.145,-173.446,-155.963,43.3938,304.958,3.90173,-44.3171,-24.8454,-311.944,-258.921,-105.481,24.0158,159.25,11.6458,2.21406,-57.0641,-54.7561,-34.8934,
4.02,-344.441,-174.333,-155.349,42.9097,305.384,3.80008,-44.8295,-25.1454,-311.378,-255.797,-104.993,21.3442,159.283,12.1715,2.11046,-61.7113,-55.5355,-33.2821,
4.025,-343.807,-177.158,-154.754,42.9477,305.911,4.40479,-45.3309,-27.4153,-310.84,-261.648,-104.524,24.679,159.351,11.7012,2.03279,-60.3174,-56.3029,-36.4845,
4.03,-343.234,-178.09,-154.169,41.0196,306.524,5.55494,-45.8292,-29.5267,-310.335,-261.357,-104.075,23.2957,159.45,12.6259,1.98269,-59.588,-57.0594,-38.9087,
4.035,-342.711,-180.161,-153.585,37.2055,307.208,8.37686,-46.3143,-27.8838,-309.862,-257.696,-103.643,21.13,159.582,11.9517,1.95913,-60.4941,-57.8023,-39.4055,
4.04,-342.227,-179.068,-152.996,37.9311,307.946,6.47813,-46.8012,-31.4389,-309.418,-260.513,-103.227,22.7921,159.739,12.4163,1.96515,-59.5855,-58.5316,-41.5401,
4.045,-341.768,-177.437,-152.392,35.185,308.723,7.07971,-47.2865,-32.0371,-309.004,-259.682,-102.822,22.6026,159.923,11.6222,2.00214,-59.9152,-59.2464,-42.9235,
4.05,-341.323,-177.732,-151.766,34.8883,309.521,6.9133,-47.7745,-33.735,-308.616,-260.123,-102.428,23.595,160.127,11.1686,2.06838,-61.3774,-59.9452,-43.3845,
4.055,-340.88,-176.33,-151.111,32.3231,310.323,7.49875,-48.2659,-35.2373,-308.25,-259.546,-102.041,22.1906,160.349,11.4928,2.16494,-60.8787,-60.6286,-46.0298,
4.06,-340.427,-177.4,-150.42,34.3813,311.116,6.46955,-48.7662,-37.1632,-307.901,-259.393,-101.655,21.3176,160.583,12.1328,2.29116,-62.8417,-61.2979,-46.7314,
4.065,-339.955,-176.901,-149.69,32.3753,311.885,7.45843,-49.2715,-36.6334,-307.567,-257.616,-101.272,19.4323,160.831,12.8431,2.4464,-64.8827,-61.9504,-47.8862,
4.07,-311.136,-175.453,-138.854,31.8353,313.731,6.56301,-46.5609,-39.0032,-300.738,-258.491,-96.7211,22.0408,151.799,9.76883,2.13801,-65.1008,-62.646,-49.6735,
4.075,-571.743,-174.366,-241.087,32.8235,337.193,5.33787,-49.0016,-41.6781,-313.669,-255.652,90.4188,15.9386,365.78,12.5641,-164.089,-67.2115,-63.2899,-49.1526,
4.08,-340.287,-173.421,-148.496,30.9121,323.235,6.21014,-47.3973,-42.6702,-368.787,-261.132,-135.398,15.9432,248.656,14.4258,-47.0122,-68.3244,-63.8544,-49.7015,
4.085,-477.733,-170.753,-213.151,28.1937,327.489,6.8251,-46.083,-42.6268,-287.706,-259.719,111.297,15.456,336.846,12.9997,-219.818,-68.3194,-64.3468,-50.1154,
4.09,-368.284,-169.779,-154.763,30.162,331.171,5.13255,-44.9426,-45.5666,-415.445,-260.97,-98.0894,13.3697,271.577,14.3573,-75.1839,-67.729,-64.7707,-50.9531,
4.095,-473.722,-169.126,-215.663,30.3326,328.109,4.45264,-43.9997,-46.8441,-275.005,-261.019,106.607,13.0986,352.095,13.4935,-252.199,-70.5712,-65.1286,-49.7503,
4.1,-370.845,-166.661,-153.401,29.6645,334.328,3.37975,-43.2737,-47.5036,-421.632,-265.226,-89.1463,15.4804,285.347,12.1919,-98.7647,-69.644,-65.4217,-51.6519,
4.105,-508.212,-167.541,-236.319,30.701,329.355,3.3381,-42.7616,-48.2822,-276.586,-266.259,117.102,12.8777,359.977,13.9532,-271.451,-71.6024,-65.655,-50.5982,
4.11,-375.798,-169.735,-154,30.3441,336.373,3.91718,-42.452,-50.4761,-419.788,-265.18,-80.4176,13.4684,293.026,13.0114,-112.622,-71.2226,-65.8284,-51.3063,
4.115,-527.181,-172.332,-248.953,30.4795,330.542,4.42512,-42.3261,-51.2689,-276.737,-266.88,129.288,12.9465,364.749,13.2927,-282.098,-73.3943,-65.9445,-50.8524,
4.12,-379.317,-173.079,-154.17,27.4027,337.89,6.21166,-42.3594,-50.4588,-417.699,-267.186,-70.2753,13.8614,298.181,12.8154,-119.246,-73.0137,-66.0027,-50.9288,
4.125,-538.884,-169.834,-257.894,27.3176,331.631,3.11,-42.5363,-51.9083,-276.593,-267.972,142.571,17.0177,367.908,9.32726,-286.906,-73.8336,-66.0076,-51.1938,
4.13,-381.917,-173.177,-154.092,27.0631,339.135,4.00852,-42.8332,-52.1386,-415.452,-264.926,-59.1265,11.7433,302.145,12.661,-121.397,-75.5757,-65.9588,-49.6588,
4.135,-299.8,-174.28,15.669,26.4403,273.021,3.87186,-38.0412,-53.2856,-336.63,-267.966,-47.265,13.6357,315.992,11.9317,-155.229,-75.0257,-65.0734,-50.5627,
4.14,-276.195,-177.803,-61.9043,24.8151,297.426,5.5681,-76.4163,-51.6044,-363.583,-266.916,-78.9908,12.6112,307.78,11.2618,-138.916,-76.1376,-103.164,-49.1122,
4.145,-460.479,-179.283,-169.52,25.0673,289.817,5.60916,-28.8275,-52.4928,-331.234,-269.757,-71.5704,12.8871,323.853,11.4628,-158.228,-73.7969,-70.679,-50.7035,
4.15,-287.664,-178.069,-41.9677,23.9472,284.67,4.48461,-47.5986,-52.7493,-373.968,-272.011,-47.4472,11.9393,314.313,11.8541,-151.855,-74.9902,-58.7761,-48.9022,
4.155,-393.587,-179.529,-114.268,24.9628,275.551,4.13842,-49.0831,-52.7356,-344.875,-270.003,-69.1472,8.71554,326.673,12.8895,-157.899,-76.7779,-75.6713,-46.7113,
4.16,-284.464,-182.663,-35.7253,24.4484,277.465,4.61619,-50.2953,-53.8447,-487.18,-272.109,133.458,9.19619,320.534,13.0419,-151.205,-78.0399,-59.0449,-47.5666,
4.165,-367.934,-182.088,-98.7862,24.5572,272.477,3.5316,-52.2546,-52.0949,-389.244,-277.185,-31.7716,8.89878,329.177,12.3886,-154.754,-78.373,-64.0587,-48.1017,
4.17,-275.633,-182.467,-30.2559,22.4064,275.219,4.927,-55.7329,-51.7198,-472.684,-277.377,130.173,5.5046,323.832,14.7964,-150.9,-78.453,-57.2444,-49.9275,
4.175,-350.699,-183.627,-87.2035,22.4822,271.725,4.63051,-53.9274,-50.9653,-410.8,-283.757,-18.1769,2.73561,332.499,17.8927,-152.869,-82.9925,-63.2442,-47.5771,
4.18,-267.991,-183.469,-22.9455,22.8902,274.884,3.51774,-58.7398,-50.711,-470.454,-282.783,131.168,3.13154,326.94,16.71,-148.773,-83.2022,-55.9885,-48.9527,
4.185,-341.03,-186.273,-79.4696,22.7486,272.18,4.02938,-56.278,-49.9408,-412.254,-278.8,-14.2015,-0.280756,334.912,18.4018,-150.036,-87.5818,-62.5849,-46.8817,
4.19,-262.583,-186.802,-16.3454,22.3764,275.539,3.25335,-60.6993,-49.6884,-471.054,-281.595,132.237,0.785954,330.134,17.4731,-145.876,-86.0319,-55.0239,-48.9922,
4.195,-335.029,-188.502,-73.9453,22.6593,273.199,2.70549,-57.8911,-51.1625,-414.524,-279.84,-10.3308,0.57836,337.262,17.6513,-146.642,-84.5793,-61.9696,-50.2956,
4.2,-258.846,-189.481,-10.6786,20.9612,276.553,4.69402,-62.008,-50.7002,-472.011,-280.177,132.672,-0.836506,333.249,18.4219,-142.579,-85.1117,-54.2403,-50.5486,
4.205,-330.849,-187.225,-69.6343,20.0648,274.353,3.6813,-58.981,-51.3222,-417.032,-279.74,-6.56574,1.60833,339.586,16.0222,-143.02,-83.327,-61.335,-51.4491,
4.21,-256.271,-186.647,-5.78726,19.6864,277.558,3.70083,-62.8986,-51.1491,-472.944,-277.456,132.477,-0.0286358,336.224,16.9522,-139.144,-83.8062,-53.5723,-51.2743,
4.215,-327.71,-180.839,-66.0994,17.9172,275.374,1.2541,-59.742,-50.8984,-419.595,-277.375,-2.76062,-1.10664,341.774,17.9815,-139.358,-84.1786,-60.6989,-50.6664,
4.22,-254.464,-187.967,-1.48978,20.5512,278.334,3.29291,-63.5378,-55.3995,-473.577,-276.641,131.507,0.316915,338.947,17.3392,-135.727,-81.5848,-53.0358,-52.9889,
4.225,-325.188,-183.792,-63.1007,18.3135,276.092,2.75757,-60.3183,-53.5761,-422.074,-273.832,1.2571,-1.15706,343.709,17.5041,-135.788,-82.9585,-60.1163,-52.0037,
4.23,-253.118,-183.796,2.36864,15.3632,278.751,5.02242,-64.0406,-55.1642,-473.863,-277.425,130.152,-0.129245,341.28,17.8968,-132.434,-80.2481,-52.5841,-53.5088,
4.235,-322.992,-182.371,-60.4749,16.9509,276.407,2.33375,-60.7906,-54.6018,-424.107,-275.147,4.82883,-2.00274,345.218,18.3137,-132.394,-83.0712,-59.4258,-51.8591,
4.24,-251.998,-183.28,5.92646,16.5981,278.743,2.96538,-64.4686,-56.2263,-474.002,-279.733,129.36,-0.365375,343.097,17.2923,-129.332,-81.8706,-52.0914,-54.2493,
4.245,-320.912,-181.679,-58.0829,15.351,276.28,2.72571,-61.2154,-55.7737,-425.49,-280.228,7.65,-0.968902,346.127,17.3229,-129.225,-83.8729,-58.7075,-53.3943,
4.25,-250.927,-183.32,9.28725,15.0061,278.296,2.95338,-64.8709,-57.2189,-473.93,-280.105,129.18,-3.22319,344.256,19.4607,-126.461,-84.5568,-51.6917,-53.373,
4.255,-318.808,-182.731,-55.8061,14.5503,275.72,1.93075,-61.6337,-58.3008,-426.318,-282.485,10.0432,-3.89324,346.272,19.3901,-126.295,-82.874,-58.0669,-54.1674,
4.26,-249.79,-182.328,12.5413,14.3548,277.435,2.10041,-65.2792,-57.2351,-473.435,-279.881,129.123,-6.53932,344.648,20.3282,-123.836,-85.2342,-51.4473,-51.5549,
4.265,-316.593,-182.682,-53.58,13.4364,274.767,1.97791,-62.0619,-55.6597,-426.638,-282.972,12.121,-7.53169,345.542,20.3075,-123.6,-83.0162,-57.5531,-52.3212,
4.27,-248.526,-181.526,15.741,14.0396,276.221,0.576219,-65.6978,-57.3767,-472.447,-280.829,129.037,-8.88216,344.221,20.5279,-121.449,-84.6429,-51.3794,-51.5516,
4.275,-314.231,-182.915,-51.3432,12.8005,273.49,1.34793,-62.5116,-58.676,-426.519,-280.842,13.8958,-9.37899,343.86,20.7535,-121.105,-84.247,-57.188,-51.1289,
4.28,-247.115,-182.65,18.9223,11.2046,274.729,2.75211,-66.1477,-59.0189,-470.965,-282.121,128.861,-10.0284,343.003,21.0127,-119.27,-84.3576,-51.4963,-51.6197,
4.285,-311.724,-181.657,-49.0634,12.1343,271.97,-0.247158,-62.9949,-59.6829,-425.934,-285.646,15.4,-10.2366,341.354,22.0523,-118.788,-84.6447,-56.9831,-51.667,
