mtu,synergy1,synergy2,synergy3,synergy4,
addbrev_r,0.057237,0,0.00694976,0.00500132,
addlong_r,0.057237,0,0.00694976,0.00500132,
addmagDist_r,0.057237,0,0.00694976,0.00500132,
addmagIsch_r,0.057237,0,0.00694976,0.00500132,
addmagMid_r,0.057237,0,0.00694976,0.00500132,
addmagProx_r,0.057237,0,0.00694976,0.00500132,
bflh_r,0.53119,1.01313e-16,0.669163,0.476083,
bfsh_r,0.53119,1.72772e-16,0.669163,0.476083,
edl_r,0.221533,0.101654,0.647447,0.870614,
ehl_r,0.0307089,0.359909,0.833715,0.17792,
fdl_r,0.828776,0.595792,0.847728,0.833334,
fhl_r,0.131309,0.597185,0.164235,0.867006,
gaslat_r,0.074978,1.15055e-27,1,1,
gasmed_r,0.074978,7.46e-26,1,1,
glmax1_r,0.782621,0.868474,1,0.0215216,
glmax2_r,0.782551,0.845251,1,0.0446156,
glmax3_r,0.782564,0.850418,1,0.0394777,
glmed1_r,0.782542,0.843183,1,0.0466716,
glmed2_r,0.782665,0.881816,1,0.00825283,
glmed3_r,0.782638,0.873985,1,0.0160411,
glmin1_r,0.782647,0.875858,1,0.0141778,
glmin2_r,0.782576,0.853111,1,0.0367998,
glmin3_r,0.782506,0.831518,1,0.0582691,
grac_r,0.057237,0,0.00694976,0.00500132,
iliacus_r,0.0771699,1,0,1,
perbrev_r,0.841958,0.0659668,0.48329,0.566862,
perlong_r,0.472239,0.312683,0.132774,0.637594,
piri_r,0.242733,0.732679,0.617347,0.881495,
psoas_r,0.0670536,1,0,1,
recfem_r,6.29321e-08,0.244145,0,1,
sart_r,0.0678466,1,0,1,
semimem_r,0.53119,8.62536e-17,0.669163,0.476083,
semiten_r,0.53119,2.07037e-16,0.669163,0.476083,
soleus_r,0.074978,2.91017e-27,1,1,
tfl_r,0.0623025,1,0,1,
tibant_r,0.44754,0.022226,0.0602351,0.630121,
tibpost_r,0.760087,0.0170675,0.562141,0.348111,
vasint_r,0,0.21043,0.302322,2.8026e-45,
vaslat_r,0,0.21043,0.302322,2.8026e-45,
vasmed_r,0,0.21043,0.302322,2.8026e-45,
addbrev_l,0.604042,1.4013e-45,0.213153,2.8026e-45,
addlong_l,0.604042,1.4013e-45,0.213153,2.8026e-45,
addmagDist_l,0.604042,1.4013e-45,0.213153,2.8026e-45,
addmagIsch_l,0.604042,1.4013e-45,0.213153,2.8026e-45,
addmagMid_l,0.604042,1.4013e-45,0.213153,2.8026e-45,
addmagProx_l,0.604042,1.4013e-45,0.213153,2.8026e-45,
bflh_l,0.000136487,1.61895e-09,0.000238195,0.00013085,
bfsh_l,0.000136487,5.19505e-09,0.000238195,0.000130846,
edl_l,0.341337,0.701101,0.205048,0.401838,
ehl_l,0.0721655,0.826212,0.515592,0.33566,
fdl_l,0.521233,0.61527,0.493548,0.556979,
fhl_l,0.329639,0.478895,0.244913,0.186162,
gaslat_l,0.990779,3.44512e-10,1,0.799337,
gasmed_l,0.990779,4.06092e-11,1,0.799337,
glmax1_l,1,9.80429e-26,0.941382,0.96423,
glmax2_l,1,6.44906e-24,0.941382,0.96423,
glmax3_l,1,2.12656e-27,0.941382,0.96423,
glmed1_l,1,1.96494e-27,0.941382,0.96423,
glmed2_l,1,1.14881e-25,0.941382,0.96423,
glmed3_l,1,7.15896e-24,0.941382,0.96423,
glmin1_l,1,7.90066e-24,0.941382,0.96423,
glmin2_l,1,5.71654e-26,0.941382,0.96423,
glmin3_l,1,3.46369e-26,0.941382,0.96423,
grac_l,0.604042,1.4013e-45,0.213153,2.8026e-45,
iliacus_l,0.16795,0,1,1.4013e-45,
perbrev_l,0.471417,0.281954,0.0717539,0.073858,
perlong_l,0.0401772,0.354609,0.521399,0.364815,
piri_l,0.695211,0.589451,0.510088,0.252313,
psoas_l,0.16795,0,1,1.4013e-45,
recfem_l,0.16795,0,1,1.4013e-45,
sart_l,0.16795,0,1,1.4013e-45,
semimem_l,0.000136487,1.09992e-08,0.000238195,0.00013084,
semiten_l,0.000136487,4.9388e-08,0.000238195,0.000130801,
soleus_l,0.990779,3.33364e-10,1,0.799337,
tfl_l,0.16795,0,1,1.4013e-45,
tibant_l,0.223992,0.825869,0.782854,0.251804,
tibpost_l,0.616648,0.0594922,0.0730128,0.446885,
vasint_l,0.482359,4.55815e-22,0.431046,0.501808,
vaslat_l,0.482359,1.24159e-22,0.431046,0.501808,
vasmed_l,0.482359,4.30666e-22,0.431046,0.501808,
