iteration,loss,learning rate,
314,275108,0.02,
315,274438,0.02,
316,273767,0.02,
317,273098,0.02,
318,272430,0.02,
319,271766,0.02,
320,271102,0.02,
321,270441,0.02,
322,269780,0.02,
323,269121,0.02,
324,268463,0.02,
325,267807,0.02,
326,267153,0.02,
327,266500,0.02,
328,265847,0.02,
329,265197,0.02,
330,264549,0.02,
331,263902,0.02,
332,263257,0.02,
333,262612,0.02,
334,261969,0.02,
335,261328,0.02,
336,260688,0.02,
337,260049,0.02,
338,259412,0.02,
339,258777,0.02,
340,258143,0.02,
341,257510,0.02,
342,256879,0.02,
343,256250,0.02,
344,255621,0.02,
345,254994,0.02,
346,254372,0.02,
347,253746,0.02,
348,253123,0.02,
349,252502,0.02,
350,251882,0.02,
351,251267,0.02,
352,250650,0.02,
353,250036,0.02,
354,249423,0.02,
355,248810,0.02,
356,248198,0.02,
357,247589,0.02,
358,246981,0.02,
359,246375,0.02,
360,245770,0.02,
361,245167,0.02,
362,244564,0.02,
363,243964,0.02,
364,243363,0.02,
365,242765,0.02,
366,242168,0.02,
367,241572,0.02,
368,240978,0.02,
369,240385,0.02,
370,239794,0.02,
371,239203,0.02,
372,238614,0.02,
373,238027,0.02,
374,237442,0.02,
375,236858,0.02,
376,236276,0.02,
377,235695,0.02,
378,235112,0.02,
379,234534,0.02,
380,233958,0.02,
381,233381,0.02,
382,232808,0.02,
383,232234,0.02,
384,231663,0.02,
385,231092,0.02,
386,230523,0.02,
387,229954,0.02,
388,229388,0.02,
389,228824,0.02,
390,228259,0.02,
391,227695,0.02,
392,227134,0.02,
393,226573,0.02,
394,226013,0.02,
395,225455,0.02,
396,224899,0.02,
397,224344,0.02,
398,223790,0.02,
399,223237,0.02,
400,222685,0.02,
401,222137,0.02,
402,221588,0.02,
403,221040,0.02,
404,220494,0.02,
405,219950,0.02,
406,219407,0.02,
407,218865,0.02,
408,218326,0.02,
409,217785,0.02,
410,217246,0.02,
411,216709,0.02,
412,216175,0.02,
413,215640,0.02,
414,215108,0.02,
415,214576,0.02,
416,214046,0.02,
417,213516,0.02,
418,212988,0.02,
419,212461,0.02,
420,211936,0.02,
421,211412,0.02,
422,210888,0.02,
423,210366,0.02,
424,209845,0.02,
425,209325,0.02,
426,208808,0.02,
427,208291,0.02,
428,207776,0.02,
429,207262,0.02,
430,206750,0.02,
431,206237,0.02,
432,205728,0.02,
433,205219,0.02,
434,204709,0.02,
435,204203,0.02,
436,203699,0.02,
437,203194,0.02,
438,202691,0.02,
439,202191,0.02,
440,201688,0.02,
441,201190,0.02,
442,200690,0.02,
443,200193,0.02,
444,199698,0.02,
445,199204,0.02,
446,198710,0.02,
447,198217,0.02,
448,197726,0.02,
449,197238,0.02,
450,196749,0.02,
451,196261,0.02,
452,195782,0.02,
453,195305,0.02,
454,194818,0.02,
455,194334,0.02,
456,193851,0.02,
457,193369,0.02,
458,192890,0.02,
459,192412,0.02,
460,191934,0.02,
461,191458,0.02,
462,190983,0.02,
463,190509,0.02,
464,190037,0.02,
465,189565,0.02,
466,189097,0.02,
467,188626,0.02,
468,188159,0.02,
469,187691,0.02,
470,187227,0.02,
471,186761,0.02,
472,186297,0.02,
473,185835,0.02,
474,185374,0.02,
475,184915,0.02,
476,184456,0.02,
477,184001,0.02,
478,183543,0.02,
479,183089,0.02,
480,182635,0.02,
481,182183,0.02,
482,181730,0.02,
483,181280,0.02,
484,180830,0.02,
485,180381,0.02,
486,179934,0.02,
487,179489,0.02,
488,179044,0.02,
489,178600,0.02,
490,178156,0.02,
491,177714,0.02,
492,177274,0.02,
493,176834,0.02,
494,176395,0.02,
495,175958,0.02,
496,175521,0.02,
497,175085,0.02,
498,174651,0.02,
499,174217,0.02,
500,173786,0.02,
501,173358,0.02,
502,172925,0.02,
503,172498,0.02,
504,172070,0.02,
505,171643,0.02,
506,171220,0.02,
507,170797,0.02,
508,170372,0.02,
509,169951,0.02,
510,169530,0.02,
511,169110,0.02,
512,168692,0.02,
513,168274,0.02,
514,167857,0.02,
515,167441,0.02,
516,167027,0.02,
517,166612,0.02,
518,166200,0.02,
519,165789,0.02,
520,165379,0.02,
521,164968,0.02,
522,164559,0.02,
523,164151,0.02,
524,163744,0.02,
525,163337,0.02,
526,162933,0.02,
527,162529,0.02,
528,162126,0.02,
529,161726,0.02,
530,161326,0.02,
531,160927,0.02,
532,160530,0.02,
533,160131,0.02,
534,159735,0.02,
535,159340,0.02,
536,158947,0.02,
537,158556,0.02,
538,158164,0.02,
539,157771,0.02,
540,157381,0.02,
541,156999,0.02,
542,156605,0.02,
543,156218,0.02,
544,155833,0.02,
545,155448,0.02,
546,155062,0.02,
547,154679,0.02,
548,154296,0.02,
549,153915,0.02,
550,153535,0.02,
551,153156,0.02,
552,152777,0.02,
553,152400,0.02,
554,152022,0.02,
555,151648,0.02,
556,151273,0.02,
557,150900,0.02,
558,150528,0.02,
559,150157,0.02,
560,149785,0.02,
561,149416,0.02,
562,149047,0.02,
563,148683,0.02,
564,148315,0.02,
565,147949,0.02,
566,147585,0.02,
567,147222,0.02,
568,146859,0.02,
569,146498,0.02,
570,146137,0.02,
571,145777,0.02,
572,145418,0.02,
573,145061,0.02,
574,144704,0.02,
575,144347,0.02,
576,143991,0.02,
577,143637,0.02,
578,143283,0.02,
579,142930,0.02,
580,142578,0.02,
581,142228,0.02,
582,141878,0.02,
583,141529,0.02,
584,141181,0.02,
585,140834,0.02,
586,140488,0.02,
587,140142,0.02,
588,139798,0.02,
589,139454,0.02,
590,139113,0.02,
591,138785,0.02,
592,138441,0.02,
593,138101,0.02,
594,137764,0.02,
595,137425,0.02,
596,137087,0.02,
597,136750,0.02,
598,136414,0.02,
599,136081,0.02,
600,135746,0.02,
601,135415,0.02,
602,135084,0.02,
603,134753,0.02,
604,134424,0.02,
605,134095,0.02,
606,133768,0.02,
607,133441,0.02,
608,133114,0.02,
609,132786,0.02,
610,132463,0.02,
611,132138,0.02,
612,131814,0.02,
613,131492,0.02,
614,131172,0.02,
615,130851,0.02,
616,130532,0.02,
617,130213,0.02,
618,129894,0.02,
619,129577,0.02,
620,129261,0.02,
621,128945,0.02,
622,128634,0.02,
623,128319,0.02,
624,128007,0.02,
625,127696,0.02,
626,127383,0.02,
627,127073,0.02,
628,126766,0.02,
629,126459,0.02,
630,126151,0.02,
631,125845,0.02,
632,125539,0.02,
633,125235,0.02,
634,124931,0.02,
635,124629,0.02,
636,124327,0.02,
637,124029,0.02,
638,123727,0.02,
639,123427,0.02,
640,123127,0.02,
641,122829,0.02,
642,122531,0.02,
643,122234,0.02,
644,121940,0.02,
645,121644,0.02,
646,121350,0.02,
647,121057,0.02,
648,120762,0.02,
649,120471,0.02,
650,120180,0.02,
651,119889,0.02,
652,119600,0.02,
653,119311,0.02,
654,119022,0.02,
655,118735,0.02,
656,118451,0.02,
657,118163,0.02,
658,117877,0.02,
659,117593,0.02,
660,117310,0.02,
661,117028,0.02,
662,116751,0.02,
663,116469,0.02,
664,116189,0.02,
665,115911,0.02,
666,115635,0.02,
667,115355,0.02,
668,115081,0.02,
669,114805,0.02,
670,114529,0.02,
671,114253,0.02,
672,113980,0.02,
673,113706,0.02,
674,113425,0.02,
675,113154,0.02,
676,112891,0.02,
677,112622,0.02,
678,112352,0.02,
679,112083,0.02,
680,111814,0.02,
681,111547,0.02,
682,111280,0.02,
683,111015,0.02,
684,110750,0.02,
685,110485,0.02,
686,110224,0.02,
687,109964,0.02,
688,109699,0.02,
689,109440,0.02,
690,109180,0.02,
691,108920,0.02,
692,108662,0.02,
693,108404,0.02,
694,108149,0.02,
695,107893,0.02,
696,107637,0.02,
697,107382,0.02,
698,107130,0.02,
699,106875,0.02,
700,106621,0.02,
701,106369,0.02,
702,106118,0.02,
703,105870,0.02,
704,105619,0.02,
705,105371,0.02,
706,105122,0.02,
707,104875,0.02,
708,104627,0.02,
709,104380,0.02,
710,104133,0.02,
711,103888,0.02,
712,103644,0.02,
713,103403,0.02,
714,103158,0.02,
715,102916,0.02,
716,102677,0.02,
717,102436,0.02,
718,102199,0.02,
719,101957,0.02,
720,101716,0.02,
721,101480,0.02,
722,101243,0.02,
723,101008,0.02,
724,100774,0.02,
725,100539,0.02,
726,100304,0.02,
727,100070,0.02,
728,99836.4,0.02,
729,99603,0.02,
730,99370.2,0.02,
731,99138.1,0.02,
732,98906.7,0.02,
733,98676.2,0.02,
734,98446.3,0.02,
735,98218.4,0.02,
736,97992.6,0.02,
737,97766.3,0.02,
738,97537.5,0.02,
739,97320.7,0.02,
740,97095.4,0.02,
741,96867.2,0.02,
742,96642.1,0.02,
743,96418.3,0.02,
744,96196.6,0.02,
745,95973.4,0.02,
746,95751.6,0.02,
747,95531.2,0.02,
748,95312,0.02,
749,95095.6,0.02,
750,94873.7,0.02,
751,94655.9,0.02,
752,94438.4,0.02,
753,94221.4,0.02,
754,94006,0.02,
755,93790.6,0.02,
756,93574.4,0.02,
757,93360.4,0.02,
758,93147.2,0.02,
759,92938.5,0.02,
760,92722.7,0.02,
761,92513,0.02,
762,92299.5,0.02,
763,92088.3,0.02,
764,91878.2,0.02,
765,91670.1,0.02,
766,91460,0.02,
767,91253.6,0.02,
768,91044.4,0.02,
769,90837.7,0.02,
770,90632,0.02,
771,90427.9,0.02,
772,90224.3,0.02,
773,90019.2,0.02,
774,89816.2,0.02,
775,89613.2,0.02,
776,89410.7,0.02,
777,89209,0.02,
778,89009.2,0.02,
779,88808.5,0.02,
780,88611.7,0.02,
781,88409.2,0.02,
782,88210.3,0.02,
783,88012.5,0.02,
784,87815,0.02,
785,87618.5,0.02,
786,87421.8,0.02,
787,87225.4,0.02,
788,87030.3,0.02,
789,86836.3,0.02,
790,86641.9,0.02,
791,86448.2,0.02,
792,86255.3,0.02,
793,86063.8,0.02,
794,85873.3,0.02,
795,85682,0.02,
796,85491.1,0.02,
797,85301.2,0.02,
798,85111.8,0.02,
799,84921.5,0.02,
800,84733,0.02,
801,84544.4,0.02,
802,84357,0.02,
803,84170.5,0.02,
804,83984.6,0.02,
805,83800.6,0.02,
806,83615.2,0.02,
807,83430,0.02,
808,83246.9,0.02,
809,83063.4,0.02,
810,82881.1,0.02,
811,82702.4,0.02,
812,82516.9,0.02,
813,82337.9,0.02,
814,82157.2,0.02,
815,81977.1,0.02,
816,81799.1,0.02,
817,81622,0.02,
818,81441.8,0.02,
819,81264.7,0.02,
820,81088.8,0.02,
821,80911.4,0.02,
822,80734.8,0.02,
823,80561.8,0.02,
824,80387.3,0.02,
825,80211.6,0.02,
826,80037.5,0.02,
827,79864.6,0.02,
828,79694.1,0.02,
829,79520.5,0.02,
830,79349,0.02,
831,79178,0.02,
832,79009,0.02,
833,78839.5,0.02,
834,78670.1,0.02,
835,78502,0.02,
836,78332.1,0.02,
837,78163.9,0.02,
838,77996.7,0.02,
839,77829.8,0.02,
840,77663.1,0.02,
841,77497.5,0.02,
842,77336.2,0.02,
843,77170.4,0.02,
844,77009.4,0.02,
845,76843.4,0.02,
846,76680.3,0.02,
847,76515.9,0.02,
848,76354.3,0.02,
849,76193.5,0.02,
850,76033.2,0.02,
851,75873.6,0.02,
852,75714.8,0.02,
853,75556.1,0.02,
854,75397.9,0.02,
855,75239.4,0.02,
856,75081.8,0.02,
857,74924.6,0.02,
858,74767.1,0.02,
859,74610.9,0.02,
860,74454.2,0.02,
861,74298.8,0.02,
862,74143.6,0.02,
863,73988.6,0.02,
864,73833.9,0.02,
865,73680.3,0.02,
866,73526.3,0.02,
867,73372.6,0.02,
868,73219,0.02,
869,73066,0.02,
870,72914.3,0.02,
871,72765.3,0.02,
872,72615,0.02,
873,72468.7,0.02,
874,72315.6,0.02,
875,72167.7,0.02,
876,72018.7,0.02,
877,71871.5,0.02,
878,71724.9,0.02,
879,71580.2,0.02,
880,71431.7,0.02,
881,71286.2,0.02,
882,71142.9,0.02,
883,70997.9,0.02,
884,70853.9,0.02,
885,70709.3,0.02,
886,70566.9,0.02,
887,70423.7,0.02,
888,70281.3,0.02,
889,70139.2,0.02,
890,69996.9,0.02,
891,69855.2,0.02,
892,69713.5,0.02,
893,69572.5,0.02,
894,69432,0.02,
895,69291.9,0.02,
896,69152.5,0.02,
897,69013.5,0.02,
898,68875.6,0.02,
899,68737.4,0.02,
900,68600.6,0.02,
901,68463,0.02,
902,68326.5,0.02,
903,68190,0.02,
904,68058.5,0.02,
905,67921.6,0.02,
906,67785.6,0.02,
907,67651.7,0.02,
908,67518.5,0.02,
909,67385.8,0.02,
910,67253.7,0.02,
911,67121.9,0.02,
912,66990.2,0.02,
913,66858.7,0.02,
914,66727.4,0.02,
915,66597.1,0.02,
916,66466.3,0.02,
917,66337.4,0.02,
918,66206.2,0.02,
919,66078.8,0.02,
920,65948.8,0.02,
921,65820.3,0.02,
922,65691.8,0.02,
923,65563.3,0.02,
924,65437,0.02,
925,65311.2,0.02,
926,65183.8,0.02,
927,65057.1,0.02,
928,64932.7,0.02,
929,64807.8,0.02,
930,64680.9,0.02,
931,64557.7,0.02,
932,64436,0.02,
933,64311.7,0.02,
934,64189.2,0.02,
935,64066.9,0.02,
936,63945.4,0.02,
937,63825,0.02,
938,63704.5,0.02,
939,63584.2,0.02,
940,63466.5,0.02,
941,63347.3,0.02,
942,63227.9,0.02,
943,63108.4,0.02,
944,62988.6,0.02,
945,62870.3,0.02,
946,62752.3,0.02,
947,62634.8,0.02,
948,62517.8,0.02,
949,62400.6,0.02,
950,62283.8,0.02,
951,62167.3,0.02,
952,62051.6,0.02,
953,61935.4,0.02,
954,61820.1,0.02,
955,61706.6,0.02,
956,61593.9,0.02,
957,61480.3,0.02,
958,61366,0.02,
959,61253.3,0.02,
960,61140.9,0.02,
961,61030.1,0.02,
962,60918.8,0.02,
963,60806.5,0.02,
964,60696.6,0.02,
965,60587.1,0.02,
966,60475.8,0.02,
967,60367.8,0.02,
968,60256.8,0.02,
969,60148.1,0.02,
970,60039.7,0.02,
971,59932.8,0.02,
972,59824.1,0.02,
973,59715.4,0.02,
974,59612.7,0.02,
975,59503.4,0.02,
976,59397.1,0.02,
977,59293.8,0.02,
978,59183.9,0.02,
979,59078.9,0.02,
980,58972.9,0.02,
981,58869.3,0.02,
982,58763.5,0.02,
983,58659.9,0.02,
984,58553.3,0.02,
985,58450.3,0.02,
986,58349.5,0.02,
987,58247.5,0.02,
988,58146.3,0.02,
989,58042.4,0.02,
990,57941.2,0.02,
991,57840,0.02,
992,57739.8,0.02,
993,57640.6,0.02,
994,57543.6,0.02,
995,57441,0.02,
996,57342.3,0.02,
997,57244.1,0.02,
998,57147.2,0.02,
999,57048.8,0.02,
1000,56950.3,0.02,
