time,synergy1,synergy2,synergy3,synergy4,
3.6,1.4013e-45,0,0.387003,0,
3.605,1.4013e-45,0,0.387003,0,
3.61,1.4013e-45,0,0.387003,0,
3.615,1.4013e-45,0,0.387003,0,
3.62,1.4013e-45,0,0.387003,0,
3.625,1.4013e-45,0,0.387003,0,
3.63,1.4013e-45,0,0.387003,0,
3.635,1.4013e-45,0,0.387003,0,
3.64,1.4013e-45,0,0.387003,0,
3.645,1.4013e-45,0,0.387003,0,
3.65,1.4013e-45,0,0.387003,0,
3.655,1.4013e-45,0,0.387003,0,
3.66,1.4013e-45,0,0.387003,0,
3.665,1.4013e-45,0,0.387003,0,
3.67,1.4013e-45,0,0.387003,0,
3.675,1.4013e-45,0,0.387003,0,
3.68,1.4013e-45,0,0.387003,0,
3.685,1.4013e-45,0,0.387003,0,
3.69,1.4013e-45,0,0.387003,0,
3.695,1.4013e-45,0,0.387003,0,
3.7,1.4013e-45,0,0.387003,0,
3.705,1.4013e-45,0,0.387003,0,
3.71,1.4013e-45,0,0.387003,0,
3.715,1.4013e-45,0,0.387003,0,
3.72,1.4013e-45,0,0.387003,0,
3.725,1.4013e-45,0,0.387003,0,
3.73,1.4013e-45,0,0.387003,0,
3.735,1.4013e-45,0,0.387003,0,
3.74,1.4013e-45,0,0.387003,0,
3.745,1.4013e-45,0,0.387003,0,
3.75,1.4013e-45,0,0.387003,0,
3.755,1.4013e-45,0,0.387003,0,
3.76,1.4013e-45,0,0.387003,0,
3.765,1.4013e-45,0,0.387003,0,
3.77,1.4013e-45,0,0.387003,0,
3.775,1.4013e-45,0,0.387003,0,
3.78,1.4013e-45,0,0.387003,0,
3.785,1.4013e-45,0,0.387003,0,
3.79,1.4013e-45,0,0.387003,0,
3.795,1.4013e-45,0,0.387003,0,
3.8,1.4013e-45,0,0.387003,0,
3.805,1.4013e-45,0,0.387003,0,
3.81,1.4013e-45,0,0.387003,0,
3.815,1.4013e-45,0,0.387003,0,
3.82,1.4013e-45,0,0.387003,0,
3.825,1.4013e-45,0,0.387003,0,
3.83,1.4013e-45,0,0.387003,0,
3.835,1.4013e-45,0,0.387003,0,
3.84,1.4013e-45,0,0.387003,0,
3.845,1.4013e-45,0,0.387003,0,
3.85,1.4013e-45,0,0.387003,0,
3.855,1.4013e-45,0,0.387003,0,
3.86,1.4013e-45,0,0.387003,0,
3.865,1.4013e-45,0,0.387003,0,
3.87,1.4013e-45,0,0.387003,0,
3.875,1.4013e-45,0,0.387003,0,
3.88,1.4013e-45,0,0.387003,0,
3.885,1.4013e-45,0,0.387003,0,
3.89,1.4013e-45,0,0.387003,0,
3.895,1.4013e-45,0,0.387003,0,
3.9,1.4013e-45,0,0.387003,0,
3.905,1.4013e-45,0,0.387003,0,
3.91,1.4013e-45,0,0.387003,0,
3.915,1.4013e-45,0,0.387003,0,
3.92,1.4013e-45,0,0.387003,0,
3.925,1.4013e-45,0,0.387003,0,
3.93,1.4013e-45,0,0.387003,0,
3.935,1.4013e-45,0,0.387003,0,
3.94,1.4013e-45,0,0.387003,0,
3.945,1.4013e-45,0,0.387003,0,
3.95,1.4013e-45,0,0.387003,0,
3.955,1.4013e-45,0,0.387003,0,
3.96,1.4013e-45,0,0.387003,0,
3.965,1.4013e-45,0,0.387003,0,
3.97,1.4013e-45,0,0.387003,0,
3.975,1.4013e-45,0,0.387003,0,
3.98,1.4013e-45,0,0.387003,0,
3.985,1.4013e-45,0,0.387003,0,
3.99,1.4013e-45,0,0.387003,0,
3.995,1.4013e-45,0,0.387003,0,
4,1.4013e-45,0,0.387003,0,
4.005,1.4013e-45,0,0.387003,0,
4.01,1.4013e-45,0,0.387003,0,
4.015,1.4013e-45,0,0.387003,0,
4.02,1.4013e-45,0,0.387003,0,
4.025,1.4013e-45,0,0.387003,0,
4.03,1.4013e-45,0,0.387003,0,
4.035,1.4013e-45,0,0.387003,0,
4.04,1.4013e-45,0,0.387003,0,
4.045,1.4013e-45,0,0.387003,0,
4.05,1.4013e-45,0,0.387003,0,
4.055,1.4013e-45,0,0.387003,0,
4.06,1.4013e-45,0,0.387003,0,
4.065,1.4013e-45,0,0.387003,0,
4.07,1.4013e-45,0,1,0,
4.075,1.4013e-45,0,1,0,
4.08,1.4013e-45,0,1,0,
4.085,1.4013e-45,0,1,0,
4.09,1.4013e-45,0,1,0,
4.095,1.4013e-45,0,1,0,
4.1,1.4013e-45,0,1,0,
4.105,1.4013e-45,0,1,0,
4.11,1.4013e-45,0,1,0,
4.115,1.4013e-45,0,1,0,
4.12,1.4013e-45,0,1,0,
4.125,1.4013e-45,0,1,0,
4.13,1.4013e-45,0,1,0,
4.135,1.2135e-14,1,3.9044e-25,1,
4.14,0.764359,0.000291928,0.0939953,0.00381673,
4.145,1,3.17348e-24,0.00150006,0.000694796,
4.15,0.692544,0.000498101,0.10613,0.00349006,
4.155,0.969724,5.46908e-07,0.00109155,0.000709668,
4.16,0.969724,5.46908e-07,0.00109155,0.000709668,
4.165,0.969724,5.46908e-07,0.00109155,0.000709668,
4.17,0.969724,5.46904e-07,0.00109155,0.000709668,
4.175,0.969724,5.46908e-07,0.00109155,0.000709668,
4.18,0.969724,5.46908e-07,0.00109155,0.000709668,
4.185,0.969724,5.46909e-07,0.00109155,0.000709668,
4.19,0.969724,5.46909e-07,0.00109155,0.000709668,
4.195,0.969724,5.46908e-07,0.00109155,0.000709668,
4.2,0.969724,5.46908e-07,0.00109155,0.000709668,
4.205,0.969724,5.46908e-07,0.00109155,0.000709668,
4.21,0.969724,5.46908e-07,0.00109155,0.000709668,
4.215,0.969724,5.46908e-07,0.00109155,0.000709668,
4.22,0.969724,5.46908e-07,0.00109155,0.000709668,
4.225,0.969724,5.46909e-07,0.00109155,0.000709668,
4.23,0.969724,5.46908e-07,0.00109155,0.000709668,
4.235,0.969724,5.46908e-07,0.00109155,0.000709668,
4.24,0.969724,5.46908e-07,0.00109155,0.000709668,
4.245,0.969724,5.46908e-07,0.00109155,0.000709668,
4.25,0.969724,5.46908e-07,0.00109155,0.000709668,
4.255,0.969724,5.46909e-07,0.00109155,0.000709668,
4.26,0.969724,5.46908e-07,0.00109155,0.000709668,
4.265,0.969724,5.46909e-07,0.00109155,0.000709668,
4.27,0.969724,5.46908e-07,0.00109155,0.000709668,
4.275,0.969724,5.46906e-07,0.00109155,0.000709668,
4.28,0.969724,5.46908e-07,0.00109155,0.000709668,
4.285,0.969724,5.46909e-07,0.00109155,0.000709668,
4.29,0.969724,5.46908e-07,0.00109155,0.000709668,
4.295,0.969724,5.46908e-07,0.00109155,0.000709668,
4.3,0.969724,5.46908e-07,0.00109155,0.000709668,
4.305,0.969724,5.46908e-07,0.00109155,0.000709668,
4.31,0.969724,5.46909e-07,0.00109155,0.000709668,
4.315,0.969724,5.46909e-07,0.00109155,0.000709668,
4.32,0.969724,5.46908e-07,0.00109155,0.000709668,
4.325,0.969724,5.46908e-07,0.00109155,0.000709668,
4.33,0.969724,5.46908e-07,0.00109155,0.000709668,
4.335,0.969724,5.46908e-07,0.00109155,0.000709668,
4.34,0.969724,5.46909e-07,0.00109155,0.000709668,
4.345,0.969724,5.46909e-07,0.00109155,0.000709668,
4.35,0.969724,5.46908e-07,0.00109155,0.000709668,
4.355,0.969724,5.46907e-07,0.00109155,0.000709668,
4.36,0.969724,5.46909e-07,0.00109155,0.000709668,
