name,body,location
knee_l_lat,femur_l,[-0.00000000000000001 -0.3915679248473432  -0.04519926215733393]
femur_l_center,femur_l,[0. 0. 0.]
patella_l_in_femur_l,femur_l,[ 0.04823900865585993 -0.41504134484357036 -0.00378004669556878]
knee_l_center_in_femur_l,femur_l,[-0.00000469630652607 -0.3931628145075424   0.00064398213374485]
gr_troch_as_l,femur_l,[ 0.01230737299080906 -0.0145500351345481  -0.05632809215536761]
gr_troch_lat_l,femur_l,[ 0.0033011610673985  -0.02562648214084828 -0.06764009988355227]
femur_l_midshaft_anter,femur_l,[ 0.03229003623898474 -0.2016701765489628  -0.00984001811657164]
femur_l_midshaft_poster,femur_l,[ 0.0048400548289326  -0.1968376089842728  -0.01681753803445322]
ls_troch_l,femur_l,[-0.01899197609645749 -0.05176972011955672 -0.01292705169689253]
femur_l_poster_diaph_25,femur_l,[-0.00466131951158014 -0.09396995929265797 -0.03473561486008859]
femur_l_poster_diaph_75,femur_l,[ 0.00575737510735913 -0.29843841461346526 -0.01361707789222771]
femur_l_anter_diaph_25,femur_l,[ 0.02328833476030018 -0.10379350151959152 -0.01925171609039942]
gr_troch_ps_l,femur_l,[-0.00137403932190301 -0.00113166494416981 -0.05606849285030407]
femur_l_anter_diaph_75,femur_l,[ 0.03319329775322036 -0.30755176711258897 -0.00299851772040084]
knee_r_med,femur_r,[ 0.00000000000000001 -0.38928573281787965 -0.04486099730599838]
knee_r_lat,femur_r,[ 0.                  -0.4012585913912724   0.04486099730599866]
femur_r_center,femur_r,[0. 0. 0.]
patella_r_in_femur_r,femur_r,[ 0.05118139901344514 -0.42098479066488337  0.00497116640548242]
knee_r_center_in_femur_r,femur_r,[-0.00000722862734117 -0.3951498022576483  -0.00062986267502991]
gr_troch_as_r,femur_r,[ 0.01393423378804311 -0.01671425017087341  0.04957863290690204]
gr_troch_lat_r,femur_r,[ 0.00306382689884647 -0.03302097247669491  0.06682365953671111]
femur_r_midshaft_anter,femur_r,[ 0.03397825094730116 -0.20332664018991894  0.00935396983581167]
femur_r_midshaft_poster,femur_r,[ 0.00656612765051246 -0.19885927427625322  0.01615081822784666]
ls_troch_r,femur_r,[-0.01670010329057601 -0.05493899124765232  0.00917388538264664]
femur_r_poster_diaph_25,femur_r,[-0.00761485769354598 -0.09575494050477815  0.03539523498619053]
femur_r_poster_diaph_75,femur_r,[ 0.00487212185450027 -0.3039239340604485   0.01127747367597129]
femur_r_anter_diaph_25,femur_r,[ 0.01897333669386308 -0.10460503858310383  0.01558609175002282]
gr_troch_ps_r,femur_r,[-0.00224560995229367 -0.00567951188542858  0.05711446040139647]
femur_r_anter_diaph_75,femur_r,[ 0.03295023793652511 -0.3126593671314978  -0.00232535807143468]
patella_l,patella_l,[0. 0. 0.]
patella_sup_l,patella_l,[0.00042600690239791 0.0429938079164296  0.00653078813470002]
patella_lat_l,patella_l,[ 0.00130823066288097  0.02714014721882978 -0.02003264170490939]
patella_med_l,patella_l,[0.00134037338416912 0.02704367810498439 0.03090548963581776]
patella_l_anter,patella_l,[0.01362887192883054 0.02426794166906342 0.00620629433022302]
patella_r,patella_r,[0. 0. 0.]
patella_sup_r,patella_r,[ 0.00325924665771268  0.04261663873462169 -0.00775855564830308]
patella_lat_r,patella_r,[0.00205796680882352 0.02569582623378875 0.01862840018808208]
patella_med_r,patella_r,[ 0.00207552239577319  0.02564317183438254 -0.03097173489157351]
patella_r_anter,patella_r,[ 0.01184010641396854  0.02143279024565573 -0.00806088141327639]
tibia_l_med,tibia_l,[-0.00000000973546518 -0.03427520101568669  0.04006810544522601]
tibia_l_lat,tibia_l,[-0.00000001012289938 -0.03439504729255316 -0.04019533528566988]
ankle_l_med,tibia_l,[ 0.00872161976029691 -0.3681927416669737   0.03467764468117743]
ankle_l_lat,tibia_l,[-0.00536276850451133 -0.3720085628893247  -0.0400184797062208 ]
knee_l_center,tibia_l,[0. 0. 0.]
tibia_l_center,tibia_l,[ 0.                  -0.03446919831245319  0.                 ]
ankle_l_center,tibia_l,[ 0.0021270944230412  -0.3695133536630398  -0.00346789999887056]
talus_l_center_in_tibia,tibia_l,[-0.00000000496346168 -0.37568839040877605  0.00000000165448724]
tibia_l_midshaft_anter,tibia_l,[ 0.0264114044091255  -0.18305361150752172  0.00092036409084109]
tibia_l_midshaft_poster,tibia_l,[ 0.00584686927241972 -0.17932959086764774 -0.00122475207968352]
fibula_l_midshaft_anter,tibia_l,[-0.00419441131932905 -0.1795016860110754  -0.03367533597076545]
fibula_l_as,tibia_l,[-0.00038124158009777 -0.06151571110697981 -0.01829175746635602]
tibia_l_epiph_yellow_posteriormost,tibia_l,[-0.02100489079337032 -0.03281654689157511 -0.00751677293063066]
tibia_l_epiph_yellow_anterior_plate,tibia_l,[ 0.01616447102973756 -0.02943825663246838  0.00649909288160897]
tibia_l_epiph_yellow_patel_tend_point,tibia_l,[ 0.0266518182914403  -0.06597578831604148  0.01559469025927719]
tibia_l_epiph_green_medial_lower_epiph,tibia_l,[ 0.00140096868335778 -0.05752249399294974  0.02357839893901346]
tibia_l_ankle_yellow_anter,tibia_l,[ 0.01967343914888921 -0.3667631103799168   0.00781357951245295]
fibula_l_lat_malleol_tip,tibia_l,[-0.00743484696177744 -0.37635690778653313 -0.02660800744366788]
tibia_l_med_malleol_tip,tibia_l,[ 0.01039134180933608 -0.37759687089752003  0.02444198452927111]
tibia_l_anter_diaph_25,tibia_l,[ 0.02755707795630172 -0.09908891203599737  0.00391267274884391]
tibia_l_anter_diaph_75,tibia_l,[ 0.01754912979213041 -0.2901997566523626   0.00387739530552245]
fibula_l_anter_diaph_75,tibia_l,[-0.00695096100566657 -0.2822142293781926  -0.02155147119272271]
tibia_r_med,tibia_r,[-0.00080007139015974 -0.03361640912027096 -0.04120555797346511]
tibia_r_lat,tibia_r,[-0.00076688290366447 -0.03516501308253189  0.04085876067210898]
ankle_r_med,tibia_r,[ 0.01397472657980353 -0.36966753878129033 -0.03342188333923687]
ankle_r_lat,tibia_r,[-0.01152501177745723 -0.3702133447039348   0.03799230389348438]
knee_r_center,tibia_r,[0. 0. 0.]
tibia_r_center,tibia_r,[ 0.                  -0.03438091969877397  0.                 ]
ankle_r_center,tibia_r,[ 0.0017450012167372  -0.369302693875144    0.00285980932942983]
talus_r_center_in_tibia,tibia_r,[-0.00039168601570154 -0.37557657998125626  0.00013059513835667]
tibia_r_midshaft_anter,tibia_r,[ 0.02685358650630697 -0.19124644815034011  0.00210404936054379]
tibia_r_midshaft_poster,tibia_r,[ 0.0020246825999922  -0.18788757114688484  0.00245902753973571]
fibula_r_midshaft_anter,tibia_r,[-0.01183095501995396 -0.1884655617545367   0.03109191125752862]
fibula_r_as,tibia_r,[-0.00256667253061246 -0.06173173390778001  0.01665808306212648]
tibia_r_epiph_yellow_posteriormost,tibia_r,[-0.02985027397527843 -0.02977344078849683  0.00596383511084411]
tibia_r_epiph_yellow_anterior_plate,tibia_r,[ 0.02358098610465119 -0.03187649031433989 -0.00393224898531061]
tibia_r_epiph_yellow_patel_tend_point,tibia_r,[ 0.03417422640738553 -0.06758614786638013 -0.01351801243618283]
tibia_r_epiph_green_medial_lower_epiph,tibia_r,[ 0.00038205121943826 -0.05575567606110746 -0.02529436008414089]
tibia_r_ankle_yellow_anter,tibia_r,[ 0.02386068127676484 -0.3660003817504778  -0.00514401051351978]
fibula_r_lat_malleol_tip,tibia_r,[-0.01276003761145642 -0.37569920271468016  0.02553492633614474]
tibia_r_med_malleol_tip,tibia_r,[ 0.01517602590373044 -0.37756812857477645 -0.02308475591149331]
tibia_r_anter_diaph_25,tibia_r,[ 0.03017392149256952 -0.10097081401678135 -0.00200365551254719]
tibia_r_anter_diaph_75,tibia_r,[ 0.02013338667730382 -0.29626766188305054 -0.00099472226316452]
fibula_r_anter_diaph_75,tibia_r,[-0.01146117606321825 -0.2928617526729759   0.02146904479259663]
