,body,name,location
0,tibia_r,RTB1,[-0.00305057280395718 -0.13227802284423898  0.0621041041582051 ]
1,tibia_r,RTB2,[-0.03803493948200991 -0.1678251855424204   0.070390349188056  ]
2,tibia_r,RTB3,[ 0.0091434405681008  -0.22582019008671236  0.0562529009906048 ]
3,tibia_r,RANK,[-0.0017518840483937  -0.36973755594310603  0.0488721280114632 ]
4,tibia_r,RMMA,[ 0.019879418975823   -0.36780500083469353 -0.04261310159893236]
