,body,name,location
0,tibia_l,bflh_l-P2,[-0.02888129596960338 -0.04376710899328344 -0.03856290554573724]
1,tibia_l,bflh_l-P3,[-0.02081630820679042 -0.05681265876970002 -0.03759375464393557]
2,tibia_l,bfsh_l-P2,[-0.02379073452153213 -0.03930717948960259 -0.03345298196705677]
3,tibia_l,edl_l-P1,[-0.00681341169439564 -0.11956218859158893 -0.0234731937818373 ]
4,tibia_l,edl_l-P2,[ 0.02260560800027559 -0.38082079758015575 -0.01079412294279899]
5,tibia_l,ehl_l-P1,[-0.00528312084529115 -0.15681459414582385 -0.02142662840994792]
6,tibia_l,ehl_l-P2,[ 0.00974207703595167 -0.2912414121763314  -0.01821193610032038]
7,tibia_l,ehl_l-P3,[ 0.02672833800700415 -0.3717001353144325   0.00349616320535857]
8,tibia_l,fdl_l-P1,[ 0.00557839995824035 -0.18262729405365147  0.00327005103972739]
9,tibia_l,fdl_l-P2,[-0.00985105270677636 -0.36799943195765494  0.01357553695503538]
10,tibia_l,fhl_l-P1,[-0.0247525114177447  -0.2178631851034525  -0.02329438852650221]
11,tibia_l,fhl_l-P2,[-0.01637482524498867 -0.371675544096508    0.00852742894556934]
12,tibia_l,grac_l-P2,[-0.01333405406722493 -0.05327157340236983  0.03763854435765655]
13,tibia_l,grac_l-P3,[ 0.00745879775133276 -0.07329467500625794  0.02085490494379451]
14,tibia_l,perbrev_l-P1,[-0.0198799977494486  -0.25480568445059915 -0.02869209428033421]
15,tibia_l,perbrev_l-P2,[-0.02611868228781438 -0.3989505010648578  -0.02559416718991067]
16,tibia_l,perbrev_l-P3,[-0.01970886509765209 -0.40906228018443985 -0.02676361659858355]
17,tibia_l,perlong_l-P1,[-0.01098538313731442 -0.14069671858934005 -0.03238702489510549]
18,tibia_l,perlong_l-P2,[-0.02384344736044876 -0.39931864342580353 -0.02431358733594184]
19,tibia_l,perlong_l-P3,[-0.01820347888759482 -0.4096295583025725  -0.02528553228844508]
20,tibia_l,recfem_l-P5,[ 0.03624998285951919 -0.0618110714884819   0.00442064482867152]
21,tibia_l,sart_l-P3,[-0.02019554091965608 -0.04597569626761333  0.04579711950624708]
22,tibia_l,sart_l-P4,[-0.01001760861793066 -0.0657339738243718   0.03328561215438912]
23,tibia_l,sart_l-P5,[ 0.02006397213998572 -0.08244433602409851  0.00506690322856633]
24,tibia_l,semimem_l-P2,[-0.0215047591158054  -0.04773053838695847  0.02585751826665553]
25,tibia_l,semiten_l-P2,[-0.02471535966515762 -0.05822418019490496  0.02898797163231715]
26,tibia_l,semiten_l-P3,[ 0.00837303543716889 -0.08072406885170191  0.01563473490972071]
27,tibia_l,soleus_l-P1,[ 0.00066619799598127 -0.0955510227142617  -0.01045999677711905]
28,tibia_l,tfl_l-P4,[ 0.01340449601068737 -0.04224963116733178 -0.03538750289717512]
29,tibia_l,tibant_l-P1,[ 0.02406955324557312 -0.13070240780108322 -0.01745132310888646]
30,tibia_l,tibant_l-P2,[ 0.03238810036906974 -0.18825635298044913 -0.01152988413202514]
31,tibia_l,tibant_l-P3,[ 0.03032459055404544 -0.366510016129553    0.01446742859991795]
32,tibia_l,tibpost_l-P1,[ 0.0050663531324923  -0.1321106037161036  -0.01146567633955312]
33,tibia_l,tibpost_l-P2,[-0.00826945106125846 -0.3681846777403139   0.0188927188565299 ]
34,tibia_l,vasint_l-P5,[ 0.03624045855851351 -0.06189225152507902  0.00336481306538675]
35,tibia_l,vaslat_l-P5,[ 0.03627667096738189 -0.06205413113304613 -0.00209348928097342]
36,tibia_l,vasmed_l-P5,[ 0.03555936292395667 -0.0623927773054379   0.0117326934414417 ]
