,body,name,location
0,femur_r,addbrev_r-P2,[ 0.00216370129353947 -0.11584038178877522  0.00941720503710393]
1,femur_r,addlong_r-P2,[ 0.00850886633393855 -0.24062342552116098  0.00328070167557618]
2,femur_r,addmagDist_r-P2,[ 0.00782870847719954 -0.2659492936404343   0.01018398934617814]
3,femur_r,addmagIsch_r-P2,[ 0.0038790844912178  -0.3765639283063402  -0.04131405644266246]
4,femur_r,addmagMid_r-P2,[ 0.00431695817398258 -0.15974428574960395  0.01409339035419759]
5,femur_r,addmagProx_r-P2,[-0.00600191044656614 -0.07769230195835071  0.02488019281152947]
6,femur_r,bfsh_r-P1,[ 0.00271987692293767 -0.20943116667754216  0.01078842199025803]
7,femur_r,gaslat_r-P1,[ 0.00033416092426696 -0.3780134602225487   0.02259673499620845]
8,femur_r,gasmed_r-P1,[ 0.0050523093531377 -0.3759966395738958 -0.0285295557671143]
9,femur_r,glmax1_r-P3,[-0.01871293711179486 -0.03556992241255801  0.04610309735574322]
10,femur_r,glmax1_r-P4,[-0.00922051108470487 -0.05917575919805049  0.04958663988469383]
11,femur_r,glmax2_r-P3,[-0.02667217409855949 -0.05734941840107666  0.03464500341919941]
12,femur_r,glmax2_r-P4,[-0.00741926719236431 -0.0972907225997105   0.03504335519387061]
13,femur_r,glmax3_r-P3,[-0.02524864799343558 -0.10445602500702864  0.00418317148599343]
14,femur_r,glmax3_r-P4,[-0.00117325800436428 -0.13860564200905873  0.02975612999726425]
15,femur_r,glmed1_r-P2,[ 0.00499487959252749 -0.01876749435693463  0.06687309051791823]
16,femur_r,glmed2_r-P2,[ 0.00367066206799175 -0.01271073201507986  0.06838698783564534]
17,femur_r,glmed3_r-P2,[ 0.00107418649746692 -0.01183451131514764  0.07057747212349377]
18,femur_r,glmin1_r-P2,[ 0.01267518172789613 -0.0155887367158461   0.06059925661798627]
19,femur_r,glmin2_r-P2,[ 0.01144556278779577 -0.01591080660144288  0.06175254569824054]
20,femur_r,glmin3_r-P2,[ 0.00964203987020458 -0.0141573010936095   0.06339084320459738]
21,femur_r,iliacus_r-P3,[ 0.00207838435781315 -0.05791529107433351  0.00218603189147037]
22,femur_r,iliacus_r-P4,[-0.00443970824877486 -0.06424435271293392  0.01161088651630512]
23,femur_r,piri_r-P3,[ 0.00736818368746117 -0.00801205987835442  0.05448966876490353]
24,femur_r,psoas_r-P3,[-0.0076435803936462  -0.04710962391658265 -0.00071912200755024]
25,femur_r,psoas_r-P4,[-0.01402719785567621 -0.05242023356211328  0.00737850591956865]
26,femur_r,sart_r-P2,[-0.00813266615935494 -0.3448823689479831  -0.05272594805759104]
27,femur_r,tfl_r-P2,[ 0.03974129563440891 -0.10812758869415313  0.03545962663001286]
28,femur_r,tfl_r-P3,[ 0.01199541799431356 -0.40402890409343284  0.03830172829275923]
29,femur_r,vasint_r-P1,[ 0.0353948804818494  -0.1958123307833252   0.00933215887194785]
30,femur_r,vasint_r-P2,[ 0.03985654505647002 -0.21354633613186327  0.00643548107386575]
31,femur_r,vaslat_r-P1,[ 0.00579223167232577 -0.18371843008570346  0.02126118940133648]
32,femur_r,vaslat_r-P2,[ 0.02915568795732902 -0.26885195511099796  0.02750187583406318]
33,femur_r,vasmed_r-P1,[ 0.0135524125120188  -0.20981070472998198  0.00232007485645046]
34,femur_r,vasmed_r-P2,[ 0.03430372721629361 -0.2869108948233705  -0.02071700428803146]
