,body,name,location
0,pelvis,Gmax1_at_pelvis_r,[-0.05700510054907798 -0.07439274626490587  0.09678870450639562]
1,pelvis,Gmax3_at_pelvis_r,[-0.07232933388962728 -0.0882641961501381   0.07523676133911654]
2,pelvis,Post_at_pelvis_r,[-0.05536395747799597 -0.06865749591717424  0.07388374688982087]
3,pelvis,Gmed_at_pelvis_r,[-0.0302779313903592  -0.05427289320520447  0.10067766279358006]
4,pelvis,Gmax1_at_pelvis_l,[-0.05435928348801787 -0.07728005117863268 -0.10127522967892552]
5,pelvis,Gmax3_at_pelvis_l,[-0.06964139581762271 -0.08984219108796941 -0.07966893208347677]
6,pelvis,Post_at_pelvis_l,[-0.05343390366753402 -0.07125536968616243 -0.07757440710972065]
7,pelvis,Gmed_at_pelvis_l,[-0.02902743045787786 -0.05348309223507131 -0.10372214447666969]
8,pelvis,PS_at_brim_r,[-0.06775175146426664 -0.05644737824932321  0.07212473139063957]
9,pelvis,PS_at_brim_l,[-0.06686073735199088 -0.05867591027508564 -0.07583524873887144]
10,pelvis,IL_at_brim_r,[-0.06584830338649728 -0.06118747407322449  0.082915190238296  ]
11,pelvis,IL_at_brim_l,[-0.06452656623949451 -0.06388495513152284 -0.08700062705870015]
