,body,name,location
0,pelvis,addbrev_r-P1,[-0.0155204567622681  -0.10392151559051353  0.01366989616975793]
1,pelvis,addlong_r-P1,[-0.00609548711150801 -0.09889443807976647  0.01692113171827033]
2,pelvis,addmagDist_r-P1,[-0.05014485527229484 -0.13564506845141175  0.03593750047029128]
3,pelvis,addmagIsch_r-P1,[-0.06609937340789392 -0.1409000220093017   0.04042512905515856]
4,pelvis,addmagMid_r-P1,[-0.03312378564796542 -0.12751466143191068  0.02487901954117702]
5,pelvis,addmagProx_r-P1,[-0.02138030373011228 -0.11620786946149889  0.01159373988062814]
6,pelvis,bflh_r-P1,[-0.08737628453371032 -0.12997775330055772  0.06402157321982285]
7,pelvis,glmax1_r-P1,[-0.12523251282932013  0.01545188624992806  0.06617597939587634]
8,pelvis,glmax1_r-P2,[-0.1264701207501792  -0.02324183358587864  0.0869800932867018 ]
9,pelvis,glmax2_r-P1,[-0.1364129470381884  -0.00523640658408777  0.05291831696595   ]
10,pelvis,glmax2_r-P2,[-0.13003260266912134 -0.05509886436830874  0.08994054101480528]
11,pelvis,glmax3_r-P1,[-0.1276065842007014  -0.06310931125081216  0.00695324049842167]
12,pelvis,glmax3_r-P2,[-0.11124191821501064 -0.14329674482756058  0.04769099643317902]
13,pelvis,glmed1_r-P1,[-0.04789134496089039  0.02311129328274951  0.12299720267727943]
14,pelvis,glmed2_r-P1,[-0.08509090479026094  0.00641355787799313  0.08114531530753216]
15,pelvis,glmed3_r-P1,[-0.11665731570097809 -0.02437007419561666  0.06227754094190378]
16,pelvis,glmin1_r-P1,[-0.04802075512607237 -0.01648073073568354  0.107951785727113  ]
17,pelvis,glmin2_r-P1,[-0.06294841081358744 -0.01767197821956642  0.10419398840969064]
18,pelvis,glmin3_r-P1,[-0.07888101427758035 -0.02414727871994816  0.08975935157164758]
19,pelvis,grac_r-P1,[-0.02548218732809071 -0.13554928576939942  0.02037178552191641]
20,pelvis,iliacus_r-P1,[-0.06192063945060477  0.01374373019362414  0.09584111833329653]
21,pelvis,iliacus_r-P2,[-0.01437429813131195 -0.06054139498704707  0.07449052256011775]
22,pelvis,piri_r-P1,[-0.10037251554019332 -0.03359914026162808  0.01990925345911539]
23,pelvis,piri_r-P2,[-0.0986529149760706  -0.0381689493558456   0.07021109981896351]
24,pelvis,psoas_r-P1,[-0.05187027863331852  0.01803932303267927  0.05217855756046381]
25,pelvis,psoas_r-P2,[-0.02048697402929809 -0.07077395540362791  0.0658772116168043 ]
26,pelvis,recfem_r-P1,[-0.02507931718490673 -0.04140599157458699  0.09274673375813983]
27,pelvis,sart_r-P1,[-0.02075388601793246 -0.01739346376564468  0.10358353412725849]
28,pelvis,semimem_r-P1,[-0.08290222917047477 -0.122565774668032    0.0670710762182591 ]
29,pelvis,semiten_r-P1,[-0.08484163001861031 -0.13812877200298737  0.05499649531914319]
30,pelvis,tfl_r-P1,[-0.03400076899388101  0.02260321886010337  0.12632252547382952]
31,pelvis,addbrev_l-P1,[-0.01405013047900832 -0.10375722083216168 -0.01639821538893206]
32,pelvis,addlong_l-P1,[-0.00464911667200434 -0.09875682952911248 -0.01971766951130864]
33,pelvis,addmagDist_l-P1,[-0.04278253849817132 -0.13224710068863846 -0.03933162609866753]
34,pelvis,addmagIsch_l-P1,[-0.06001013818900475 -0.13779575857695425 -0.04514257007672524]
35,pelvis,addmagMid_l-P1,[-0.02781394629839845 -0.1256066566383066  -0.02745120438704403]
36,pelvis,addmagProx_l-P1,[-0.01949982711153368 -0.11582878901382977 -0.0143235414125881 ]
37,pelvis,bflh_l-P1,[-0.0836986573533838  -0.1288551365259063  -0.07096389660803003]
38,pelvis,glmax1_l-P1,[-0.12501246721663714  0.02486123959064622 -0.0658854563163877 ]
39,pelvis,glmax1_l-P2,[-0.12644255684479122 -0.01574710788830095 -0.0932493591444746 ]
40,pelvis,glmax2_l-P1,[-0.13558797029021855  0.00641104638515617 -0.05464723970761282]
41,pelvis,glmax2_l-P2,[-0.13022276236859007 -0.05411075599846567 -0.10062892672434512]
42,pelvis,glmax3_l-P1,[-0.12766917178851908 -0.06199428413918102 -0.01468171943384147]
43,pelvis,glmax3_l-P2,[-0.10955782736132602 -0.14208075079829047 -0.05775611259794991]
44,pelvis,glmed1_l-P1,[-0.04928891137876163  0.0262094430979745  -0.12369743927195646]
45,pelvis,glmed2_l-P1,[-0.08553522378875943  0.01807113839850241 -0.07582636534307731]
46,pelvis,glmed3_l-P1,[-0.11589269565953732 -0.00911872335220076 -0.06096145238517513]
47,pelvis,glmin1_l-P1,[-0.04852800046495654 -0.01177140713791708 -0.10920946296307299]
48,pelvis,glmin2_l-P1,[-0.0634035292236451  -0.01138320375411126 -0.10509666042001177]
49,pelvis,glmin3_l-P1,[-0.07898365068771218 -0.01481967229831224 -0.0890031337381394 ]
50,pelvis,grac_l-P1,[-0.02054693322338534 -0.13369053089827532 -0.02301142411811407]
51,pelvis,iliacus_l-P1,[-0.06311574211245788  0.02163100149650376 -0.09220405543715302]
52,pelvis,iliacus_l-P2,[-0.01307829309527293 -0.05927482887115736 -0.07640844977120753]
53,pelvis,piri_l-P1,[-0.09995022992030478 -0.02663789878178776 -0.01230095180051186]
54,pelvis,piri_l-P2,[-0.09835544853598699 -0.02898556157015096 -0.0705078549491318 ]
55,pelvis,psoas_l-P1,[-0.05264080714707534  0.02305392153493328 -0.03979774111793077]
56,pelvis,psoas_l-P2,[-0.01858278651631745 -0.07043632624682208 -0.06805981063917818]
57,pelvis,recfem_l-P1,[-0.02484397795013902 -0.03843389818494318 -0.09461988384484489]
58,pelvis,sart_l-P1,[-0.02108298701812014 -0.01418000881439865 -0.10401953609703073]
59,pelvis,semimem_l-P1,[-0.079099089998945   -0.121906657163539   -0.07342160881096753]
60,pelvis,semiten_l-P1,[-0.08067461935426401 -0.13623351611572532 -0.06170044696797811]
61,pelvis,tfl_l-P1,[-0.03519985887524249  0.02424133668384951 -0.12698683691389992]
