,body,name,location
0,tibia_r,knee_r_center,[0. 0. 0.]
1,tibia_r,fibula_r_lat_malleol_tip,[-0.01086915616907136 -0.41301134535706696  0.02337520712798201]
2,tibia_r,tibia_r_med_malleol_tip,[ 0.01381235228166754 -0.39518571449753087 -0.0200036381356771 ]
3,tibia_r,ankle_r_lat,[-0.00958129664302822 -0.39388987824938293  0.03889997733351595]
4,tibia_r,ankle_r_med,[ 0.00991542136396154 -0.3806749030843537  -0.03240119235372099]
5,tibia_r,ankle_r_center,[ 0.00060708531121826 -0.3869958924549436   0.00361865274189725]
6,tibia_r,talus_r_center_in_tibia,[-0.00012062042874515 -0.4039099919800598   0.00004020973358423]
7,tibia_r,tibia_r_center,[ 0.                 -0.0358815798482037  0.                ]
8,tibia_r,tibia_r_lat,[-0.00023697558008183 -0.03526771440382328  0.04092055980108082]
9,tibia_r,tibia_r_med,[-0.00024553386715273 -0.03642440340013309 -0.04088085569527909]
10,tibia_r,tibia_r_epiph_yellow_anterior_plate,[ 0.02215945747958811 -0.02628543308203624  0.00040323836742537]
11,tibia_r,tibia_r_epiph_yellow_patel_tend_point,[ 0.03479156422512548 -0.06257588039266256 -0.00226151177187896]
12,tibia_r,tibia_r_epiph_yellow_posteriormost,[-0.02912435142620614 -0.03957223922419897 -0.00087992550305427]
13,tibia_r,tibia_r_ankle_yellow_anter,[ 0.02210685060248293 -0.3729275908976709   0.00156072897681263]
14,tibia_r,tibia_r_epiph_green_medial_lower_epiph,[ 0.00116034893000252 -0.06098066705370971 -0.02253981728145359]
15,tibia_r,fibula_r_as,[-0.00157133453443003 -0.06565644862931615  0.01879012516788953]
16,tibia_r,tibia_r_midshaft_anter,[ 0.02746861938417601 -0.19866815134109483  0.01151860567253406]
17,tibia_r,tibia_r_midshaft_poster,[-0.00203219723167683 -0.1995711172202758  -0.00163401349943324]
18,tibia_r,fibula_r_midshaft_anter,[-0.01451189653342897 -0.20071773346847727  0.02951871807070238]
19,tibia_r,tibia_r_anter_diaph_25,[ 0.03252333101088886 -0.09910065917182656  0.01113351529564442]
20,tibia_r,tibia_r_anter_diaph_75,[ 0.019934671426326   -0.30045244775011737  0.00809135498328281]
21,tibia_r,fibula_r_anter_diaph_75,[-0.01212254153078468 -0.3026504353414355   0.02484904882616235]
