name,r,a,s
patella_r,164.23598007624247,40.99485073097674,299.97551277026554
patella_sup_r,154.45266440593988,44.906904717896246,341.15791169503956
patella_lat_r,178.0787907515843,31.70358609315609,329.04072922861536
patella_med_r,136.31239383021355,58.24257109704976,325.73488503997186
patella_r_anter,161.20333150017947,54.04560273791254,322.5776441546262
