name,r,a,s
addbrev_l-P2,-112.55475270314751,-19.53563541483219,603.3035979092061
addlong_l-P2,-116.04227964114506,-0.6746458092045744,492.29202449504487
addmagDist_l-P2,-122.74241401677745,-1.5936653656642117,471.3634825180013
addmagIsch_l-P2,-91.0335742694738,21.133055694268375,359.5179947610897
addmagMid_l-P2,-118.8384339494874,-15.085174779648034,563.4159525206243
addmagProx_l-P2,-118.66192443473491,-36.802108556477585,639.4906822294338
bfsh_l-P1,-118.00762696450563,-9.603190277363552,518.973278082426
gaslat_l-P1,-139.80895389056468,-5.741122071467694,368.37955062137087
gasmed_l-P1,-101.17980954282565,17.069881409427584,362.42622698383934
glmax1_l-P3,-116.368796175066,-64.19972535153616,682.3422474248842
glmax1_l-P4,-132.97665973100044,-54.24769984694043,660.7026175791474
glmax2_l-P3,-108.98653162042929,-60.98363307635415,659.3895703126295
glmax2_l-P4,-126.66434355682526,-38.34353432470073,619.9055080344239
glmax3_l-P3,-93.39024200814202,-36.89243394834776,609.5165892355767
glmax3_l-P4,-127.47214955997491,-27.32869736278395,583.1000972618482
glmed1_l-P2,-146.4520399670596,-56.51246295872176,700.3753218472133
glmed2_l-P2,-143.66990397341698,-59.20512335243976,705.7534379233952
glmed3_l-P2,-142.11029190693085,-62.96431584347831,707.0141124646167
glmin1_l-P2,-149.2361009078565,-45.52064492803904,700.6650791885289
glmin2_l-P2,-148.87654065256731,-47.37828684280158,700.8107843931701
glmin3_l-P2,-147.504517483864,-50.25265669343839,702.8736651940559
iliacus_l-P3,-105.1754904567302,-22.475278232666476,657.5545734915585
iliacus_l-P4,-108.45543710242656,-31.72727854207619,652.1146208633738
piri_l-P3,-136.7638015576398,-47.885553249018876,706.688769165703
psoas_l-P3,-95.11981822230736,-29.365538926992798,666.6474980015349
psoas_l-P4,-97.11198152225853,-38.58541663720675,662.4648297981176
sart_l-P2,-75.32299111265421,16.29731336250301,386.3310834429498
tfl_l-P2,-153.0103509746469,-7.1117444707254895,618.8135746767324
tfl_l-P3,-157.15937448197198,-2.24712724950754,348.2062570475213
vasint_l-P1,-129.2474361136367,7.819331192194189,534.354191488204
vasint_l-P2,-129.78141135622252,13.054884953908182,519.4045250882705
vaslat_l-P1,-126.40286214620164,-14.564095779422447,542.8404450134473
vaslat_l-P2,-146.79789709857772,3.3335034052962675,474.3637402460755
vasmed_l-P1,-115.76309136201301,-0.08141234578421666,519.0839256002585
vasmed_l-P2,-114.19107626925621,27.175286183480768,455.1023689411598
