EMG01_right_gast_med,EMG02_right_glut_max,EMG03_left_gast_med,EMG04_left_glut_max,EMG05_right_glut_med,EMG06_right_bic_fem,EMG07_right_rect_fem,EMG08_right_vast_lat,EMG09_right_vast_med,EMG10_right_tens_fasc_lat,EMG11_left_glut_med,EMG12_left_bic_fem,EMG13_left_rect_fem,EMG14_left_vast_lat,EMG15_left_vast_med,EMG16_left_tens_fasc_lat
-0.0002596739194303865,-0.03942597156237022,0.00637456252515569,0.0211723144099468,-0.05799630545259122,-0.05438275726192203,-0.025065694221790565,-0.019140099948219944,0.007899229971057839,0.04286813088031417,0.02341670586720639,-0.0017542732263747009,0.023683313936721767,-0.03857798009350533,0.30149932259204876,0.0246853697394501
-0.00022253541380628345,-0.03685422707576266,0.015717745863702986,0.03391075954620969,-0.051221174815240064,-0.04641709755425637,-0.021490638628055725,-0.014368265283281913,0.009041414340799274,0.043220938371098826,0.025102388911611397,0.0005966346967301383,0.026420486273541457,-0.03098012642162649,0.2992567604446686,0.027144618011369276
-0.00018626251531539132,-0.034306270781348173,0.025025401669874457,0.046534891703527266,-0.04450833471856976,-0.0385116500264715,-0.017883641002718012,-0.009651337048173258,0.010228904779930884,0.043594429273609535,0.026759298656793645,0.0029402021660407474,0.029171922352383525,-0.023472455098741844,0.2970004839018163,0.02958950749711474
-0.00015094220168367783,-0.03178613885256811,0.034284539443434604,0.05902648487401265,-0.037868165900891065,-0.03067908714576949,-0.014247816404652981,-0.004996593808638337,0.011462360968085826,0.043988945367541624,0.02838454988153332,0.005273709652890495,0.03193448265072166,-0.016067612914055365,0.29473314088297303,0.03201688458148099
-0.00011665771515385175,-0.029297621892296836,0.04348271907588539,0.07136753939186555,-0.03131059684345808,-0.02293139023906167,-0.010585942075148626,-0.00041107850968133267,0.01274249730448588,0.04440485252068802,0.029975324133678764,0.007594492810534751,0.03470518341926812,-0.008777649147065898,0.2924570214398057,0.034423574535001035
-8.348739677774706e-05,-0.02684420566610566,0.05260823835508964,0.08354037150507898,-0.024844969031392765,-0.015279628448651146,-0.006900375032202224,0.004098510564671669,0.014070095508789727,0.044842543046299047,0.03152893572898477,0.009899975938495911,0.037481267866507094,-0.001613790467242216,0.29017413611998566,0.0368064040313308
-5.1503884483599613e-05,-0.024429029791837045,0.06165025006483225,0.09552771253146075,-0.018479931361351676,-0.007733802763431253,-0.003193005059306004,0.008525922213621688,0.015446009478311233,0.0453024251271115,0.033042892385874614,0.01218770642458359,0.040260249811423524,0.005413737670350553,0.28788638371257885,0.03916222979044781
-2.0773678267104654e-05,-0.022054862983525037,0.07059881422037988,0.10731281930610198,-0.012223366401270355,-0.00030276180532155594,0.0005347603010354086,0.012865433615822314,0.016871163221221293,0.04578490217097857,0.03451493831113357,0.014455385036344316,0.0430399276488356,0.012295826011789732,0.2855956894310677,0.041487966853130866
8.642964383472801e-06,-0.019724093456282506,0.07944490073221253,0.11887959475823973,-0.0060823474835301665,0.0070058141578452976,0.00428198218867822,0.01711190870268067,0.018346542741048813,0.04629034564734221,0.03594308156925753,0.0167008906965307,0.045818372272698006,0.01902453609057447,0.28330407979262995,0.04378061549640808
3.6691844378078056e-05,-0.01743873285750364,0.08818035660544653,0.13021271483457672,-6.312538966376506e-05,0.014185366789047502,0.008048152400791334,0.0212608325585696,0.019873182917786437,0.04681907038902222,0.03732560766263338,0.018922298507561545,0.04859389310229261,0.025593098939693196,0.28101369860848985,0.04603728648407396
