,body,name,location
42,pelvis,glmax3_l-P1,[-0.11602527479639446 -0.04504609671325972 -0.01240443645134631]
43,pelvis,glmax3_l-P2,[-0.10442352608921054 -0.1143062242762818  -0.0482155754668034 ]
44,pelvis,glmed1_l-P1,[-0.04067400470822325  0.02267613404176693 -0.11316115489372736]
45,pelvis,glmed2_l-P1,[-0.0759884916931304   0.02428929753061261 -0.06826782780544204]
46,pelvis,glmed3_l-P1,[-0.103920760351821   -0.0052243848881086  -0.05550716956623977]
47,pelvis,glmin1_l-P1,[-0.04233975361226963 -0.01064926154273813 -0.100593626378196  ]
48,pelvis,glmin2_l-P1,[-0.05584711319261501 -0.01026155363434526 -0.09543762322490447]
49,pelvis,glmin3_l-P1,[-0.07119803051657622 -0.0120612560282861  -0.0803633201884298 ]
50,pelvis,grac_l-P1,[-0.03342153290002891 -0.11949176410991007 -0.02510631893178442]
51,pelvis,iliacus_l-P1,[-0.0545643252460565   0.02488990095222699 -0.08320512856062107]
52,pelvis,iliacus_l-P2,[-0.01235559525726454 -0.04954060277521197 -0.0715484331059281 ]
53,pelvis,piri_l-P1,[-0.09176644666606597 -0.00694637223834901 -0.01507224470672311]
54,pelvis,piri_l-P2,[-0.09132794057010242 -0.02499013237225853 -0.0637002079820658 ]
55,pelvis,psoas_l-P1,[-0.05174701410374487  0.0433888293959     -0.03779631432429854]
56,pelvis,psoas_l-P2,[-0.01799440186196047 -0.05894160189837196 -0.06293330511913278]
57,pelvis,recfem_l-P1,[-0.02212956880925233 -0.03266924107141544 -0.08845882421554821]
58,pelvis,sart_l-P1,[-0.01847023276536233 -0.01167035601064736 -0.0991073534097792 ]
59,pelvis,semimem_l-P1,[-0.07987821700352389 -0.10216076023104284 -0.06461372685411017]
60,pelvis,semiten_l-P1,[-0.08273006187160743 -0.11334766689518912 -0.05477896530735931]
61,pelvis,tfl_l-P1,[-0.02870950297079391  0.02061138498383103 -0.11813171571643924]
