,body,name,location
0,pelvis,addbrev_r-P1,[-0.01577413019331754 -0.08830554893802534  0.01352939987939584]
1,pelvis,addlong_r-P1,[-0.00645532524330962 -0.08378387278043417  0.01684978163928358]
2,pelvis,addmagDist_r-P1,[-0.05772891978540671 -0.11692508567459475  0.03692406447586608]
3,pelvis,addmagIsch_r-P1,[-0.0710789728905031  -0.11855066490632638  0.03902845036213783]
4,pelvis,addmagMid_r-P1,[-0.04044216195932016 -0.1114664251985072   0.0259196385892127 ]
5,pelvis,addmagProx_r-P1,[-0.02414274617258892 -0.10047212219979801  0.01174662541313482]
6,pelvis,bflh_r-P1,[-0.08594193594736513 -0.1072427707740201   0.0566370376829991 ]
7,pelvis,glmax1_r-P1,[-0.10962574487244854  0.02737269894981427  0.05731775286746849]
8,pelvis,glmax1_r-P2,[-0.11293024052220835 -0.01730734436249348  0.07699975838918674]
9,pelvis,glmax2_r-P1,[-0.1187824666421405   0.00836968777567454  0.04592619267738491]
10,pelvis,glmax2_r-P2,[-0.1188062232194462  -0.04954978860250673  0.08013701937041826]
11,pelvis,glmax3_r-P1,[-0.11610156390566019 -0.04498275325931467  0.00639189200879695]
12,pelvis,glmax3_r-P2,[-0.10581551886344107 -0.11453419328722143  0.04160221207409061]
13,pelvis,glmed1_r-P1,[-0.0400157154656866   0.02276024602469413  0.11291342253738293]
14,pelvis,glmed2_r-P1,[-0.07541171027927096  0.0244471623272505   0.06806027478084192]
15,pelvis,glmed3_r-P1,[-0.10390037610464602 -0.0049334913452128   0.05202760031245866]
16,pelvis,glmin1_r-P1,[-0.04245182609421223 -0.01061511149853393  0.09892482452140029]
17,pelvis,glmin2_r-P1,[-0.05594076920686345 -0.01010036024466839  0.093347364993523  ]
18,pelvis,glmin3_r-P1,[-0.07130266012211149 -0.01177811241060692  0.07780093324399072]
19,pelvis,grac_r-P1,[-0.03470825725445262 -0.11967976871333719  0.0219436868439751 ]
20,pelvis,iliacus_r-P1,[-0.05387369647882712  0.02498075141461583  0.08336305157338768]
21,pelvis,iliacus_r-P2,[-0.01323238853694286 -0.04960920838984081  0.07004342358962236]
22,pelvis,piri_r-P1,[-0.09175851768675111 -0.00687011855870192  0.01252378346611951]
23,pelvis,piri_r-P2,[-0.09161552110536919 -0.02460338188200748  0.05979799056076397]
24,pelvis,psoas_r-P1,[-0.05118408263817425  0.04342420583295563  0.04107316045768875]
25,pelvis,psoas_r-P2,[-0.01902280783866418 -0.05888706220168247  0.06105528195388985]
26,pelvis,recfem_r-P1,[-0.02272645182648254 -0.03281953444727022  0.08690191524088244]
27,pelvis,sart_r-P1,[-0.01860261688271203 -0.01181238061513932  0.09832115454585884]
28,pelvis,semimem_r-P1,[-0.08191368303819797 -0.10219935640448471  0.05941097537801023]
29,pelvis,semiten_r-P1,[-0.08474730047706139 -0.1136181369812388   0.04934105401975638]
30,pelvis,tfl_r-P1,[-0.02813362355514575  0.02066728314786467  0.1181144607193663 ]
31,pelvis,addbrev_l-P1,[-0.01530590047919764 -0.08830502759489588 -0.01566760789400026]
32,pelvis,addlong_l-P1,[-0.005963160527157   -0.08377563416844035 -0.0186161141033599 ]
33,pelvis,addmagDist_l-P1,[-0.05563240434828779 -0.11658278369636565 -0.0409912373167379 ]
34,pelvis,addmagIsch_l-P1,[-0.06898158413342699 -0.11816173857417772 -0.0437515869202263 ]
35,pelvis,addmagMid_l-P1,[-0.03903586784410255 -0.11131004897339807 -0.02920134065562322]
36,pelvis,addmagProx_l-P1,[-0.02360902814226442 -0.10044964615328739 -0.0143222318618436 ]
37,pelvis,bflh_l-P1,[-0.0839221961355076  -0.10710059020012708 -0.06209794558645543]
38,pelvis,glmax1_l-P1,[-0.11004527359342865  0.02715906137864416 -0.05861047229887783]
39,pelvis,glmax1_l-P2,[-0.11271000027453751 -0.01774663080247364 -0.08182578867086761]
40,pelvis,glmax2_l-P1,[-0.1189072089942603   0.00813160160677805 -0.049266789097653  ]
41,pelvis,glmax2_l-P2,[-0.1180176973541427  -0.0500040686316826  -0.08636566132598736]
