Alpha,Beta,Gamma,RMSE_Moments,R2_Moments,RMSE_Excitations,R2_Excitations
10,1,1000,121.81642320392892,0.7969780662022882,555.6717131573317,0.1835645353471855
10,1,1000,121.68153123005901,0.7221731705226564,377.31427565255007,0.21674699685691556
10,1,1000,121.68358048105591,0.7235772805752958,372.54069904287104,0.2170268597913608
10,1,1000,121.74453467023608,0.7308748282346581,346.29344569995055,0.21020713484796383
10,1,1000,121.80412650599939,0.7562082764350075,421.0549686901288,0.202891310437917
10,1,1000,121.80836228578342,0.7642841862290901,623.0551280644594,0.19998462832074038
10,1,1000,121.80995197000071,0.7707317145983368,254.78367446856439,0.18846848573574368
10,1,1000,121.81218271096886,0.7805485205360261,359.3339330886607,0.1940428721514297
10,1,1000,121.81350589285609,0.7865353973303776,294.55532738685264,0.19660076139074403
10,1,1000,121.79907905872487,0.7447216460759584,531.1252779297793,0.20972004425833227
10,1,1000,121.812517053109,0.7904875265737608,308.9266161953809,0.18153103279772412
10,1,1000,121.66592324595487,0.7191110398413278,145.0314335452174,0.20552178645476024
10,1,1000,121.66266153677891,0.7216855257398409,133.16129666012617,0.19914506007253144
10,1,1000,121.7362005615269,0.7302328121626358,187.69136001150744,0.19860878911684707
10,1,1000,121.80701235916152,0.7514498342695151,293.77730721434625,0.18843027247585953
10,1,1000,121.80825593851988,0.7593568182362694,217.85508762216296,0.17704684536852142
10,1,1000,121.81002006425217,0.7660620742452573,147.07174184023378,0.1838683145078325
10,1,1000,121.8098180187122,0.7767302170074195,187.61024108459227,0.1763052845529417
10,1,1000,121.81363595657315,0.7826761091230344,624.6756808210429,0.17375338570317697
10,1,1000,121.79447323921089,0.7422860897239267,504.31243200490326,0.18994198877586213
10,1,1000,121.81423659735925,0.7870786118060319,146.92980404562243,0.1751505229481398
10,1,1000,121.7557067784101,0.733398650655602,397745.02168561245,0.22034987293736205
10,1,1000,121.77249152410499,0.737978715418629,60408.9222141692,0.21989626598994816
10,1,1000,121.80518588574839,0.7660586952136217,8005.359753340649,0.2125109939815997
10,1,1000,121.8143942078578,0.8086063617897059,1908.3536528611291,0.2021865341735665
10,1,1000,121.81569436089757,0.8106574022642935,inf,0.19973934685763803
10,1,1000,121.81421582321843,0.811472335974701,inf,0.1978910239604622
10,1,1000,121.81039942050155,0.8116780279182224,4331.784063457404,0.20456921320064625
10,1,1000,121.80588672316563,0.810730803902173,3588.676486494442,0.20440820568412643
10,1,1000,121.81262959003473,0.8003451466418282,3504.6858123834104,0.20728519796393205
10,1,1000,121.80368051280581,0.8093821311559461,8750.556227779167,0.205373257255256
10,1,1000,121.70776905785078,0.7234248080222624,636.0630804985082,0.2166018477745171
10,1,1000,121.74242444621395,0.7306246985782164,736.1453392475695,0.21306307649158443
10,1,1000,121.80414830569721,0.7563038143709204,631.5256876373406,0.20271413010730666
10,1,1000,121.81642320392892,0.7969780662022882,555.6717131573317,0.1835645353471855
10,1,1000,121.81633091641942,0.7991838509392678,525.0912904045792,0.17137590637651687
10,1,1000,121.81459844739446,0.7998209935665834,466.2549908262435,0.17149048405802303
10,1,1000,121.81021805362249,0.7985802555058586,478.5094000735785,0.16947066627463392
10,1,1000,121.80551416670215,0.7971291485232683,563.7915824659,0.17061534870430725
10,1,1000,121.81316467277101,0.7902831335996766,729.8926153411793,0.18860859338806002
10,1,1000,121.80374307366681,0.7926091112838817,452.84262063126545,0.16685711092854197
10,1,1000,121.80494457727502,0.7432445660011359,inf,0.22180092096461557
10,1,1000,121.8099422278453,0.726388175546904,inf,0.19437554525817594
10,1,1000,121.81451015648992,0.7351774962305642,inf,0.17898976384547416
10,1,1000,121.80717059825945,0.7106096181398568,inf,0.18644377844899795
10,1,1000,121.8114788866598,0.7070027247046383,inf,0.18525817830112631
10,1,1000,121.81633423276577,0.7043517290097661,inf,0.18740689904291555
10,1,1000,121.826762050072,0.7007062076846481,inf,0.18645853709300633
10,1,1000,121.83741041772618,0.6983577502451622,inf,0.18646875181927772
10,1,1000,121.80360173832312,0.7292696062126685,inf,0.17427804799338995
10,1,1000,121.8478009147289,0.696767332474203,inf,0.1869810205318797
10,1,1000,121.78284295317567,0.7379822912456497,inf,0.21754201135832604
10,1,1000,121.80531075805823,0.7660547190022717,9517.13509925345,0.21248842757831146
10,1,1000,121.81455453160734,0.8086429486972488,89553.13366646541,0.20040747438870246
10,1,1000,121.80736992094714,0.8032023067748056,7811.280058204154,0.20121569357309343
10,1,1000,121.81178418087045,0.7994635071658036,15629.785387307054,0.19769967793916907
10,1,1000,121.81672004972862,0.7972844735554454,10706.117212392955,0.19453999295760815
10,1,1000,121.82726772240724,0.7945170538314027,8159.005895655383,0.1936974764498843
10,1,1000,121.83800065096852,0.7927815535190801,14996.582892672222,0.19243034767628273
10,1,1000,121.80367860413337,0.8093968838401544,9870.571637678262,0.20875728369912197
10,1,1000,121.84845622330387,0.7914948015057328,51545.450638321665,0.19306349522166952
