time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
-0,4.51644,4.05067,5.20445,3.56689,-0.203885,-3.08464,-2.78895,-3.55194,-11.3371,-11.0822,6.32774,2.77298,16.3222,17.4321,-4.3179,-2.86446,11.6584,10.8052,-30.4633,-29.3092,
0.005,3.73632,3.65186,4.50195,3.59945,0.0691738,-3.05489,-2.64175,-3.31397,-12.242,-11.2062,5.24178,2.63585,17.6096,17.6629,-4.58883,-2.84103,11.4035,11.0133,-28.9493,-29.4709,
0.01,3.21062,3.37706,4.01038,3.60062,0.260078,-3.03434,-2.45683,-3.167,-12.471,-11.2828,4.16257,2.5171,18.0594,17.843,-4.64007,-2.82218,11.3048,11.1776,-29.3926,-29.5928,
0.015,2.8734,3.23736,3.45864,3.58296,0.419126,-3.02672,-2.37588,-3.11149,-12.8349,-11.3116,3.14556,2.42129,18.0505,17.9708,-4.59271,-2.8048,11.0904,11.2929,-29.3539,-29.6697,
0.02,2.67598,3.19506,3.19463,3.58186,0.503101,-3.02675,-2.16244,-3.10789,-13.161,-11.3138,2.17405,2.35478,17.9699,18.0594,-4.49751,-2.78997,11.1571,11.3641,-29.3149,-29.7073,
0.025,2.60193,3.20304,3.21505,3.62893,0.51837,-3.02901,-2.25839,-3.11206,-13.3383,-11.3137,2.04217,2.31861,18.0386,18.1191,-4.50169,-2.77946,10.965,11.3979,-29.2122,-29.7128,
0.03,2.68208,3.22746,3.6545,3.71025,0.438882,-3.0305,-2.60946,-3.10895,-13.5036,-11.3167,2.11822,2.31372,18.307,18.1674,-4.55143,-2.77457,10.6504,11.4041,-29.2172,-29.6958,
0.035,2.82025,3.23612,4.13469,3.7795,0.344451,-3.02777,-2.95941,-3.10023,-13.6348,-11.3179,2.00987,2.32443,18.642,18.2251,-4.59055,-2.77509,10.3729,11.4023,-29.2767,-29.6689,
0.04,2.91392,3.22286,4.27734,3.82045,0.314329,-3.02016,-3.08701,-3.08756,-13.6913,-11.3185,2.03767,2.33514,18.9245,18.2976,-4.64219,-2.7784,10.2202,11.4057,-29.1161,-29.6405,
0.045,3.01174,3.20004,4.26902,3.82859,0.303358,-3.01164,-3.39171,-3.07678,-13.6807,-11.3208,2.13939,2.33942,19.1685,18.3703,-4.69169,-2.78181,9.87967,11.4157,-29.0529,-29.6154,
0.05,3.11753,3.18728,3.87437,3.8077,0.340368,-3.00647,-3.61106,-3.07792,-13.5601,-11.3182,2.296,2.35096,19.15,18.4072,-4.71378,-2.78625,9.53886,11.4123,-28.597,-29.5879,
0.055,2.43642,3.19222,2.75592,3.79041,0.717439,-3.00594,-3.05728,-3.08437,-13.186,-11.3103,2.3452,2.37604,19.5139,18.3915,-4.74999,-2.79132,9.50176,11.387,-28.4412,-29.5585,
