time,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,synergy9,synergy10,
1.31,0,0,0,0,0.215407,0.100367,0,0,0.124252,0,
1.315,0,0.000390679,0.0252416,0.000297536,0.223583,0.145667,0,0,0.0637385,0,
1.32,0,0,0.00505976,0.000506411,0.215725,0.130999,0,0,0.0867856,0,
1.325,0,0,0,0,0.251678,0.127099,0,0,0.0672119,0,
1.33,0.000128219,0.000151949,0,0,0.2342,0.0967143,0,0,0.0497799,0,
1.335,0,3.05271e-05,0,0,0.231775,0.106079,0,0,0.0306022,0,
1.34,0,0,3.96518e-05,6.62105e-05,0.230209,0.0932825,0,0,0.0016908,0,
1.345,0,0,0,0,0.235143,0.0815494,0,0,7.16706e-05,0.000393856,
1.35,0,0.387703,0.00108279,0,0.10362,0.0386329,0.00648148,0.271205,0,0.288099,
1.355,0,0,0,0.000532512,0.203863,0,0,0,0,0,
1.36,0,0,0,0,0.251892,0.0041336,0,0,0,0,
1.365,0,0,0,0,0.283291,0.00168909,0,0,0,0,
1.37,0,0,0,0,0.267327,0.000837664,0,0,0,0,
1.375,0.000470143,0,0,0,0.274332,0.000125016,8.12446e-06,0,0,0,
1.38,0,0,0,0,0.272857,0,0,0,0,0,
1.385,0,0,0,0,0.281865,0,0,0,0,0,
1.39,0,0,0,0,0.285883,0,0,0,0,0,
1.395,0.000393989,0,0,0,0.28926,0,0,0,0.00119705,0,
1.4,0.000232047,0,0.00049566,0,0.308443,0,0,0,0,0,
1.405,0,0,0,0,0.305029,0,0,0,0,0,
1.41,0,0,0,0.000147399,0.3114,0,0.000457473,0,0,0,
1.415,0,0,0,0,0.314294,0,0,0,0.000951249,0,
1.42,0,0,0,0.000144505,0.316737,0,0,0,0,0,
1.425,0,0.000552451,0,0,0.315058,0,0,0,0,0,
1.43,0,0,0,9.68797e-05,0.309419,0,0,0,0,0,
1.435,0,0,0,0,0.313789,0,0,0,0,0,
1.44,0,0,0,0,0.320538,0,0,0,0,0,
1.445,0,0,0,0,0.312107,0,0,0,0,0,
1.45,0,0,0,0,0.322799,0,0,0,0,0,
1.455,0,0,0,0,0.321952,0,3.60906e-05,0.000101139,0,0,
1.46,0,8.26445e-05,0,0,0.326322,0,0,0,0,0,
1.465,0,0,0,0,0.345283,0,0,0,0,0.000400252,
1.47,0,0,0,0,0.356802,0,0,0,0,0,
1.475,0,0,0,0.000159272,0.36059,0,0,0,0,0,
1.48,0,0,0,0,0.365492,0,0,0,0,0,
1.485,0,0,0,0,0.352463,0,0,0,0,0.000294157,
1.49,0,0,0,0,0.335835,9.85402e-06,0,0,0,0,
1.495,0,0.00501325,0,0,0.330164,4.83412e-05,0.00219387,0,0,0.0124291,
1.5,0,0.0285394,0.000734455,0,0.329978,0,0,0.0152733,0,0.0201778,
1.505,0,0.0163478,0,0,0.371266,1.73473e-05,0.00107094,0.0272319,0,0.0302758,
1.51,0,0.0523116,0,0,0.352651,5.68097e-05,0.000381396,0.0385959,0,0.0159674,
1.515,0,0.0718954,0.001378,0,0.363052,0,0.0146172,0.0659605,0,0.0045404,
1.52,0,0.0669803,0,0,0.353701,0.00246011,0,0.0916665,0.000544418,0.0365955,
1.525,0,0.0793952,0,0,0.37192,0,0.017547,0.109896,0.00222892,0.0413815,
1.53,0.000600542,0.0902472,0,0,0.402651,0,0.00235112,0.122581,0,0.0151972,
1.535,0.0002973,0.128556,0.000155408,0.000376735,0.412394,0.000341232,0.0196926,0.140756,0,0.0114373,
1.54,0,0.148398,0,0.000351272,0.44306,0,0.0323929,0.185681,0,0.0517342,
1.545,0.000357613,0.146488,0,0.000243668,0.475349,0.000157153,0.0268243,0.237837,0,0.0509385,
1.55,0,0.127855,0,0.000126375,0.472425,5.27224e-05,0.0335367,0.241831,0,0.109443,
1.555,0.000360926,0.274981,0,0,0.502411,0,0.0281027,0.257588,0,0.0616656,
1.56,0,0.276367,0.000309671,0,0.463891,0,0.0813313,0.222007,0,0.10839,
1.565,0,0.21161,0.00083899,0,0.453726,0.000266121,0.0424534,0.294478,0,0.0722881,
1.57,0,0.324544,0,0,0.428328,0.0115289,0,0.304337,0,0.0432355,
1.575,0,0.218242,0.000757649,0.000502552,0.398263,0,0,0.335297,0,0.130917,
1.58,0.000270112,0.330674,0,0,0.381007,0,0.0318869,0.386493,0,0.113509,
1.585,0,0.289403,0,0,0.367434,0,0.021517,0.457534,0,0.0963691,
1.59,0,0.436391,0,0,0.383763,0,0.0208804,0.430725,0.00642025,0.137187,
1.595,0,0.21364,0,0.000231751,0.397824,0.000856392,0.0131587,0.520946,0,0.106173,
1.6,0,0.510122,0,0,0.420724,0.00165819,0.075887,0.470419,0,0.111034,
1.605,0,0.336208,0,0,0.395918,0,0.203227,0.432792,0,0.277389,
1.61,0,0.661584,0,0,0.436173,0.00286386,0.10978,0.490649,0,0.100125,
1.615,0,0.425931,0,0.000876133,0.418039,0.00249184,0.113035,0.523637,0.00215969,0.139007,
1.62,0,0.384884,0,0,0.403607,0.00180163,0.138027,0.474218,0,0.122785,
1.625,0,0.212257,0,0,0.409039,0.00761147,0.0427507,0.560981,0,0.0695549,
1.63,0,0.154507,1.55331e-05,0,0.386636,0.0213785,0.155293,0.448927,0.000439932,0.241633,
1.635,0,0.640639,0.000120301,0,0.406152,0.0293173,0.235033,0.353763,0,0.191721,
1.64,0,0.350394,0.00484544,0,0.341438,0.0291751,0.2666,0.447339,0.00297836,0.119566,
1.645,0.000346765,0.163706,0.02823,0,0.323247,0.0138161,0.272086,0.508426,0.00224757,0.239784,
1.65,0.00666212,0.38792,0.043617,0,0.375983,0.0371204,0.225158,0.528466,0.0446429,0.230836,
1.655,0.0127292,0.386973,0.077892,0.000120242,0.328036,0,0.283996,0.497143,0,0.210189,
1.66,0.00811156,0.309452,0.0223862,6.20598e-05,0.309644,0.00216261,0.355105,0.468886,0,0.282181,
1.665,0.0323147,0.38744,0.0200993,0,0.321246,0.0146619,0.285513,0.468228,0.0679017,0.29477,
1.67,0.047851,0.431814,0.3264,0.00605687,0.332916,0.0256484,0.337027,0.282733,0.0354004,0.473414,
1.675,0.0461173,0.348938,0.00655555,0,0.316395,0.0605852,0.303649,0.551734,0.0103098,0.0552362,
1.68,0.111632,0.352297,0.0411421,0.000378137,0.233055,0.0549589,0.510016,0.525754,0.186087,0.0851315,
1.685,0.0927601,0.358863,0.14767,0,0.166559,0.029783,0.603338,0.53703,0.242817,0.0911381,
1.69,0,0.197484,0.103443,0.0173353,0.170774,0.107833,0.645573,0.420493,0.20623,0.717372,
1.695,0,0.099159,0.142742,0.00693247,0.261314,0.104809,0.741521,0.585123,0.255082,0.0191034,
1.7,0.0272543,0.388286,0.0740705,0.025424,0.211539,0.239678,0.716843,0.634537,0.12819,0.138896,
1.705,0.0664183,0.604578,0.113719,0.0186947,0.193635,0.177447,0.541516,0.701626,0.274565,0.148019,
1.71,0.058609,0.503652,0.379277,0.0513911,0.203253,0.203172,0.715152,0.640419,0.334906,0.253712,
1.715,0.0148558,0.674204,0.0745162,0.0103423,0.248943,0.213936,0.415047,0.788268,0.312742,0.202146,
1.72,0,0.338962,0.254558,0.0888473,0.213283,0.243366,0.717625,0.701054,0.241881,0.315282,
1.725,0.0405579,0.564491,0.135286,0.0833001,0.229998,0.185158,0.755392,0.757994,0.31129,0.636917,
1.73,0.0172978,0.386833,0.33628,0.034595,0.19609,0.193635,0.761987,0.642126,0.167661,0.344598,
1.735,0.0120442,0.467026,0.198728,0.12529,0.191963,0.1582,0.851809,0.81176,0.440635,0.755492,
1.74,0.0181056,0.266967,0.366093,0.0380284,0.201114,0.238215,0.676195,0.709966,0.376055,0.49282,
1.745,0.0223078,0.472029,0.364224,0,0.149764,0.165426,0.906519,0.634189,0.158636,0.498637,
1.75,0.0317978,0.470201,0.304679,0,0.105709,0.143314,0.886541,0.713878,0.355477,0.730164,
1.755,0.0439773,0.763405,0.391285,0.000983095,0.13972,0.168665,0.774891,0.70761,0.370765,0.827331,
1.76,0.0885301,0.578578,0.40197,0.0795722,0.101376,0.182899,0.77639,0.864705,0.416359,0.7496,
1.765,0.080147,0.704857,0.489275,0.0427252,0.0876074,0.174893,0.766099,0.715275,0.327225,1,
1.77,0.0763525,0.687301,0.4166,0.0844578,0.0727472,0.0770374,0.897166,0.813201,0.412405,0.698917,
1.775,0.0317697,0.545083,0.455211,0.0901245,0.00854353,0,0.882862,0.828505,0.304423,0.77312,
1.78,0,0.573786,0.408279,0.0817055,0.0341296,0.0293325,0.93863,0.786118,0.289017,0.908441,
1.785,0.022966,0.531395,0.496341,0.0234888,0.0254605,0.0154355,0.833702,0.85101,0.179771,0.82938,
1.79,0.028367,0.573487,0.485263,0.00542707,0.00926608,0.0102702,0.746648,0.902566,0.0789015,0.758171,
1.795,0.0248995,0.670919,0.587016,0,0,0,0.798104,0.792067,0.124672,0.857012,
1.8,0.215896,0.778363,0.427844,0.164749,0.43882,0.588613,0.925429,0.781428,0.27524,0.811894,
1.805,0.0327339,0.732014,0.5989,0,0,0.363989,0.971409,0.810082,0.0258975,0.822803,
1.81,0.0538522,0.560365,0.684863,0.0336901,0.0852387,0.00336953,0.816107,0.876478,0.290741,0.821484,
1.815,0.0830734,0.623496,0.655774,0.0143038,0,0.0274831,0.811889,0.883242,0.350052,0.76925,
1.82,0.0640019,0.834488,0.661884,0,0,0.100278,0.835982,0.833037,0.0202078,0.670967,
1.825,0.0321994,0.602025,0.547591,0.00150493,0.00150395,0.00565975,0.857338,0.904373,0.125123,0.835356,
1.83,0.42225,0.655737,1,0.264984,0.265768,0.855543,0.773302,0.661189,0.699357,0.906413,
1.835,0.0523856,0.651343,0.425643,0,0.00271882,0.0137495,0.890125,0.967605,0.0145035,0.6873,
1.84,1,0.546238,0.521941,0.595742,0.615915,0.445138,0.809148,0.921359,0.049903,0.886988,
1.845,0,0.830799,0.467988,0.005688,0.00124376,0.419809,1,0.890075,0.00318461,0.622522,
1.85,0.0936371,0.706352,0.704753,0,0,0.00415399,0.586052,0.972223,0.00902533,0.620965,
1.855,0.111669,0.59028,0.728822,0,0,0.0482075,0.743241,0.874423,0.354615,0.809904,
1.86,0.0499995,0.685329,0.610103,0.0065648,0.00466364,0.062671,0.758493,0.912085,0.0606566,0.754803,
1.865,0.115764,0.80962,0.561809,0,0.00404351,0.0601622,0.95566,0.812211,0.208717,0.764225,
1.87,0.127912,0.671456,0.435595,0,0,0.0293804,0.639675,1,0.178777,0.66706,
1.875,0.0493838,0.661306,0.515258,0,0.00198004,0.276636,0.713737,0.865087,0.310575,0.886325,
1.88,0,0.763884,0.561086,0.101674,0.282263,0.00953592,0.321953,0.812888,0.253588,0.700754,
1.885,0.176924,1,0.498984,0.00389704,0,0.000206404,0.281401,0.688743,0.0331964,0.926306,
1.89,0.0704535,0.870317,0.404339,0.0136732,0,0,0.560613,0.594325,0.598707,0.78338,
1.895,0.0699831,0.593819,0.401507,0.0786143,0.0304255,0.0477799,0.296592,0.726332,0.318379,0.652217,
1.9,0.0909891,0.164496,0.425365,0.143144,0.0170806,0.0587519,0.465328,0.665561,0.228424,0.88926,
1.905,0.124312,0.521792,0.394379,0.04779,0.0421801,0.0109325,0.624933,0.65283,0.310954,0.539653,
1.91,0.144143,0.504746,0.553931,0.103655,0.169381,0.0769518,0.562011,0.567358,0.31842,0.65024,
1.915,0.0226425,0.482327,0.637217,0.000838788,0,0.0825398,0.525133,0.509083,0.235872,0.725297,
1.92,0.0112803,0.156462,0.512233,0.0214645,0.0115454,0.131475,0.474824,0.686232,0.322239,0.724085,
1.925,0.0731363,0.500189,0.627275,0.136072,0.0131841,0.125073,0.595989,0.619528,0.0509009,0.724042,
1.93,0.0655128,0.310189,0.610109,0.0508027,0.0238251,0.356887,0.616136,0.587402,0.176756,0.716029,
1.935,0.109179,0.311986,0.563778,0.129112,0.0784375,0.276191,0.54971,0.565837,0.0413967,0.635435,
1.94,0.0454787,0.302461,0.607903,0.100475,0.0258365,0.330884,0.511412,0.482676,0.137797,0.514603,
1.945,0.0528551,0.251045,0.646508,0.0260862,0.0436411,0.347744,0.558834,0.468617,0.143419,0.455937,
1.95,0.0479538,0.444148,0.681396,0.00245026,0.0561557,0.37086,0.44247,0.425677,0.102775,0.675284,
1.955,0,0.390405,0.699773,0,0.0191188,0.268246,0.570511,0.514133,0.176937,0.389806,
1.96,0.00299854,0.378133,0.638064,0,0.121037,0.416502,0.524537,0.544948,0.137956,0.630958,
1.965,0,0.192402,0.583016,0.0062934,0.0771223,0.40717,0.390192,0.693872,0.086105,0.48678,
1.97,0.0104986,0.313468,0.618845,0.0163432,0.0360879,0.301551,0.502971,0.546757,0.0634465,0.514681,
1.975,0.0103777,0.239783,0.59762,0.0107169,0.0570814,0.34972,0.483681,0.540208,0.00226075,0.350267,
1.98,0.0138139,0.253312,0.521643,0,0.0499656,0.382349,0.391039,0.525739,0.00742608,0.320616,
1.985,0.00326712,0.306657,0.507026,0,0.0563812,0.475406,0.450686,0.462087,0.0413992,0.356608,
1.99,0.00637154,0.391868,0.526325,0.00204597,0.0646594,0.385868,0.492875,0.416126,0.0752915,0.461549,
1.995,0,0.428227,0.489385,0,0.0503188,0.430256,0.346009,0.574119,0.0556738,0.119845,
2,0.0090223,0.46727,0.517019,0.00061525,0.0832865,0.403363,0.3779,0.569211,0.000395565,0.267082,
2.005,0,0.205724,0.471484,0.0135214,0.0352714,0.345447,0.527195,0.524198,0,0.401761,
2.01,0.0058102,0.196139,0.432367,0,0.0522567,0.353739,0.369696,0.608657,0,0.231169,
2.015,0.0143785,0.460737,0.394905,0,0.0824279,0.422801,0.454177,0.459066,0.00372922,0.118841,
2.02,0.0136778,0.168412,0.343422,0,0.076992,0.471324,0.272159,0.483577,0.00656248,0.416737,
2.025,0.0113536,0.20293,0.36303,0,0.0698013,0.458922,0.276897,0.476636,0.053458,0.341517,
2.03,0.0121123,0.17423,0.382387,0.00383589,0.0898131,0.452485,0.407662,0.339987,0.00862182,0.623016,
2.035,0,0.133159,0.373449,0.00137865,0.00352429,0.431487,0.497816,0.422165,0.0151195,0.188699,
2.04,0,0.321943,0.415659,0.000166823,0,0.348944,0.538527,0.421346,0.0013483,0.12032,
2.045,0,0.220328,0.464863,0.00340684,0.180362,0.353291,0.220581,0.559327,0.0100384,0.230695,
2.05,0.0079863,0.364218,0.450194,0.000331708,0.0195023,0.341777,0.237198,0.521914,0.0145128,0.337367,
2.055,0.00113779,0.398662,0.46985,0,0,0.415164,0.282926,0.462307,0,0.487541,
2.06,0.0133788,0.413123,0.431794,0.00508776,0.0677709,0.345355,0.276955,0.481297,0,0.401053,
2.065,0.0293395,0.398481,0.436227,0.0255012,0.276946,0.270352,0.394185,0.3774,0,0.168574,
2.07,0.0175226,0.289409,0.318965,0.0205357,0.0068632,0.306644,0.0293378,0.396015,0,0.775958,
2.075,0.027013,0.40759,0.370919,0,0.00344952,0.383498,0.1085,0.335725,0,0.384698,
2.08,0.00236758,0.324413,0.412416,0.0716017,0.0887563,0.40003,0.239907,0.360844,0,0.223532,
2.085,0.010495,0.289361,0.389972,0,0.0497765,0.361285,0.22633,0.34739,0.014109,0.472317,
2.09,0.014255,0.372282,0.422404,0.0413333,0.00422309,0.359032,0.268475,0.355546,0.00274388,0.436679,
2.095,0.00602392,0.291199,0.497184,0.00588365,0.0204258,0.260068,0.269541,0.293149,0,0.680158,
2.1,0.00282826,0.328089,0.336802,0.0811318,0.0838971,0.359527,0.440998,0.276222,0,0.53015,
2.105,0.0296709,0.443655,0.308854,0.0693426,0.00532492,0.298939,0.356153,0.268268,0.00017764,0.288943,
2.11,0.0111293,0.117022,0.35474,0.0146722,0.0394107,0.312033,0.230146,0.178975,0,0.696947,
2.115,0,0.413485,0.293175,0,0,0.322843,0.303937,0.201336,0.00419327,0.175415,
2.12,0,0.194138,0.307139,0.00107945,0.0141392,0.315909,0.184107,0.238544,0.0158077,0.445972,
2.125,0.00216079,0.309555,0.306166,0.00138824,0.0227184,0.311271,0.245366,0.317279,0,0.409621,
2.13,0,0.180229,0.307351,0.0448359,0,0.302206,0.191871,0.342971,0.0108515,0.542114,
2.135,0,0.231866,0.284203,0.0478634,0.00709897,0.283494,0.214151,0.343919,0.00402838,0.267301,
2.14,0.00125653,0.269282,0.252854,0.0343762,0.00527892,0.297292,0.170741,0.229006,0,0.290114,
2.145,0.00736448,0.353923,0.235699,0.00567068,0.0113978,0.332346,0.218199,0.173886,0,0.161327,
2.15,0.00784781,0.140931,0.233584,0,0.00464757,0.315218,0.138272,0.198913,0.00854417,0.415514,
2.155,0,0.324031,0.259482,0.00231547,0,0.331604,0.190292,0.222393,0.00480858,0.0848377,
2.16,0.000231191,0.153466,0.223139,0.0023909,0.0122652,0.288036,0.12245,0.307894,0.00490092,0.120076,
2.165,0.00724055,0.184164,0.266057,0.0361578,0.295253,0.0845193,0.144101,0.200233,0.0126429,0.19232,
2.17,0,0.365418,0.233413,0,0,0.246159,0.0658976,0.239963,0,0.187018,
2.175,0.00966946,0.556392,0.214623,0,0,0.253896,0.0724361,0.200741,0,0.106327,
2.18,0,0.213523,0.178995,0.0330161,0.0584583,0.285675,0.073465,0.189564,9.17507e-05,0.224453,
2.185,0.000434206,0.265361,0.165235,0.0125622,0.0288435,0.170476,0.0328015,0.188929,0.00491037,0.0939901,
2.19,0,0.297996,0.15603,0.0448193,0.00679018,0.120987,0.0544003,0.126402,0,0.0930417,
2.195,0.00506557,0.242434,0.165405,0.0290102,0.0755181,0.176842,0.0323419,0.155904,0.000718007,0.192232,
2.2,0.00596422,0.184508,0.120592,0.0138722,0.0102854,0.0756891,0.0362346,0.192637,0,0.0939657,
2.205,0.00122068,0.37446,0.134332,0.0247905,0.143903,0.0767389,0.118187,0.116581,0,0.214681,
2.21,0,0.191601,0.0454077,0.0154294,0.0675445,0.070589,0.0437924,0.187637,0.0019885,0.0802863,
2.215,0.000576721,0.240598,0.079255,0.0272642,0.161662,0.0825685,0.000605408,0.157257,0,0.096914,
2.22,0.00118799,0.206506,0.051909,0.0276115,0.0952304,0.020293,0.00546637,0.159908,0.00237689,0.0504475,
2.225,0.00130155,0.217642,0.021274,0.000716921,0.21746,0.0300249,0.011189,0.163883,0.00353758,0.0511711,
2.23,0.00343245,0.169976,0.0455735,0.0307361,0.200448,0.150787,0.010712,0.169831,0,0.08792,
2.235,0,0.350652,0.0247707,0.000862823,0.271906,0,0.0660579,0.106744,0.000624661,0.0416278,
2.24,0,0.144381,0,0.0298486,0.272223,0.00541496,0.0116425,0.146179,0,0.0339794,
2.245,0,0.246389,0.00413636,0.00682705,0.43241,0.0215713,0.0367556,0.101179,0,0.0444605,
2.25,0,0.251294,0.0137846,0.0325206,0.308462,0.298303,0.107694,0.0821585,0.000343285,0.079089,
2.255,0.000215078,0.221772,0.00273008,0.00461067,0.412806,0,0,0.12568,0,0.00413455,
2.26,0,0.175831,0,0.0206714,0.530153,0,0.00884821,0.100445,0,0.0633589,
2.265,0.0101663,0.192116,0,0.0258301,0.567838,0.00828801,0,0.0705056,0,0.0530457,
2.27,0.0495285,0.123682,0.00729078,0.222724,0.354675,0.412779,0.109659,0.03045,0,0.0526224,
2.275,0.000323899,0.0991934,0,0.0318314,0.501837,0,0.00697738,0.0854599,5.25611e-05,0.00189692,
2.28,0.232663,0.0150821,0.0112261,0.345731,0.460333,0.325265,0.0527163,0.119115,0,0.0656499,
2.285,0,0.0486283,0.0386564,0.00353174,0.704174,0,0.0620402,0.00516137,0.000518582,0.32599,
2.29,0,0.0738116,0,0.0987278,0.772608,0,0,0.105421,0,0.0570485,
2.295,0.00671911,0.113182,0.0205286,0.914254,0.992541,0.238238,0.0614916,0.050738,0,0.0319409,
2.3,0.0974145,0.0737492,0,0,1,0.00158257,0.0133262,0.10972,0.000466323,0.0356071,
2.305,0,0.127925,0,0.696287,0.497012,0.393486,0.0569988,0.030158,0,0.00715854,
2.31,0.0695316,0.0310744,0.0107416,0.00091598,0.675779,0.0169458,0.0380977,0.072879,0,0.0411847,
2.315,0.000290587,0.0320424,0,0.0466657,0.693216,0.0131972,0.0480785,0.0544105,0.000179784,0.0225253,
2.32,0.0226811,0.00822638,0,0.323837,0.419847,0.237901,0,0.0709346,0,0,
2.325,0,0,0,0.0624568,0.696414,0,0.0451579,0.0566946,0,0,
2.33,0.00525141,0.147712,0,0.47878,0.420301,0.458831,0,0.117854,0.00140688,0.140072,
2.335,0,0,0,0.0430302,0.722548,0,0.0730708,0.0319693,0,0,
2.34,0,0,0,0.373179,0.766445,0,0.122644,0.0101595,0.00066505,0,
2.345,0,0,0,0.152394,0.823712,0.115055,0.0774834,0.069571,0,0.000808035,
2.35,0.000285069,0.335061,0,0.639711,0.510439,0.0513785,0.175674,0.372328,0,0.320555,
2.355,0,0,0,0.0252652,0.889247,0.136416,0,0,0,0,
2.36,0,0.271626,0,0.516185,0.532748,0,0.0408113,0.228738,0,0.0950184,
2.365,0,0,0,0.228634,0.674349,0.160773,0.00191658,0,0,0,
2.37,0,0.214931,0.00537183,0.602079,0.457904,0,0.0747657,0.212526,0,0,
2.375,0,0,0,0.31264,0.560827,0.0819496,0,0,0,0,
2.38,0,0.00337015,0,0.433693,0.629568,0,0.0604496,0,0,0,
2.385,0,0,0,0.306594,0.833749,0.0423064,0.0990471,0.0534374,0,0.00423236,
2.39,0.0007873,0,0,0.337198,0.658003,0.0273579,0.128202,0,0.000979818,0,
2.395,0,0,0,0.434506,0.840773,0.0160747,0.089706,0.0179452,0,0,
2.4,0,0,0,0.436867,0.613875,0.0442963,0.115971,0,0,0,
