iteration,loss,learning rate,
1,355.665,0.02,
2,289.034,0.02,
3,236.741,0.02,
4,211.923,0.02,
5,200.4,0.02,
6,195.392,0.02,
7,190.809,0.02,
8,186.736,0.02,
9,184.175,0.02,
10,183.909,0.02,
11,183.588,0.02,
12,181.923,0.02,
13,179.272,0.02,
14,175.444,0.02,
15,171.194,0.02,
16,167.436,0.02,
17,164.43,0.02,
18,162.126,0.02,
19,159.968,0.02,
20,157.58,0.02,
21,155.001,0.02,
22,152.912,0.02,
23,151.121,0.02,
24,149.036,0.02,
25,146.759,0.02,
26,144.152,0.02,
27,141.685,0.02,
28,139.343,0.02,
29,137.498,0.02,
30,135.596,0.02,
31,133.708,0.02,
32,132.291,0.02,
33,131.725,0.02,
34,130.552,0.02,
35,128.474,0.02,
36,127.074,0.02,
37,126.6,0.02,
38,125.459,0.02,
39,123.79,0.02,
40,122.555,0.02,
41,123.421,0.02,
42,122.479,0.02,
43,121.358,0.02,
44,118.718,0.02,
45,117.36,0.02,
46,116.11,0.02,
47,116.348,0.02,
48,114.585,0.02,
49,113.176,0.02,
50,112.071,0.02,
51,111.354,0.02,
52,110.592,0.02,
53,108.658,0.02,
54,107.397,0.02,
55,106.273,0.02,
56,104.864,0.02,
57,103.996,0.02,
58,103.585,0.02,
59,102.494,0.02,
60,101.693,0.02,
61,101.879,0.02,
62,101.376,0.02,
63,100.923,0.02,
64,100.825,0.02,
65,100.847,0.02,
66,100.541,0.02,
67,100.502,0.02,
68,100.743,0.02,
69,100.496,0.02,
70,100.231,0.02,
71,100.863,0.02,
72,99.3086,0.02,
73,100.121,0.02,
74,97.4272,0.02,
75,97.5189,0.02,
76,96.7361,0.02,
77,95.2877,0.02,
78,94.6651,0.02,
79,94.3143,0.02,
80,93.5963,0.02,
81,93.9605,0.02,
82,93.3937,0.02,
83,93.097,0.02,
84,92.4331,0.02,
85,93.9948,0.02,
86,92.1173,0.02,
87,92.9242,0.02,
88,92.4096,0.02,
89,92.0496,0.02,
90,91.5273,0.02,
91,91.8988,0.02,
92,91.4931,0.02,
93,91.6089,0.02,
94,91.6399,0.02,
95,91.1653,0.02,
96,91.501,0.02,
97,91.0449,0.02,
98,92.0978,0.02,
99,91.3618,0.02,
100,91.2234,0.02,
101,91.3093,0.02,
102,90.8098,0.02,
103,91.8124,0.02,
104,90.8765,0.02,
105,90.9346,0.02,
106,91.2554,0.02,
107,90.6715,0.02,
108,90.781,0.02,
109,91.0652,0.02,
110,90.99,0.02,
111,90.618,0.02,
112,90.5561,0.02,
113,91.0801,0.02,
114,90.6473,0.02,
115,90.7063,0.02,
116,90.5156,0.02,
117,90.8918,0.02,
118,90.8859,0.02,
119,92.3341,0.02,
120,91.8258,0.02,
121,90.7638,0.02,
122,90.7057,0.02,
123,90.8959,0.02,
124,91.0479,0.02,
125,90.2963,0.02,
126,90.1322,0.02,
127,90.1376,0.02,
128,90.3328,0.02,
129,90.4264,0.02,
130,90.2006,0.02,
131,89.9628,0.02,
132,89.8013,0.02,
133,89.6596,0.02,
134,89.5408,0.02,
135,89.754,0.02,
136,89.3851,0.02,
137,89.49,0.02,
138,89.5043,0.02,
139,91.1833,0.02,
140,91.8188,0.02,
141,91.1861,0.02,
142,89.4219,0.02,
143,90.0742,0.02,
144,89.9646,0.02,
145,91.1029,0.02,
146,89.7355,0.02,
147,89.9172,0.02,
148,89.2106,0.02,
149,89.6158,0.02,
150,88.9418,0.02,
151,89.163,0.02,
152,88.6911,0.02,
153,89.5719,0.02,
154,88.4079,0.02,
155,88.3754,0.02,
156,88.227,0.02,
157,88.2186,0.02,
158,88.2632,0.02,
159,88.1383,0.02,
160,88.0666,0.02,
161,88.1247,0.02,
162,87.8631,0.02,
163,87.8899,0.02,
164,88.2594,0.02,
165,88.752,0.02,
166,88.6919,0.02,
167,88.6431,0.02,
168,88.6985,0.02,
169,88.7492,0.02,
170,88.7553,0.02,
171,88.4647,0.02,
172,88.5152,0.02,
173,88.3139,0.02,
174,88.0896,0.02,
175,88.2493,0.02,
176,88.1986,0.02,
177,88.4449,0.02,
178,88.0065,0.02,
179,87.7698,0.02,
180,88.0865,0.02,
181,87.8728,0.02,
182,87.7303,0.02,
183,87.6945,0.02,
184,87.7056,0.02,
185,87.7058,0.02,
186,87.5724,0.02,
187,87.8662,0.02,
188,87.9793,0.02,
189,87.8579,0.02,
190,87.7178,0.02,
191,87.7424,0.02,
192,87.7714,0.02,
193,87.9069,0.02,
194,88.0092,0.02,
195,88.0473,0.02,
196,89.6633,0.02,
197,89.2968,0.02,
198,88.1321,0.02,
199,88.0788,0.02,
200,87.9629,0.02,
201,87.8647,0.02,
202,87.9385,0.02,
203,87.9217,0.02,
204,87.9172,0.02,
205,87.972,0.02,
206,87.6033,0.02,
