mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0.101311,0.101419,0.0224904,0.0865119,0.0580835,0.0675548,0.0957736,0.109721,
addlong_r,0.0527158,0.0864847,0.0492006,0.064125,0.08576,0.0620207,0.0063236,0.0654086,
addmagDist_r,0.0783643,0.104377,0.0113007,0.082797,0.0953594,0.00236531,0.0836913,0.0577054,
addmagIsch_r,0.0155566,0.0419625,0.0520826,0.0467524,0.0932168,0.0784823,0.0606737,0.00868081,
addmagMid_r,0.106288,0.100339,0.10091,0.0845927,0.0507186,0.0395661,0.0240293,0.0866579,
addmagProx_r,0.0715081,0.0523161,0.0392981,0.0135796,0.070257,0.0924324,0.0180752,0.0990355,
bflh_r,0.00405028,2.84537e-07,0.0170198,0.0289517,0.00386309,0.112187,0.54389,0.0959609,
bfsh_r,0.00404975,1.83762e-07,0.0170195,0.0289515,0.00386361,0.112187,0.54389,0.0959611,
edl_r,0.0519993,0.0858837,0.109633,0.0472246,0.00397111,0.0894814,0.0909483,0.066556,
ehl_r,0.0704495,0.0815916,0.0223731,0.0979024,0.0377217,0.102133,0.0889831,0.0256358,
fdl_r,0.0705337,0.0582394,0.0163298,0.0983292,0.0570753,0.0234705,0.03205,0.030844,
fhl_r,0.0346962,0.00654337,0.110373,0.0468149,0.0880155,0.0467821,0.0578363,0.0465646,
gaslat_r,0.107051,0.0787596,0.0589181,0.0586786,0.103059,0.0634052,0.0507355,0.10321,
gasmed_r,0.0939935,0.0225827,0.0365978,0.0500567,0.00269573,0.0465058,0.0860051,8.32434e-05,
glmax1_r,3.57665e-05,0.00842634,0.0325139,0.00068963,0.0354524,0.656813,0.00143693,0.0826009,
glmax2_r,3.53688e-05,0.00842804,0.0325097,0.000889553,0.0353924,0.656793,0.00141511,0.0825862,
glmax3_r,5.8114e-06,0.00843754,0.0325021,0.0007225,0.0354451,0.656795,0.00149624,0.0825764,
glmed1_r,0.0482349,0.0969011,0.0471187,0.0528236,0.0620402,0.0117573,0.0256247,0.085871,
