time,synergy1,synergy2,synergy3,synergy4,
3.6,0.387674,0.183212,0.147091,0.655733,
3.605,0.682857,0.4115,0.516865,0.466007,
3.61,0.0188417,0.494832,0.797085,0.391054,
3.615,0.445143,0.540965,0.864009,0.662458,
3.62,0.430585,1,1,0.515696,
3.625,0.699439,0.734899,0.0247692,0.330256,
3.63,0.576788,0.51729,0.25314,0.972242,
3.635,0.208768,0.544124,0.312013,0.809694,
3.64,0.218724,0.229299,0.61763,0.149021,
3.645,0.945544,0.751793,0.617397,0.136772,
3.65,0.213701,0.52787,0.53663,0.33031,
3.655,0.133171,0.242382,0.78661,0.743135,
3.66,0.651607,0.914944,0.1447,0.865786,
3.665,0.768539,0.241926,0.244607,0.0146623,
3.67,1,0.0629077,0.495009,0.682911,
3.675,0.704444,0.466423,0.947979,0.396619,
3.68,0.227576,0.200505,0.593566,0.922359,
3.685,0.326613,0.0719801,0.192576,0.977962,
3.69,0.829005,0.698291,0.174419,1,
3.695,0.661487,0.933891,0.00155694,0.50538,
3.7,0.409347,0.743277,0.896366,0.402958,
3.705,0.332291,0.031386,0.679241,0.0696018,
3.71,0.913061,0.72944,0.682768,0.347894,
3.715,0.216708,0.613731,0.114189,0.280477,
3.72,0.689103,0.151503,0.397665,0.303641,
3.725,0.470265,0.717195,0.486363,0.20602,
3.73,0.0478954,0.94636,0.00499055,0.316624,
3.735,0.828505,0.863435,0.50263,0.375067,
3.74,0.250741,0.775891,0.806221,0.618092,
3.745,0.406508,0.289254,0.913211,0.92347,
3.75,0.312064,0.733345,0.907582,0.60868,
3.755,0.186412,0.271159,0.426294,0.600191,
3.76,0.264087,0.784438,0.536819,0.537183,
3.765,0.218395,0.250078,0.471818,0.063377,
3.77,0.374346,0.00735494,0.579851,0.734757,
3.775,0.946255,0.285605,0.0434705,0.769493,
3.78,0.814388,0.341998,0.461926,0.728489,
3.785,0.313202,0.716307,0.921597,0.593119,
3.79,0.337307,0.340794,0.498947,0.454555,
3.795,0.273239,0.554509,0.148478,0.117145,
