time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
0.285,-15.6123,-21.0138,-50.35,-48.6045,8.18883,9.98615,-42.8746,-62.0202,23.7748,15.4099,21.0109,20.8243,16.0441,13.3642,-3.01189,-7.03663,-12.7756,3.30941,7.08804,3.0837,
0.29,-13.0735,-21.0084,-50.1062,-48.6438,8.18232,9.76084,-41.2028,-60.4993,24.1239,13.1751,21.5937,13.1998,13.8213,8.91173,-2.61884,-5.55689,-12.5982,3.94306,7.04728,3.03653,
0.295,-12.0786,-20.228,-50.0959,-49.1994,7.65558,9.49795,-39.1996,-58.8702,23.4016,10.6023,18.2274,6.81388,11.0934,3.88459,-2.33981,-3.87939,-12.3174,3.96097,7.01376,3.00311,
0.3,-10.7107,-18.7468,-49.8198,-50.2148,7.32838,9.23153,-36.5833,-57.1808,20.9272,7.75276,14.7679,2.01213,8.13035,-1.33363,-2.19272,-2.15742,-11.9735,3.34675,7.03794,2.98886,
0.305,-10.272,-16.6667,-50.0111,-51.5963,6.77016,8.98681,-33.8355,-55.4704,17.6661,4.69292,12.4314,-0.969487,6.04467,-6.33771,-1.98952,-0.563941,-11.447,2.12894,7.11095,2.99608,
0.31,-10.3718,-14.0687,-50.5444,-53.293,6.1925,8.77581,-31.1331,-53.7993,13.7518,1.49801,10.0307,-2.18251,3.94589,-10.8875,-1.37968,0.807274,-10.8829,0.408339,7.19566,3.02215,
0.315,-9.68291,-11.0547,-49.7272,-55.2193,4.50868,8.58711,-28.9675,-52.2068,9.43517,-1.75591,8.90809,-1.74286,2.52574,-14.733,-1.13319,1.85648,-9.77262,-1.69266,7.29058,3.06197,
0.32,-6.54004,-7.80299,-50.6005,-57.1314,4.88387,8.38383,-27.3107,-50.6548,4.49125,-5.00509,7.86373,0.114609,1.53255,-17.7011,-0.772033,2.52054,-8.97677,-4.02702,7.47476,3.108,
0.325,-5.55482,-4.59468,-52.1315,-58.6479,4.60975,8.12105,-26.1751,-49.0187,-2.17337,-8.20024,6.96779,3.06979,0.73938,-19.7003,-0.562668,2.77521,-7.84009,-6.43698,7.60945,3.15126,
0.33,-6.23639,-1.74122,-52.9944,-59.4672,3.28564,7.77872,-25.6845,-47.1558,-7.63703,-11.3047,6.82503,6.78229,0.631725,-20.6991,-0.355382,2.61973,-6.75413,-8.77215,7.16171,3.18274,
0.335,-16.9791,0.545342,-49.9502,-59.5503,1.64814,7.37396,-25.6569,-44.9878,-12.8805,-14.3046,8.22809,10.8425,1.24896,-20.7761,-0.507493,2.11194,-5.67732,-10.8878,7.65948,3.19342,
