iteration,loss,learning rate,
1,248.113,0.02,
2,184.305,0.02,
3,174.463,0.02,
4,158.376,0.02,
5,157.865,0.02,
6,168.018,0.02,
7,184.552,0.02,
8,201.687,0.02,
9,214.347,0.02,
10,232.544,0.02,
11,257.835,0.02,
12,277.794,0.02,
13,292.969,0.02,
14,313.985,0.02,
15,326.903,0.02,
16,333.47,0.02,
17,361.776,0.02,
18,345.176,0.02,
19,352.939,0.02,
20,352.593,0.02,
21,358.428,0.02,
22,359.288,0.02,
23,362.687,0.02,
24,372.918,0.02,
25,363.748,0.02,
