mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0.00840366,0.158609,0.00263031,0.00793498,0.00281454,0.201176,0.0090009,0.00214135,
addlong_r,0,0.143927,0.0413103,0.0103246,0.00611922,0.0682774,0.0279845,0.0177808,
addmagDist_r,0.0347639,0.177291,0,0.0954901,0.00186819,0.0630722,0,0.0027633,
addmagIsch_r,0.0445497,0.0174256,0.0097255,0.0874103,0.0211258,0.0204025,0.0223389,0.0718145,
addmagMid_r,0.0974633,0.214753,0,0.0822562,0.00428682,0.104695,0.00411128,0.0178221,
addmagProx_r,0.178319,0.30654,0.0761718,0.0851568,0.276847,0.42849,0.319683,0.0154606,
bflh_r,0.0975811,0.0152245,0.0573396,0.109948,0.255843,0.0864387,0.00653298,0.00163517,
bfsh_r,0.0975813,0.0152178,0.0573423,0.109945,0.255842,0.0864437,0.00653439,0.00162287,
edl_r,0.0589578,0.0654896,0.0115527,0.0986587,0.108243,0.268619,0.00877439,0.00237351,
ehl_r,0.147023,0.00410821,0.0504596,0.351925,0.262456,0.443003,0.0800305,0.00318624,
fdl_r,0.0884934,0.4067,0.0350805,0.080529,0.0854526,0.078061,0.0824386,0.450379,
fhl_r,0.0994672,0.36993,0.00889613,0,0.0425835,0.0599616,0.0675936,0.402373,
gaslat_r,0.0377417,0.160212,0.0311997,0.0672563,0.0405767,0.0368156,0.01907,0.318145,
gasmed_r,0.00685709,0.127297,0.0414123,0.0296749,0.032025,0.0350747,0.0182051,0.325229,
glmax1_r,0.31697,0.0502696,0.00901945,0.0391935,0.0803852,0.0796627,0.143315,0.00474808,
glmax2_r,0.321055,0.0525569,0.00796814,0.0409835,0.0857215,0.0855903,0.136974,0.00241696,
glmax3_r,0.316933,0.0502388,0.00894806,0.0391935,0.0803813,0.0797113,0.143314,0.00482026,
glmed1_r,0.0205264,0.101258,0,0.0713531,0,0,0,0.325184,
glmed2_r,0.00327647,0.299881,0.000444666,0.167222,0,0.00247872,0.00102685,0.325421,
glmed3_r,0.0103268,0.481133,0.373239,0.102772,0.00396683,0.0775359,0.000808869,0.321623,
glmin1_r,0.03516,0.141661,0.0292296,0.0996247,0,0,0,0.350579,
glmin2_r,0,0.202665,0.0298006,0.122816,0.00177484,0,0,0.303342,
glmin3_r,0.013836,0.320401,0.115253,0.094482,0,0,0,0.342955,
grac_r,0.0157687,0.158114,0,0.0414171,0.0488194,0.116435,0.047898,0.0264473,
iliacus_r,0.0772733,0.00158533,0.26236,0,0.1325,0,0.202397,0.159379,
perbrev_r,0.149866,0.327627,0.0453012,0.0669744,0.0497261,0.0820437,0.166791,0.292548,
perlong_r,0.144477,0.370703,0.0260186,0.0493086,0.0152878,0.0440949,0.0513841,0.340057,
piri_r,0.0756126,0.10401,0.135681,0.0583459,0.0566377,0.0968819,0.0449083,0.126974,
psoas_r,0.0819471,0.0418806,0.26846,0.022079,0.287225,0.0849214,0.276228,0.16422,
recfem_r,0,0.0355624,0.00721843,0.00147087,0.0086957,0.0372006,0.0124332,0.0144356,
sart_r,0,0.0355622,0.0072184,0.00147101,0.00869529,0.0372011,0.0124331,0.0144355,
semimem_r,0.0975814,0.0152166,0.0573436,0.109944,0.255841,0.0864455,0.00653482,0.00161793,
semiten_r,0.0975816,0.0152242,0.0573396,0.109953,0.255842,0.0864398,0.00653291,0.00163543,
soleus_r,0.0913276,0.256361,0.00309178,0,0,0,0.0366193,0.366204,
tfl_r,0,0.0355622,0.00721837,0.00147111,0.00869497,0.0372015,0.0124331,0.0144354,
tibant_r,0.27278,0,0.00680831,0.388641,0.351726,0.430961,0.0042084,0.000341431,
tibpost_r,0.0761854,0.392813,0,0.00441529,0.0118854,0.0456973,0.0650512,0.443064,
vasint_r,0.205939,0.0161302,0,0.470757,0.0155622,0.016446,0.192189,0.0188372,
vaslat_r,0.0201061,0,0.00780963,0.0410712,0.05571,0.162664,0.0075279,0,
vasmed_r,0.0200751,0,0.00780586,0.04104,0.0556939,0.162737,0.00747666,0,
addbrev_l,0.00900854,0.423976,0.0134497,0.264568,0,0,0.0153899,0,
addlong_l,0.00841259,0.114529,0.0227013,0.230058,0.0213069,0.0135603,0.198283,0.0291266,
addmagDist_l,0.000134556,0.0807648,0.177719,0.000748415,0.00211632,0,0.000740964,0,
addmagIsch_l,0.00138,0.0633201,0.0720168,0.0364079,0.00750621,0.0534879,0.0247393,0.0326389,
addmagMid_l,0,0.454347,0.0938287,0.0759734,0.000106411,0,0.00107484,0.000887814,
addmagProx_l,0,0.476258,0.00259409,0.162325,0.000782315,0,0,0.0315147,
bflh_l,0.0035932,0.0567316,0.217071,0.0148529,0.0164347,0.00144672,0,0.0549008,
bfsh_l,0.00242782,0.054639,0.213887,0.0114401,0.0238572,0,0,0.0571831,
edl_l,0.027393,0.0126131,0.0364468,0.0194016,0.0142714,0.0154988,0.084286,0.027976,
ehl_l,0.00604792,0.0650336,0.122472,0.0216694,0.0660432,0.0044373,0.19911,0.0670269,
fdl_l,0.0843076,0.098991,0.0883962,0.100692,0.0946677,0.0900675,0.0822051,0.0932739,
fhl_l,0.0892693,0.0824212,0.0805821,0.0897877,0.0819192,0.0817613,0.0827131,0.0937958,
gaslat_l,0.06611,0.0891846,0.0782891,0.0744068,0.0380526,0.0855639,0.0829962,0.064964,
gasmed_l,0.0806579,0.00956213,0.0556802,0.0633482,0.072362,0.0506861,0.0821633,0.0438691,
glmax1_l,0.0252127,0.206804,0.046985,0,0.0456964,0.0291305,0.212196,0.0538679,
glmax2_l,0.0252097,0.206805,0.0469849,0,0.0456876,0.0291342,0.212195,0.0538699,
glmax3_l,0.0252103,0.206805,0.046985,0,0.0456894,0.0291331,0.212195,0.0538696,
glmed1_l,0.0458579,0.0516664,0.029188,0.0496271,0.107025,0.346062,0.020866,0.0657501,
glmed2_l,0.0180219,0.048609,0.00268404,0.213555,0.12143,0.17389,0.0330052,0.14407,
glmed3_l,0.0991387,0.0495887,0,0.0841407,0.149303,0.00280201,0.0681816,0.382802,
glmin1_l,0.113464,0.0147786,0.00645085,0.0143972,0.313824,0.482898,0.104921,0.0750342,
glmin2_l,0.0441162,0.0416974,0.040973,0.0961543,0.141234,0.0671515,0.120268,0.120545,
glmin3_l,0.093931,0.0390514,0.0420922,0.0815053,0.166195,0.015544,0.0936258,0.258241,
grac_l,0,0.394097,0.108209,0.200839,0.0296732,0,0.000105634,0.0655684,
iliacus_l,0.250315,0.144383,0.00121915,0.202686,0,0.0623611,0.115017,0.103264,
perbrev_l,0.0862526,0.0821,0.0919206,0.0924543,0.0937961,0.0830068,0.0921681,0.0261879,
perlong_l,0.0966317,0.0838822,0.0774002,0.0896581,0.0892528,0.0824193,0.0860405,0.091738,
piri_l,0.073958,0.0159989,0.059786,0.0905644,0.0951625,0.0568113,0.052455,0.176387,
psoas_l,0.4143,0.239935,0.00215548,0.268796,0,0,0.143109,0.138868,
recfem_l,0,0.0428887,0.00546139,0.0744906,0.00466753,0.0166364,0,0.0376342,
sart_l,0,0.0428941,0.00545894,0.0744869,0.00466902,0.0166385,0,0.0376364,
semimem_l,0,0.0586468,0.218107,0.00688166,0.00858596,0.0195951,0,0.0577052,
semiten_l,0.00247933,0.0546312,0.213879,0.0114164,0.0234214,8.48058e-05,0,0.0571118,
soleus_l,0.0439013,0.0635328,0.0544075,0.0300995,0.0557014,0.0649921,0.0614204,0.0797646,
tfl_l,0,0.0428495,0.00546367,0.074516,0.00465678,0.0166215,0,0.0376328,
tibant_l,0.0335696,0.0446634,0.0117584,0,0,0.00564494,0.024931,0.0416743,
tibpost_l,0.090563,0.1058,0.0776398,0.276746,0.100443,0.105249,0.0931086,0.0952757,
