,body,name,location
0,tibia_l,bflh_l-P2,[-0.03559865168442835 -0.0293352994741841  -0.0438070481473279 ]
1,tibia_l,bflh_l-P3,[-0.02659769175706385 -0.04346079080114589 -0.04080884728137322]
2,tibia_l,bfsh_l-P2,[-0.02939515249114016 -0.02694385903378026 -0.03799628761750214]
3,tibia_l,edl_l-P1,[-0.01255687055344429 -0.10757319065035369 -0.02193572893172164]
4,tibia_l,edl_l-P2,[ 0.02789245141889072 -0.3898457859514521  -0.00776181481515404]
5,tibia_l,ehl_l-P1,[-0.01011101546468763 -0.14608239174493728 -0.02079975199059284]
6,tibia_l,ehl_l-P2,[ 0.01097976641734433 -0.2993734356108545  -0.01239313793975682]
7,tibia_l,ehl_l-P3,[ 0.03121817370806396 -0.3848794375278156   0.00937451143000173]
8,tibia_l,fdl_l-P1,[ 0.00232916349292493 -0.17694154859429834  0.00548239414242735]
9,tibia_l,fdl_l-P2,[-0.00981933304606039 -0.36968008993431173  0.01298950464952588]
10,tibia_l,fhl_l-P1,[-0.0296277459997919  -0.20664933738690147 -0.02596332774416203]
11,tibia_l,fhl_l-P2,[-0.01671953749536952 -0.36990983977845954  0.00596925078294284]
12,tibia_l,grac_l-P2,[-0.01739411584234974 -0.04355516624493609  0.03773634352953427]
13,tibia_l,grac_l-P3,[ 0.00637618364531514 -0.06711523436624599  0.02433420992733929]
14,tibia_l,perbrev_l-P1,[-0.02337714084462035 -0.24855065156410894 -0.02944607292475286]
15,tibia_l,perbrev_l-P2,[-0.02552065765324881 -0.38716687682483053 -0.03438208199805506]
16,tibia_l,perbrev_l-P3,[-0.01900723993813424 -0.3989231900703312  -0.03430962509396848]
17,tibia_l,perlong_l-P1,[-0.01677693124805377 -0.12770289946662947 -0.03244308692528367]
18,tibia_l,perlong_l-P2,[-0.02308865461413077 -0.38833108070408623 -0.03258627417411196]
19,tibia_l,perlong_l-P3,[-0.01754555429610859 -0.40016323384430247 -0.03234399672901797]
20,tibia_l,recfem_l-P5,[ 0.04089082473345607 -0.06520664958882078  0.01017855576299992]
21,tibia_l,sart_l-P3,[-0.02534823712734601 -0.0354042449497241   0.0448136839122216 ]
22,tibia_l,sart_l-P4,[-0.01397975959890411 -0.0555607975914738   0.03434569806770862]
23,tibia_l,sart_l-P5,[ 0.01983455783758069 -0.07948748493184202  0.01074167483033509]
24,tibia_l,semimem_l-P2,[-0.02719599044572432 -0.03583573478252899  0.0244101051226827 ]
25,tibia_l,semiten_l-P2,[-0.03146334716802325 -0.04443720025723721  0.0276760772354245 ]
26,tibia_l,semiten_l-P3,[ 0.00671339813283075 -0.07431849462723938  0.01965802803189708]
27,tibia_l,soleus_l-P1,[-0.00351577059313223 -0.08605838344123896 -0.00733486182091973]
28,tibia_l,tfl_l-P4,[ 0.0154534248468564  -0.04093062546998945 -0.03524777411792446]
29,tibia_l,tibant_l-P1,[ 0.02169797051290622 -0.1281512162389503  -0.01062662175039531]
30,tibia_l,tibant_l-P2,[ 0.0312449715177264  -0.18995183401041194 -0.00437947623665598]
31,tibia_l,tibant_l-P3,[ 0.03447545648919222 -0.3826527220731865   0.02220440164825926]
32,tibia_l,tibpost_l-P1,[ 0.00055751874673475 -0.12386804435067873 -0.00778044265771923]
33,tibia_l,tibpost_l-P2,[-0.00851568812544394 -0.3710140049907694   0.01913947526316967]
34,tibia_l,vasint_l-P5,[ 0.04086239988807762 -0.06526562984778872  0.00910635237054216]
35,tibia_l,vaslat_l-P5,[ 0.04083109765212828 -0.06539559329017648  0.0035634803703066 ]
36,tibia_l,vasmed_l-P5,[ 0.04006089403434511 -0.06565237718537718  0.01763936472782894]
