mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,6.17616e-05,0.00941887,0.000105482,0.00137846,7.00508e-05,0,0.00786836,0,
addlong_r,0,0.00523939,0,0,0,0,0.0262397,0,
addmagDist_r,0.000161013,0.0167882,0.00024085,0,0.353203,0,0.124786,0,
addmagIsch_r,0.000182336,0,0.000119998,0.000253961,0.0884352,0,0.0183251,0.00044099,
addmagMid_r,0,0.157883,0,0,0.0727535,0,0.0528091,0,
addmagProx_r,0.000370257,0.344025,0,0.00155852,0.0337937,0,0.108633,0,
bflh_r,0.011985,0.133125,0.444112,0.0507555,0.0353428,0.1034,0.00872375,0.108988,
bfsh_r,0.011985,0.133125,0.444112,0.0507555,0.0353428,0.1034,0.00872375,0.108988,
edl_r,0.0909348,0.0980862,0.110515,0.0949987,0.0811266,0.0854687,0.095691,0.0224429,
ehl_r,0.0479373,0.0178742,0.0703811,0.0842565,0.111757,0.109846,0.0531699,0.0876501,
fdl_r,0.0246547,0.0759348,0.0446894,0.0630966,0.0807482,0.0205123,0.0946282,0.0190564,
fhl_r,0.044255,0.00556441,0.00327107,0.0616111,0.0458597,0.0835011,0.107902,0.000127934,
gaslat_r,0.0130179,0.00903787,0.00270304,0.00304726,0,0.0994095,0.311639,0.0073556,
gasmed_r,0.199359,0.000891132,0,0.0021326,0,0.0210606,0.186432,0,
glmax1_r,0.041883,0.257563,0.0452102,0.00462596,0,0.088141,0.0141525,0.0487767,
glmax2_r,0.0418831,0.257563,0.0452102,0.00462595,0,0.088141,0.0141525,0.0487767,
glmax3_r,0.0418831,0.257563,0.0452102,0.00462594,0,0.088141,0.0141525,0.0487767,
glmed1_r,0.00893793,0,0,0,0,0,0.00260678,0,
glmed2_r,0.294049,0,0,0.000211329,0,0.000351926,0.00216599,0,
glmed3_r,0.0235969,0.075244,0.096962,0.0960543,0.0310284,0.00126115,0.00221358,0,
glmin1_r,0.00432214,0,0,0,0,0,1.48239e-05,0,
glmin2_r,0.234376,0.0644444,0.083935,0.0848206,0.0271956,0.0199839,0.00529049,0.0277109,
glmin3_r,0.964213,0.0757871,0.344704,0.0405206,0.00121604,0.0168737,0.0423285,0.164885,
grac_r,0.0048807,0.0088162,0,0.000151954,0.00227941,0.000181423,0.00711743,0,
iliacus_r,0.129633,0.0941465,0.0945036,0,0,0,0,0.000218877,
perbrev_r,0.0753105,0.117663,0.0940821,0.190958,0.0221741,0.0826794,0.320412,0.0787726,
perlong_r,0.00393209,0.0958486,0.0416028,0.0400801,0.00699061,0.0407764,0.171048,0,
piri_r,0.124827,0.0865,0.0953747,0.0615162,0.0975828,0.0700747,0.104598,0.0631141,
psoas_r,0.244432,0.276007,0.246968,0,0,0,0.0312391,0,
recfem_r,0.0192615,0.108186,0.170215,0.322748,0.00140552,0.307311,0.00106808,0.0687112,
sart_r,0.0192615,0.108186,0.170215,0.322748,0.00140551,0.307311,0.00106784,0.0687112,
semimem_r,0.011985,0.133125,0.444112,0.0507555,0.0353428,0.1034,0.00872376,0.108988,
semiten_r,0.011985,0.133125,0.444112,0.0507556,0.0353427,0.1034,0.00872377,0.108988,
soleus_r,0.00580695,0.0070495,0.00829084,0.0759832,0,0.059563,0.00131715,0.00688625,
tfl_r,0.0192614,0.108186,0.170215,0.322748,0.00140547,0.307311,0.0010676,0.0687112,
tibant_r,0.0141309,0.0294277,0.123093,0.133142,0.0684516,0.253275,0.00205483,0.251243,
tibpost_r,0.0563822,0.115876,0.0398793,0,0.0023525,0.110761,0.286296,0.056503,
vasint_r,0,0.770457,0,0.272276,0.23736,0,0.0286555,0,
vaslat_r,0.0484287,0.059926,0.281693,0.0973971,0.0760819,0.0296998,0.000216012,0.306595,
vasmed_r,0.0484281,0.0599385,0.281681,0.0973808,0.0760886,0.0297346,0.000211633,0.306573,
addbrev_l,0.000404838,0.00549985,0,0.0010748,0.0162617,0,0,0.0010193,
addlong_l,0,0.0686385,0.000606138,0,0.218876,0,0.000124164,0.000390975,
addmagDist_l,0,0,0,0.000138654,0.00267725,0,0.295561,0.000774224,
addmagIsch_l,0.00179099,0.00256392,0.00656022,0.00163097,0.016085,0.00520565,0.182987,0.00277049,
addmagMid_l,0,0,0.00107669,0,0.102946,0,0.0151202,0.000254396,
addmagProx_l,0.00422414,0.245345,0.0096704,0,0.546428,0,0.119501,0.0188012,
bflh_l,0.0787256,0.115787,0.139843,0.033033,0.00880154,0.0570302,0,0.061753,
bfsh_l,0.0787255,0.115787,0.139843,0.033033,0.00880153,0.0570302,0,0.0617529,
edl_l,0.114862,0.100449,0.0977846,0.0881357,0.0822841,0.0854093,0.0779905,0.0977538,
ehl_l,0.110601,0.0670224,0.0871957,0.0928625,0.11012,0.0946047,0.084138,0.0921446,
fdl_l,0.0757155,0.0695942,0.041027,0.103389,0.118261,0.12333,0.0267719,0.011872,
fhl_l,0.0283149,0.0323222,0.0121835,0.018936,0.00769773,0.0993915,0.010078,0.00627478,
gaslat_l,0.0162842,0.00107995,0.000195092,0.00583771,0.00810339,0.104487,0.177811,0,
gasmed_l,0.00362213,0,0.00285474,0,0,0.0435606,0.109895,0,
