iteration,loss,learning rate,
1,333.506,0.02,
2,270.32,0.02,
3,225.389,0.02,
4,207.097,0.02,
5,198.532,0.02,
6,192.709,0.02,
7,190.473,0.02,
8,189.135,0.02,
9,187.553,0.02,
10,185.807,0.02,
11,184.772,0.02,
12,182.488,0.02,
13,179.361,0.02,
14,176.053,0.02,
15,173.071,0.02,
16,170.318,0.02,
17,167.55,0.02,
18,164.659,0.02,
19,161.429,0.02,
20,158.509,0.02,
21,156.15,0.02,
22,154.053,0.02,
23,152.005,0.02,
24,149.676,0.02,
25,147.577,0.02,
26,146.297,0.02,
27,145.389,0.02,
28,144.464,0.02,
29,143.467,0.02,
30,142.217,0.02,
31,140.584,0.02,
32,138.847,0.02,
33,137.479,0.02,
34,135.253,0.02,
35,133.797,0.02,
36,134.972,0.02,
37,133.075,0.02,
38,130.675,0.02,
39,130.127,0.02,
40,129.624,0.02,
41,128.645,0.02,
42,127.775,0.02,
43,126.863,0.02,
44,125.999,0.02,
45,125.071,0.02,
46,124.082,0.02,
47,123.276,0.02,
48,122.504,0.02,
49,121.685,0.02,
50,121.052,0.02,
51,126.707,0.02,
52,126,0.02,
53,124.602,0.02,
54,122.854,0.02,
55,121.097,0.02,
56,124.78,0.02,
57,123.28,0.02,
58,122.26,0.02,
59,119.94,0.02,
60,117.623,0.02,
61,117.619,0.02,
62,117.28,0.02,
63,118.017,0.02,
64,117.518,0.02,
65,116.277,0.02,
66,114.836,0.02,
67,113.996,0.02,
68,113.775,0.02,
69,113.403,0.02,
70,119.457,0.02,
71,118.946,0.02,
72,121.701,0.02,
73,116.096,0.02,
74,115.218,0.02,
75,114.679,0.02,
76,114.851,0.02,
77,114.959,0.02,
78,119.597,0.02,
79,118.098,0.02,
80,113.424,0.02,
81,116.964,0.02,
82,116.769,0.02,
83,116.192,0.02,
84,116.23,0.02,
85,116.119,0.02,
86,115.802,0.02,
87,115.129,0.02,
88,115.273,0.02,
89,114.82,0.02,
