time,addbrev_r,addlong_r,addmagDist_r,addmagIsch_r,addmagMid_r,addmagProx_r,bflh_r,bfsh_r,edl_r,ehl_r,fdl_r,fhl_r,gaslat_r,gasmed_r,glmax1_r,glmax2_r,glmax3_r,glmed1_r,glmed2_r,glmed3_r,glmin1_r,glmin2_r,glmin3_r,grac_r,iliacus_r,perbrev_r,perlong_r,piri_r,psoas_r,recfem_r,sart_r,semimem_r,semiten_r,soleus_r,tfl_r,tibant_r,tibpost_r,vasint_r,vaslat_r,vasmed_r,addbrev_l,addlong_l,addmagDist_l,addmagIsch_l,addmagMid_l,addmagProx_l,bflh_l,bfsh_l,edl_l,ehl_l,fdl_l,fhl_l,gaslat_l,gasmed_l,glmax1_l,glmax2_l,glmax3_l,glmed1_l,glmed2_l,glmed3_l,glmin1_l,glmin2_l,glmin3_l,grac_l,iliacus_l,perbrev_l,perlong_l,piri_l,psoas_l,recfem_l,sart_l,semimem_l,semiten_l,soleus_l,tfl_l,tibant_l,tibpost_l,vasint_l,vaslat_l,vasmed_l,quad_fem_r,obt_internus1_r,obt_internus2_r,obt_internus3_r,obt_externus1_r,obt_externus2_r,obt_externus3_r,gemelli_sup_r,gemelli_inf_r,pect_r,quad_fem_l,obt_internus1_l,obt_internus2_l,obt_internus3_l,obt_externus1_l,obt_externus2_l,obt_externus3_l,gemelli_sup_l,gemelli_inf_l,pect_l,
-0,0.00821332,0.0131834,0.0175083,0.00964513,0.0137115,0.0323856,0.0338407,0.0338424,0.00825996,0.0120593,0.021485,0.0257266,0.0044943,0.00575652,0.0263933,0.0263933,0.0263933,0.000155139,0.000485399,7.84717e-05,0.000866816,0.000693866,0.0223928,0.00249201,0.0139356,0.00506128,0.00503158,0.0232493,0.026296,0.032237,0.0322375,0.0338416,0.0338425,0.00532072,0.032234,0.0114472,0.0260524,0.0449424,0.0361416,0.0362601,0.0126103,0.00575258,0.00264833,0.0040773,0.01379,0.0655289,0.0456513,0.0456512,0.0171003,0.0155234,0.0372447,0.0324378,0.0200827,0.0234588,0.0492617,0.0492615,0.0492617,0.0001944,0.000763591,0.00047116,0.000327264,0.00456881,0.021327,0.00621959,0.0132301,0.0977352,0.104898,0.020678,0.0845171,0.0424445,0.0424506,0.0456513,0.0456513,0.0550999,0.0424493,0.0160794,0.0237948,0.0532725,0.050444,0.0492294,0.0487643,0.0112762,0.00455488,0.00896954,0.0971921,0.100164,0.0832477,0.00601048,0.0128887,0.0161073,0.0265598,0.00724437,0.00672162,0.00671813,0.112119,0.109224,0.101356,0.00630659,0.0168889,0.0179129,
0.005,0.00984494,0.0137933,0.017739,0.00992507,0.0143224,0.0373049,0.0373878,0.0373897,0.00905295,0.0128566,0.0229385,0.0271619,0.00489216,0.0062292,0.0293316,0.0293316,0.0293316,0.000167174,0.000514679,8.53461e-05,0.000871246,0.000717658,0.0236168,0.00285083,0.0163957,0.00564314,0.00548029,0.0244621,0.0313495,0.0342016,0.0342021,0.0373888,0.0373898,0.00564924,0.0341981,0.0119185,0.0271262,0.0468589,0.0378773,0.0380039,0.0146952,0.00692872,0.00287987,0.00412828,0.0142645,0.0705153,0.0457692,0.0457692,0.0180147,0.0163283,0.038827,0.034179,0.020929,0.0250644,0.0524623,0.0524621,0.0524623,0.000213265,0.000781786,0.000503263,0.00034137,0.00465803,0.0227968,0.00661163,0.015422,0.0999002,0.111447,0.0218959,0.0904307,0.0439211,0.0439283,0.0457692,0.0457692,0.0587127,0.0439268,0.0169286,0.025679,0.0554967,0.0523845,0.0509578,0.0500623,0.0117817,0.00448562,0.00895901,0.102199,0.10434,0.0888182,0.00614092,0.0139546,0.0189186,0.0271565,0.00759844,0.00703476,0.00698973,0.117198,0.114014,0.105965,0.00659564,0.017313,0.020588,
0.01,0.00923927,0.0139856,0.0198108,0.0107165,0.0153356,0.0364278,0.0347694,0.034771,0.00876834,0.0131718,0.0225446,0.0272048,0.00479331,0.00635101,0.0278912,0.0278912,0.0278912,0.000145314,0.000516734,8.14766e-05,0.000944971,0.000759988,0.0237364,0.00275051,0.0152949,0.00522798,0.0055217,0.0247539,0.0281538,0.0340318,0.0340323,0.0347702,0.0347711,0.00571639,0.0340289,0.011925,0.0271741,0.0483201,0.0377465,0.0378751,0.0140556,0.00639543,0.00287316,0.00437834,0.0148561,0.0716585,0.0424652,0.0424652,0.0178945,0.0162318,0.0397538,0.03426,0.0205862,0.0247351,0.052642,0.0526418,0.052642,0.000180804,0.000787087,0.000506592,0.000374181,0.00494187,0.0226651,0.00670217,0.0149493,0.100697,0.11262,0.021835,0.0905973,0.0460352,0.0460426,0.0424652,0.0424652,0.0594218,0.0460411,0.0169742,0.0256598,0.0571144,0.0517289,0.0505755,0.0537729,0.0123375,0.005212,0.0101708,0.104709,0.108209,0.0894862,0.0068783,0.0144302,0.0176579,0.0269599,0.00759691,0.00728165,0.00712587,0.120484,0.117514,0.109243,0.00618378,0.0173924,0.0203745,
0.015,0.00934437,0.0135444,0.0201292,0.0106479,0.015543,0.0378447,0.0360841,0.0360853,0.00907084,0.0131575,0.0209306,0.025626,0.00464303,0.00676317,0.0266848,0.0266848,0.0266848,0.000122432,0.000527632,9.47135e-05,0.000952593,0.000776244,0.0227585,0.00303001,0.0149278,0.00525807,0.00600823,0.0238653,0.0275311,0.0344723,0.0344729,0.0360847,0.0360854,0.00555101,0.0344699,0.0107588,0.025222,0.0465199,0.0369551,0.0370908,0.0141725,0.00639611,0.00293065,0.00439363,0.0148744,0.0704572,0.0277286,0.0277286,0.0170316,0.0148692,0.0381523,0.0323193,0.0190096,0.0230782,0.0506103,0.05061,0.0506104,0.000173016,0.000764966,0.000551182,0.000384838,0.00506478,0.022018,0.00703488,0.0153694,0.0892015,0.112217,0.0207149,0.0875916,0.0451493,0.0451599,0.0277286,0.0277286,0.0589773,0.045158,0.0163298,0.0261217,0.0547935,0.047205,0.046552,0.0551516,0.0127779,0.00526756,0.0102398,0.101938,0.10491,0.0863045,0.00682134,0.0147148,0.0174497,0.0239735,0.00742936,0.00749002,0.00669487,0.117783,0.114439,0.107198,0.00515119,0.0161642,0.0212105,
0.02,0.00784725,0.0134793,0.020288,0.00953964,0.0169196,0.0366835,0.0344215,0.0344241,0.00762748,0.0124102,0.0232413,0.0265913,0.00491229,0.00699635,0.0230971,0.0230971,0.0230971,0.000158497,0.000397024,0.000105808,0.000883962,0.000630647,0.0226302,0.00288936,0.0124718,0.00595504,0.00574702,0.0236136,0.0266267,0.0326057,0.0326061,0.0344229,0.0344243,0.005271,0.0326043,0.0103872,0.0263642,0.0480495,0.032756,0.0328766,0.0127744,0.00556237,0.00301507,0.00388798,0.0142353,0.0712457,0.0331213,0.0331213,0.0166853,0.0139374,0.0391732,0.0334008,0.0196438,0.0247329,0.049905,0.0499048,0.0499051,0.000204001,0.000583228,0.000462913,0.000349936,0.00570019,0.022004,0.00620763,0.0148191,0.0919586,0.107979,0.0203413,0.0879271,0.0399269,0.0399336,0.0331213,0.0331213,0.0572344,0.0399323,0.0164076,0.024357,0.0567534,0.0382119,0.0374438,0.0568777,0.0109387,0.00573195,0.0102979,0.10804,0.111637,0.0942403,0.00651395,0.0140784,0.0151883,0.0265337,0.00707184,0.00748079,0.00600645,0.116557,0.114557,0.10731,0.00554512,0.0177912,0.0201917,
0.025,0.00777244,0.0134875,0.0199651,0.00902751,0.0172654,0.0369291,0.034215,0.0342178,0.00743697,0.0123714,0.0235622,0.0267201,0.00497662,0.00715691,0.02275,0.02275,0.02275,0.000162019,0.000376482,0.000108249,0.000886912,0.000591403,0.0226135,0.00283263,0.0123781,0.00603134,0.00553754,0.0235801,0.0268699,0.0315965,0.0315969,0.0342164,0.0342179,0.00517755,0.0315954,0.0103782,0.0265303,0.0482967,0.0322643,0.0323845,0.0128424,0.00550049,0.002959,0.00384992,0.0142828,0.0718104,0.0331824,0.0331824,0.0166353,0.0137067,0.0394424,0.0334949,0.0197346,0.0249492,0.050683,0.0506828,0.050683,0.000205344,0.000552914,0.000453386,0.000328174,0.00585464,0.0220164,0.00609031,0.0151462,0.0923532,0.108182,0.0202484,0.0882625,0.0382284,0.0382348,0.0331824,0.0331824,0.0568345,0.0382335,0.0164816,0.0241339,0.0570773,0.0367285,0.0359424,0.05673,0.0103545,0.00579772,0.0101927,0.108836,0.112283,0.0953885,0.00619053,0.0136174,0.0151705,0.0267979,0.00695272,0.00742981,0.00580418,0.115782,0.113885,0.107062,0.00545965,0.018032,0.0203674,
0.03,0.0074525,0.0131724,0.0200489,0.00924865,0.0176226,0.040656,0.0311629,0.0311689,0.00699589,0.0117904,0.0246535,0.0272463,0.00509838,0.00736475,0.021797,0.021797,0.021797,0.00015553,0.000404203,9.8e-05,0.000870712,0.000616011,0.0226443,0.00312326,0.0118449,0.00732411,0.00503586,0.0233594,0.0298737,0.0331745,0.0331749,0.031166,0.0311693,0.00554186,0.0331734,0.010104,0.0273041,0.0489812,0.0295429,0.0296521,0.0132915,0.00630219,0.00311562,0.003685,0.0139945,0.0743156,0.0338796,0.0338796,0.0167565,0.0134735,0.0392836,0.0340272,0.0191565,0.0259963,0.0479966,0.0479965,0.0479966,0.000188228,0.000481795,0.000403877,0.000362113,0.00577629,0.0222065,0.00560877,0.0164119,0.0946399,0.109111,0.0204332,0.0895953,0.0351671,0.035173,0.0338796,0.0338796,0.0570548,0.0351719,0.0159508,0.0235603,0.0587146,0.0333756,0.0325193,0.0563579,0.00977596,0.00549974,0.00956735,0.111795,0.115971,0.0998642,0.00593627,0.0141452,0.0152081,0.0266732,0.00646192,0.00728128,0.00538153,0.118364,0.117582,0.10927,0.0056443,0.0177291,0.0212998,
0.035,0.00798491,0.0131074,0.0190886,0.00894375,0.0172812,0.0421566,0.0315141,0.0315206,0.0071749,0.011756,0.024917,0.0274044,0.00518052,0.00737147,0.0230007,0.0230007,0.0230007,0.000157957,0.000422499,9.47895e-05,0.00085815,0.000609887,0.0227469,0.0031751,0.0128395,0.00761134,0.00479809,0.0233625,0.0321642,0.0331747,0.0331751,0.0315175,0.0315211,0.00562158,0.0331733,0.0102734,0.0275011,0.048687,0.0295632,0.0296723,0.0140922,0.00686057,0.00308642,0.00363809,0.0138877,0.0748963,0.0357572,0.0357572,0.0169643,0.0136856,0.0390809,0.0341697,0.0192247,0.0263387,0.0485797,0.0485796,0.0485797,0.000190733,0.000487804,0.000397064,0.000349812,0.00561083,0.0223882,0.00553588,0.0172309,0.0958161,0.110176,0.0206494,0.0903629,0.0340299,0.0340361,0.0357572,0.0357572,0.0570902,0.0340348,0.015935,0.0236355,0.0585459,0.0345295,0.0334843,0.0543256,0.00944433,0.0051369,0.00895835,0.111063,0.114677,0.0999961,0.00551549,0.0139413,0.0163214,0.0266319,0.00637658,0.0070922,0.0053404,0.117786,0.116956,0.10859,0.00580501,0.0175418,0.0218997,
0.04,0.00829723,0.0130575,0.0191832,0.00907372,0.0172707,0.042755,0.0314592,0.0314658,0.00709089,0.0117546,0.0253134,0.0276074,0.00526181,0.00727488,0.0233646,0.0233646,0.0233646,0.000162993,0.000408199,9.34415e-05,0.000826578,0.000602514,0.0227799,0.00320903,0.0132938,0.00768805,0.00492358,0.0233753,0.0330528,0.0332741,0.0332745,0.0314626,0.0314662,0.00566116,0.0332726,0.0102813,0.0275412,0.0487835,0.0287797,0.0288862,0.0143907,0.00709255,0.00315503,0.00348655,0.0135816,0.0752784,0.0373396,0.0373396,0.0169405,0.0137972,0.0390377,0.0344214,0.0192246,0.0267489,0.048552,0.0485519,0.048552,0.000195826,0.000466414,0.000377613,0.000357868,0.00553769,0.0224817,0.00541284,0.0174245,0.0958819,0.109332,0.0207372,0.0907798,0.034298,0.0343036,0.0373396,0.0373396,0.057242,0.0343024,0.0159095,0.0235246,0.0585879,0.0340732,0.0328749,0.0541053,0.00945312,0.0051171,0.00896918,0.111647,0.115189,0.101186,0.00572373,0.0143268,0.0167332,0.0267873,0.00637157,0.0070479,0.00540671,0.11774,0.117083,0.108411,0.00599741,0.0175124,0.0221502,
0.045,0.00880881,0.0124112,0.0129177,0.00591421,0.0134791,0.0372833,0.0298792,0.0298817,0.00679976,0.0103699,0.0215651,0.0248576,0.0038476,0.00645183,0.020696,0.020696,0.020696,0.000173445,0.000319468,5.56743e-05,0.000672944,0.000412961,0.0208225,0.00255159,0.0130873,0.00435793,0.00295281,0.0214612,0.0339985,0.0222898,0.0222899,0.0298805,0.0298819,0.00398719,0.0222905,0.0103385,0.0243773,0.0412111,0.0397421,0.0398267,0.0125679,0.00577811,0.00232021,0.00358965,0.0129241,0.0700502,0.030845,0.030845,0.0150007,0.0136177,0.0353592,0.0303274,0.0191351,0.0218846,0.0420632,0.0420631,0.0420632,0.000106629,0.000419716,0.000586294,0.000203706,0.00382025,0.0205848,0.00576418,0.0167789,0.0802626,0.0913077,0.0193007,0.0881707,0.0284346,0.0284364,0.030845,0.030845,0.0494322,0.028436,0.0155594,0.0238988,0.0497762,0.0337264,0.0334607,0.0413623,0.00654689,0.00374285,0.00656196,0.0933601,0.0961249,0.0847678,0.0037104,0.00953573,0.018373,0.0227297,0.0060477,0.00644392,0.00430755,0.0989288,0.0974678,0.0933685,0.0039112,0.0157805,0.0239126,
