time,addbrev_r,addlong_r,addmagDist_r,addmagIsch_r,addmagMid_r,addmagProx_r,bflh_r,bfsh_r,edl_r,ehl_r,fdl_r,fhl_r,gaslat_r,gasmed_r,glmax1_r,glmax2_r,glmax3_r,glmed1_r,glmed2_r,glmed3_r,glmin1_r,glmin2_r,glmin3_r,grac_r,iliacus_r,perbrev_r,perlong_r,piri_r,psoas_r,recfem_r,sart_r,semimem_r,semiten_r,soleus_r,tfl_r,tibant_r,tibpost_r,vasint_r,vaslat_r,vasmed_r,addbrev_l,addlong_l,addmagDist_l,addmagIsch_l,addmagMid_l,addmagProx_l,bflh_l,bfsh_l,edl_l,ehl_l,fdl_l,fhl_l,gaslat_l,gasmed_l,glmax1_l,glmax2_l,glmax3_l,glmed1_l,glmed2_l,glmed3_l,glmin1_l,glmin2_l,glmin3_l,grac_l,iliacus_l,perbrev_l,perlong_l,piri_l,psoas_l,recfem_l,sart_l,semimem_l,semiten_l,soleus_l,tfl_l,tibant_l,tibpost_l,vasint_l,vaslat_l,vasmed_l,quad_fem_r,obt_internus1_r,obt_internus2_r,obt_internus3_r,obt_externus1_r,obt_externus2_r,obt_externus3_r,gemelli_sup_r,gemelli_inf_r,pect_r,quad_fem_l,obt_internus1_l,obt_internus2_l,obt_internus3_l,obt_externus1_l,obt_externus2_l,obt_externus3_l,gemelli_sup_l,gemelli_inf_l,pect_l,
-0,0.768191,0.548305,0.538475,0.208923,0.670645,0.88742,-0.67584,0.399922,0.275442,0.307555,0.288764,0.304509,0.585129,0.647654,0.830541,0.787699,0.73675,0.560613,0.486627,0.499419,0.881316,0.83337,-0.403975,0.709704,1.15135,1.29458,1.33073,-1.21035,1.04703,0.342573,1.03388,-1.43603,0.273672,0.400098,0.878146,0.237904,0.281434,0.47425,0.567437,0.651015,0.907154,0.618083,0.502208,-0.102829,0.568025,0.720207,-1.00494,0.5869,0.312293,0.467814,1.34518,0.557563,-1.70116,-2.2255,0.814874,0.901136,0.643106,0.691958,0.357769,0.484868,0.945782,0.410686,-0.307133,0.51362,0.869566,1.35647,1.40537,-1.51348,1.07664,0.35167,1.25664,-1.72989,-0.404044,-0.198583,0.0754516,0.229535,0.495565,0.334771,0.277255,0.414497,0.649971,0.506261,0.381517,0.332162,0.804825,0.716034,1.34902,0.46349,0.434166,0.703068,0.320864,0.320635,0.261702,0.25248,0.763688,0.650387,0.798372,0.365562,0.282696,0.796967,
0.005,0.768169,0.548298,0.538476,0.208923,0.670643,0.887321,-0.67584,0.399922,0.275442,0.307555,0.288764,0.304509,0.585046,0.64758,0.830204,0.787682,0.73676,0.560613,0.486627,0.499419,0.881315,0.833365,-0.403975,0.709642,1.1513,1.29456,1.3307,-1.21035,1.04695,0.342573,1.03378,-1.43584,0.273672,0.400098,0.877232,0.237904,0.281434,0.47425,0.567427,0.651013,0.907139,0.618032,0.502208,-0.102829,0.567986,0.720204,-1.00494,0.586243,0.312293,0.467814,1.34509,0.557355,-1.70096,-2.2253,0.814817,0.901074,0.642991,0.69195,0.357769,0.484868,0.945781,0.410686,-0.307133,0.51357,0.869543,1.35644,1.40527,-1.51348,1.07658,0.35167,1.25664,-1.72969,-0.404044,-0.198583,0.0754516,0.229535,0.49546,0.334771,0.277255,0.414497,0.649913,0.506258,0.381517,0.332162,0.804827,0.716069,1.34901,0.463555,0.434378,0.703048,0.320864,0.320635,0.261702,0.25248,0.763676,0.650485,0.798373,0.365562,0.282696,0.796959,
0.01,0.768036,0.548217,0.538309,0.208812,0.670375,0.88718,-0.675933,0.400096,0.275465,0.307701,0.289041,0.304657,0.584955,0.647439,0.829955,0.787672,0.736592,0.560782,0.486733,0.499469,0.881413,0.833548,-0.403628,0.709537,1.15138,1.29434,1.33053,-1.21005,1.04699,0.342567,1.03381,-1.43565,0.273592,0.400004,0.876633,0.23807,0.281781,0.474243,0.567335,0.650926,0.907319,0.61814,0.50234,-0.102713,0.568157,0.720338,-1.00485,0.585709,0.312258,0.46776,1.34497,0.557234,-1.70077,-2.2251,0.814855,0.901131,0.643044,0.69193,0.357605,0.484748,0.945638,0.410579,-0.307415,0.513539,0.869526,1.35643,1.40521,-1.51371,1.07663,0.351657,1.2566,-1.7295,-0.403983,-0.198489,0.0753149,0.229499,0.495361,0.334856,0.277303,0.41451,0.649855,0.506274,0.381575,0.332196,0.804846,0.716104,1.34901,0.463621,0.434587,0.702981,0.320935,0.320644,0.261724,0.252475,0.763712,0.650581,0.798444,0.365567,0.282749,0.797077,
0.015,0.767902,0.548107,0.538123,0.20869,0.670091,0.887004,-0.676027,0.400186,0.275488,0.3078,0.289144,0.304757,0.584865,0.64722,0.829819,0.787656,0.736401,0.560846,0.486809,0.499522,0.881538,0.833835,-0.403443,0.709395,1.15149,1.29409,1.33032,-1.20986,1.04705,0.342562,1.03386,-1.43582,0.273511,0.399909,0.87635,0.238181,0.281886,0.473966,0.567204,0.650805,0.907517,0.618308,0.502395,-0.102592,0.568382,0.720487,-1.00477,0.58533,0.312223,0.467706,1.34499,0.557203,-1.70058,-2.22491,0.814923,0.901216,0.643156,0.69149,0.357427,0.484615,0.9455,0.410444,-0.307738,0.513534,0.869505,1.35672,1.4052,-1.51395,1.07673,0.351644,1.25655,-1.72931,-0.403922,-0.198396,0.0751763,0.229463,0.495265,0.334943,0.277351,0.414524,0.649798,0.506303,0.381638,0.332232,0.804875,0.716136,1.34903,0.463686,0.434788,0.702914,0.321075,0.320654,0.261745,0.25247,0.763779,0.650674,0.798533,0.365572,0.282816,0.797203,
0.02,0.767801,0.547984,0.537947,0.208564,0.669794,0.886874,-0.676122,0.400279,0.275509,0.307901,0.289248,0.304857,0.584758,0.646944,0.829764,0.787625,0.736212,0.560915,0.486887,0.499576,0.881672,0.834187,-0.403222,0.709244,1.15163,1.29382,1.33014,-1.20967,1.04712,0.342552,1.03394,-1.4359,0.273434,0.399816,0.876333,0.238296,0.281994,0.473712,0.567048,0.65066,0.907726,0.6185,0.502471,-0.102472,0.568621,0.720628,-1.00468,0.585095,0.312189,0.467653,1.34497,0.557205,-1.70039,-2.22473,0.814967,0.901251,0.643293,0.691053,0.357249,0.48448,0.945371,0.410289,-0.308082,0.513554,0.869492,1.3569,1.40527,-1.51417,1.07681,0.351631,1.25651,-1.72912,-0.403861,-0.198305,0.0750413,0.229428,0.495178,0.335028,0.277398,0.414537,0.649742,0.506351,0.381702,0.332269,0.804875,0.716164,1.34901,0.463749,0.434975,0.702865,0.321244,0.320664,0.261767,0.252467,0.763849,0.650761,0.798618,0.365578,0.282892,0.797326,
0.025,0.767691,0.547854,0.537785,0.208441,0.669524,0.886734,-0.6762,0.400375,0.27553,0.308003,0.289355,0.304958,0.584642,0.646632,0.829767,0.78758,0.736033,0.56099,0.486968,0.499631,0.881805,0.834553,-0.402957,0.709079,1.15176,1.29358,1.32998,-1.20948,1.04717,0.342548,1.03402,-1.43598,0.273362,0.399727,0.876526,0.238416,0.282105,0.473484,0.566888,0.650509,0.907922,0.618692,0.502568,-0.102357,0.568856,0.720758,-1.0046,0.584977,0.312156,0.467604,1.34493,0.557219,-1.7002,-2.22454,0.814979,0.901239,0.643436,0.690625,0.357078,0.484349,0.94523,0.410123,-0.308435,0.513595,0.869474,1.35699,1.40535,-1.51439,1.07686,0.351617,1.25647,-1.72894,-0.4038,-0.198218,0.0749119,0.229395,0.495097,0.335109,0.277444,0.41455,0.649687,0.506404,0.381764,0.332304,0.804874,0.716187,1.34899,0.463812,0.435148,0.702803,0.321417,0.320675,0.261789,0.252465,0.763915,0.650842,0.798699,0.365587,0.282973,0.797442,
0.03,0.767582,0.547727,0.53763,0.208321,0.669269,0.886522,-0.676278,0.400474,0.275549,0.308106,0.289464,0.305059,0.584515,0.646298,0.829803,0.787532,0.735866,0.561072,0.487051,0.499688,0.881936,0.834911,-0.402647,0.708898,1.15188,1.29332,1.32985,-1.20929,1.04714,0.342541,1.03411,-1.43605,0.273295,0.399644,0.876855,0.238538,0.28222,0.473278,0.566728,0.650358,0.908098,0.618873,0.502682,-0.102244,0.569084,0.720871,-1.00452,0.584949,0.312125,0.467556,1.3449,0.55723,-1.70001,-2.22436,0.814967,0.901188,0.643579,0.69021,0.356917,0.484226,0.945066,0.409951,-0.308791,0.513651,0.869433,1.35697,1.40538,-1.51459,1.07688,0.351603,1.25643,-1.72892,-0.403738,-0.198136,0.0747887,0.229364,0.495022,0.335188,0.277488,0.414562,0.649634,0.506459,0.381823,0.332339,0.804866,0.716206,1.34897,0.463872,0.435304,0.702738,0.321587,0.320687,0.261811,0.252466,0.763957,0.650915,0.798764,0.365599,0.283056,0.797547,
0.035,0.767462,0.547603,0.537493,0.208209,0.669045,0.886343,-0.676347,0.400575,0.275567,0.308209,0.289575,0.305161,0.584383,0.645965,0.829859,0.787486,0.735715,0.561162,0.487135,0.499747,0.882063,0.835257,-0.402303,0.708711,1.15196,1.2931,1.32972,-1.20909,1.04707,0.342531,1.0342,-1.43611,0.273236,0.399566,0.87726,0.238663,0.282337,0.473092,0.566573,0.650214,0.908247,0.619031,0.502807,-0.102137,0.569298,0.720976,-1.00445,0.584985,0.312096,0.467512,1.34491,0.557236,-1.69983,-2.22418,0.814943,0.90113,0.643715,0.689817,0.356771,0.484115,0.944888,0.40978,-0.309139,0.513716,0.869384,1.35693,1.40538,-1.51476,1.07689,0.35159,1.25639,-1.7289,-0.403678,-0.19806,0.0746739,0.229335,0.494952,0.335262,0.277529,0.414573,0.649582,0.506513,0.381878,0.332372,0.804867,0.716218,1.34895,0.46393,0.43544,0.702666,0.321748,0.3207,0.261833,0.252469,0.764004,0.650979,0.798828,0.365613,0.283138,0.797641,
0.04,0.767346,0.547483,0.537366,0.208106,0.66884,0.886197,-0.676408,0.400677,0.275584,0.308313,0.289687,0.305263,0.584246,0.645654,0.829928,0.787448,0.73558,0.561259,0.487221,0.499806,0.882185,0.835588,-0.401936,0.708524,1.15201,1.29291,1.32958,-1.20889,1.04701,0.342522,1.03428,-1.43617,0.273183,0.399496,0.877695,0.238788,0.282456,0.472927,0.56643,0.650081,0.90838,0.619167,0.502938,-0.102036,0.569496,0.721073,-1.00437,0.585067,0.312069,0.467472,1.34492,0.557238,-1.69964,-2.224,0.814919,0.901075,0.643842,0.689452,0.356642,0.484019,0.944701,0.409614,-0.309475,0.513785,0.86934,1.3569,1.40539,-1.51492,1.07689,0.351575,1.25635,-1.72888,-0.403616,-0.19799,0.074567,0.229309,0.494886,0.335332,0.277568,0.414584,0.649529,0.506563,0.381928,0.332404,0.804869,0.716224,1.34893,0.463989,0.43556,0.702601,0.321899,0.320714,0.261855,0.252476,0.764048,0.651037,0.798888,0.365631,0.283216,0.797723,
0.045,0.767229,0.547373,0.537282,0.208013,0.668714,0.886183,-0.67649,0.400779,0.275599,0.308416,0.2898,0.305365,0.584165,0.645419,0.830001,0.787413,0.735454,0.561364,0.48731,0.49987,0.882306,0.835927,-0.401556,0.708375,1.15205,1.29284,1.32957,-1.20869,1.04697,0.342549,1.03436,-1.43625,0.273116,0.39943,0.878132,0.238914,0.282578,0.472808,0.56631,0.649971,0.908524,0.619297,0.503071,-0.101938,0.569681,0.721187,-1.00429,0.585186,0.312044,0.467435,1.34517,0.557308,-1.69968,-2.22382,0.814889,0.901012,0.643962,0.689121,0.35653,0.483941,0.944519,0.409454,-0.309793,0.513856,0.869315,1.35729,1.40573,-1.51507,1.0769,0.351541,1.25632,-1.72883,-0.403532,-0.197924,0.0744611,0.229284,0.49482,0.335381,0.277597,0.414592,0.649478,0.506625,0.381975,0.332436,0.804943,0.716223,1.34898,0.464045,0.435658,0.702527,0.322042,0.32073,0.261879,0.252485,0.764187,0.651085,0.799011,0.365652,0.28329,0.797794,
0.05,0.767123,0.547261,0.537196,0.207932,0.668558,0.886028,-0.676575,0.400878,0.275614,0.30852,0.289915,0.305466,0.584089,0.645194,0.830076,0.787385,0.735345,0.561478,0.4874,0.499935,0.882423,0.836234,-0.401173,0.708229,1.15207,1.29267,1.32949,-1.20848,1.0469,0.342591,1.03443,-1.43633,0.273048,0.399371,0.878539,0.239038,0.282701,0.472732,0.566213,0.649879,0.908641,0.619407,0.503203,-0.101845,0.56985,0.72127,-1.0042,0.58533,0.312021,0.467402,1.34527,0.557384,-1.69963,-2.22364,0.814858,0.90095,0.644072,0.688834,0.356438,0.483881,0.944348,0.409305,-0.310088,0.513927,0.869271,1.35739,1.40588,-1.51518,1.07689,0.351496,1.25629,-1.72878,-0.403435,-0.197866,0.0743608,0.229263,0.494754,0.335416,0.277618,0.414597,0.649435,0.506679,0.382016,0.332466,0.804966,0.716216,1.34896,0.46409,0.435722,0.702461,0.322175,0.320748,0.261903,0.2525,0.764225,0.651117,0.79907,0.365676,0.283359,0.797853,
0.055,0.767048,0.54717,0.537123,0.207871,0.668429,0.886021,-0.676536,0.40098,0.275624,0.308621,0.290029,0.305567,0.584013,0.645019,0.830152,0.787372,0.735268,0.561596,0.487491,0.499996,0.882523,0.836506,-0.40081,0.70815,1.15207,1.29256,1.32936,-1.20828,1.04696,0.34249,1.0345,-1.43627,0.273074,0.399327,0.878858,0.239159,0.282825,0.472562,0.566059,0.649713,0.908725,0.619497,0.503327,-0.101771,0.569987,0.721358,-1.00416,0.58545,0.312003,0.467377,1.34544,0.557483,-1.69962,-2.22347,0.814835,0.900904,0.644162,0.688623,0.356377,0.483848,0.944197,0.409171,-0.310337,0.513989,0.869263,1.35746,1.40597,-1.51526,1.07692,0.351526,1.25626,-1.72879,-0.403429,-0.197823,0.0743028,0.229247,0.494697,0.335508,0.277667,0.414612,0.649386,0.506723,0.382047,0.332492,0.804991,0.716202,1.34896,0.464141,0.435778,0.702428,0.322286,0.320765,0.261925,0.252515,0.764286,0.651147,0.79914,0.365702,0.283418,0.797903,
0.06,0.766968,0.547065,0.537031,0.207816,0.668258,0.885858,-0.676601,0.401078,0.275636,0.308722,0.290143,0.305667,0.583907,0.644809,0.830229,0.787368,0.7352,0.561722,0.487584,0.500063,0.882623,0.83675,-0.400455,0.708036,1.15207,1.29239,1.32922,-1.20808,1.04696,0.342528,1.03455,-1.43633,0.273022,0.399281,0.879135,0.239278,0.28295,0.472501,0.56596,0.649616,0.908797,0.619571,0.503446,-0.101691,0.570115,0.721412,-1.00408,0.585592,0.311986,0.467352,1.34535,0.557532,-1.69958,-2.2233,0.814833,0.900891,0.644254,0.688448,0.356325,0.483827,0.944056,0.409049,-0.310543,0.51405,0.869232,1.35725,1.40579,-1.51533,1.07691,0.351476,1.25624,-1.72873,-0.403327,-0.19778,0.0742198,0.229232,0.494638,0.335532,0.277681,0.414615,0.649338,0.506755,0.382077,0.332519,0.804952,0.71618,1.34889,0.464189,0.43581,0.702377,0.322394,0.320786,0.261951,0.252537,0.764249,0.651167,0.799133,0.365732,0.283472,0.797949,
0.065,0.766893,0.546938,0.53694,0.207771,0.66809,0.885687,-0.676634,0.401175,0.275647,0.308822,0.290258,0.305767,0.583791,0.644542,0.830305,0.78738,0.735148,0.561853,0.487678,0.500134,0.882717,0.836973,-0.400115,0.707901,1.15208,1.29229,1.32915,-1.20788,1.04689,0.342537,1.0346,-1.43635,0.272995,0.399243,0.879354,0.239393,0.283075,0.472448,0.565872,0.649521,0.908855,0.619629,0.503559,-0.101616,0.570224,0.721412,-1.004,0.585736,0.311972,0.467333,1.34491,0.557479,-1.69956,-2.22342,0.814856,0.900922,0.644343,0.688318,0.356293,0.483824,0.943928,0.40894,-0.310694,0.514106,0.869175,1.35685,1.40549,-1.51537,1.07682,0.351439,1.25621,-1.72867,-0.40324,-0.197746,0.0741503,0.229219,0.494569,0.335562,0.277699,0.41462,0.64929,0.50678,0.382102,0.332544,0.804865,0.716153,1.34879,0.464234,0.435821,0.702319,0.322493,0.32081,0.261979,0.252562,0.764167,0.651178,0.799067,0.365766,0.283518,0.797974,
0.07,0.766819,0.546825,0.53688,0.207738,0.667986,0.885581,-0.676644,0.401268,0.275656,0.308919,0.290372,0.305865,0.583696,0.644291,0.830381,0.787399,0.735115,0.56199,0.487774,0.500206,0.882807,0.837188,-0.399793,0.707753,1.15208,1.29223,1.32911,-1.20768,1.04678,0.342523,1.03464,-1.43635,0.272989,0.399211,0.879513,0.239504,0.2832,0.472388,0.565781,0.649417,0.908908,0.619671,0.503664,-0.101548,0.570314,0.721416,-1.00393,0.585871,0.31196,0.467318,1.34461,0.557391,-1.69954,-2.22341,0.814905,0.900998,0.64443,0.688231,0.356281,0.48384,0.943808,0.408844,-0.310791,0.514154,0.86912,1.35675,1.40542,-1.51539,1.07672,0.351412,1.25619,-1.72862,-0.403164,-0.19772,0.0740921,0.22921,0.49449,0.335599,0.277719,0.414626,0.649244,0.506808,0.38212,0.332568,0.804819,0.71612,1.34873,0.464274,0.435813,0.702266,0.322583,0.320836,0.262007,0.252592,0.764162,0.65118,0.799048,0.365806,0.283554,0.797983,
