mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0.022408,0.062922,0.0513671,0.00465072,0.0196031,0.0218776,0.0343185,0.0603902,
addlong_r,0.00295165,0.0643811,0.0475157,0.0650152,0.0318183,0.0173917,0.0295783,0.0321667,
addmagDist_r,0.00461661,0.0257067,0.0370314,0.0549828,0.0146559,0.0232705,0.00204755,0.0623718,
addmagIsch_r,0.0279928,0.044558,0.0525462,0.053276,0.0694541,0.000310131,0.0175523,0.00857984,
addmagMid_r,0.0290913,0.0394791,0.053886,0.0247231,0.0383259,0.0108266,0.0248152,0.0203103,
addmagProx_r,0.0532417,0.0563488,0.063204,0.0550217,0.0656523,0.0477172,0.0465948,0.0506236,
bflh_r,0.0212334,0.00107143,0.146042,0.00154776,0.156237,0.000629129,0.010025,0.37291,
bfsh_r,0.0212301,0.00111526,0.146046,0.00154471,0.156218,0.000620632,0.0100054,0.372919,
edl_r,0.0573149,0.0127955,0.051429,0.0556698,0.00163774,0.0207611,0.0522106,0.0593362,
ehl_r,0.0545322,0.0298872,0.0504863,0.0557341,0.0236661,0.0637878,0.00784725,0.0507401,
fdl_r,0.00451644,0.0110814,0.0532224,0.059741,0.0338658,0.0421203,0.0693212,0.0175844,
fhl_r,0.00542583,0.0126782,0.0231008,0.0566415,0.0230274,0.0119425,0.0201324,0.0628283,
gaslat_r,0.0331656,0.0450053,0.0645154,0.0101277,0.00854365,0.0476593,0.0688449,0.0011156,
gasmed_r,0.0663113,0.0511083,0.044587,0.0254289,0.0541351,0.0359877,0.0669479,0.0439515,
glmax1_r,0.0295989,0.0461734,0.00542831,0.0209939,0.263095,0.0047189,0.0351511,1.09278e-10,
glmax2_r,0.0295988,0.0461733,0.0054283,0.0209939,0.263095,0.0047189,0.0351512,7.59204e-11,
glmax3_r,0.0295988,0.0461734,0.0054283,0.0209939,0.263095,0.0047189,0.0351511,5.59527e-11,
glmed1_r,0.0558418,0.0464871,0.034313,0.00251715,0.00121749,0.0519843,0.0626204,0.0379617,
glmed2_r,0.0340552,0.0273466,0.0482616,0.0555633,0.0680779,0.0170322,0.0564867,0.00924043,
glmed3_r,0.0426864,0.0623274,0.0657701,0.00935474,0.0361632,0.053289,0.0426354,0.0590792,
glmin1_r,0.0175381,0.00421082,0.0575239,0.024853,0.0221023,0.0508419,0.0349807,0.0261206,
glmin2_r,0.0576541,0.0603207,0.0348767,0.0472057,0.0519027,0.0235804,0.0497532,0.0157272,
glmin3_r,0.0294624,0.0322035,0.0265094,0.0341551,0.022861,0.0280934,0.0302538,0.0258724,
grac_r,0.0373103,0.0405377,0.0581906,0.0268989,0.0327663,0.00108014,0.0590455,0.0489306,
iliacus_r,0.042631,0.0565364,0.0388414,0.0378083,0.0691149,0.0484965,0.0456457,0.00583906,
perbrev_r,0.0554243,0.0211976,0.031607,0.0526144,0.0622562,0.0635623,0.0532823,0.0341546,
perlong_r,0.0443683,0.0412769,0.0161381,0.0278904,0.0541936,0.053577,0.00373615,0.0498776,
piri_r,0.0660166,0.060535,0.0506396,0.0531658,0.0436336,0.0250029,0.022603,0.0582271,
psoas_r,0.00482349,0.0666408,0.00378778,0.0251966,0.0142597,0.0225908,0.0547492,0.0411942,
recfem_r,5.13891e-05,0.309862,0.00231835,0.000181409,0.00113713,0.0192371,0.163371,0.189654,
sart_r,5.19228e-05,0.309862,0.00231949,0.000180626,0.00113648,0.0192372,0.163371,0.189653,
semimem_r,0.0212317,0.00109439,0.146044,0.00154617,0.156227,0.000624759,0.0100147,0.372915,
semiten_r,0.02123,0.00111814,0.146046,0.0015445,0.156216,0.000620052,0.0100041,0.37292,
soleus_r,0.0392916,0.0430546,0.0101482,0.0636624,0.0609989,0.0509202,0.00420891,0.0516848,
tfl_r,5.49846e-05,0.309861,0.00230779,0.000183866,0.0011411,0.0192361,0.163371,0.189659,
