mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0,0,0.0127222,0,0.130564,0,0.028839,0,
addlong_r,0.0314941,0.0231349,0.0397474,0.0379772,0.0259596,0.0395195,0.0336597,0.0394283,
addmagDist_r,0.00422753,0.0581485,0.00236384,0.0180457,0,0.0796635,0.207988,0.0241031,
addmagIsch_r,0.00779986,0.0401673,0,0.0265902,0.000426545,0.00565611,0.127219,0,
addmagMid_r,0.00921703,0.0514264,0.0156073,0,0.0498703,0.0977955,0.0665109,0.038083,
addmagProx_r,0.00534908,0.235234,0.0792735,0,0.347762,0.0933884,0.109011,0.059318,
bflh_r,0.0676388,0.000922753,0.110216,0.0976278,0.102515,0.0115984,0.0119937,0.377319,
bfsh_r,0.0676576,0.00106179,0.110215,0.0976224,0.102525,0.0116136,0.0119734,0.377325,
edl_r,0.00490355,0.0123905,0.0161591,0.038808,0.036407,0.00115029,0.00752766,0.0396892,
ehl_r,0.00991831,0.009446,0.0122436,0.0281941,0.0566085,0.0404069,0.0435361,0.0251496,
fdl_r,0.0841866,0.088094,0.0604214,0.00768415,0.0801344,0.0735133,0.0677938,0.0890243,
fhl_r,0.081094,0.0806121,0.0722168,0.0463359,0.0780482,0.0784188,0.0786293,0.0670837,
gaslat_r,0.0106928,0.0156284,0,0,0.0273254,0.0178145,0.0123643,0.0238739,
gasmed_r,0,0.0284959,0.0177128,0.00933104,0.0271717,0.0341392,0.000495107,0.0302147,
glmax1_r,0.0507018,0.022738,0,0.0746157,0.216519,0.015711,0.0235791,0.0569792,
glmax2_r,0.0507019,0.0227381,0,0.0746157,0.216519,0.015711,0.0235791,0.0569792,
glmax3_r,0.050702,0.0227381,0,0.0746156,0.216519,0.015711,0.0235791,0.0569791,
glmed1_r,0.00131462,0,0.0011325,0,0,0,0,0.00203577,
glmed2_r,0,0.00320803,0,0.00374202,0.00124055,0,0,0,
glmed3_r,0,0,0,0,0,0.000435846,0,0.00176663,
glmin1_r,0,0.0024251,0,0.00451833,0.000874618,0.00505741,0,0,
glmin2_r,0,0.00380909,0,0.00387228,0,0,0.00569135,0,
glmin3_r,0.0578446,0.0593251,0.0585701,0.0583782,0.0623554,0.0609262,0.0607115,0.0579521,
grac_r,0,0.0220928,0.00905817,0.00253404,0.0131008,0,0.0175841,0.019876,
iliacus_r,0.011203,0,2.06972e-05,0.0120786,0.206826,0.0054804,0.0186953,0,
perbrev_r,0.0156933,0.0713184,0,0,0.0226574,0.016096,0.00382163,0.0529259,
perlong_r,0,0,0,0,0.00608704,0,0.0671372,0.0582533,
piri_r,0.0549777,0.0519744,0.059224,0.0608422,0.0623899,0.0661502,0.0708937,0.0575446,
psoas_r,0.0707758,0.169575,0.127681,0.00229888,0.337063,0,0,0.0751327,
recfem_r,0.057733,0.18911,0.0307902,0.101761,0.0101412,0.0147951,0.20109,0.206953,
sart_r,0.0577324,0.18911,0.0307865,0.101763,0.0101462,0.0147955,0.201089,0.206957,
semimem_r,0.0676488,0.000995204,0.110216,0.097625,0.10252,0.0116061,0.0119831,0.377322,
