time,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
-0,0.0350962,5.60519e-45,1.4013e-45,0.129843,0.0636221,1.78973e-17,0.0537709,2.8026e-45,
0.005,0.0350962,5.60519e-45,1.4013e-45,0.129843,0.0636221,1.75775e-17,0.0537709,2.8026e-45,
0.01,0.0350962,5.60519e-45,1.4013e-45,0.129843,0.0636221,2.11599e-17,0.0537709,2.8026e-45,
0.015,0.0350962,5.60519e-45,1.4013e-45,0.129843,0.0636221,1.61783e-17,0.0537709,1.4013e-45,
0.02,0.0372758,1.26117e-44,1.4013e-45,0.126492,0.067223,5.83137e-08,0.0515342,2.8026e-45,
0.025,0.0393865,2.78593e-23,1.4013e-45,0.123696,0.0661435,0.00908999,0.0476483,2.8026e-45,
0.03,0.0396631,0.00661106,2.8026e-45,0.119844,0.0666387,0.0123893,0.0433255,4.2039e-45,
0.035,0.0406227,0.00899043,2.8026e-45,0.11496,0.0672341,0.0144294,0.0410106,4.2039e-45,
0.04,0.0413267,0.0110991,4.2039e-45,0.109875,0.067516,0.0158877,0.0392624,5.60519e-45,
0.045,0.0421222,0.0148901,0.0120082,0.098602,0.0692237,0.0173803,0.0354359,5.60519e-45,
0.05,0.0429434,0.0188535,0.0150306,0.0896785,0.0700502,0.0193044,0.0322734,5.60519e-45,
0.055,0.0430962,0.0218734,0.0182345,0.0809314,0.0699278,0.0199744,0.0305461,5.60519e-45,
0.06,0.0426068,0.0239692,0.021603,0.0730971,0.0690943,0.0194299,0.030036,5.60519e-45,
0.065,0.0414992,0.0252337,0.0250068,0.0671045,0.0678516,0.0177792,0.0304274,5.60519e-45,
0.07,0.0398409,0.0257823,0.0282207,0.0639185,0.0664965,0.0151695,0.0313612,5.60519e-45,
0.075,0.0377373,0.0257405,0.0309162,0.0643706,0.0652642,0.0118224,0.0325134,4.2039e-45,
0.08,0.035349,0.025208,0.0327395,0.069162,0.0643108,0.00806738,0.0335794,4.2039e-45,
0.085,0.0328452,0.0241546,0.0334408,0.078535,0.0642749,0.00310284,0.0346018,4.2039e-45,
0.09,0.0304052,0.0229801,0.0326521,0.0932106,0.0640404,7.59984e-19,0.0346117,5.60519e-45,
0.095,0.0281945,0.021864,0.0301772,0.113168,0.0632871,2.50209e-32,0.0332227,8.40779e-45,
0.1,0.0263181,0.020641,0.0261333,0.137241,0.0634438,6.49757e-36,0.031195,9.64183e-16,
0.105,0.0251069,0.0182325,0.0194796,0.165025,0.0635765,1.54955e-20,0.0284637,0.00251547,
0.11,0.0257708,0.0134005,2.8026e-45,0.198476,0.0626927,1.87393e-11,0.0245307,0.0121983,
0.115,0.024785,0.010344,2.8026e-45,0.22501,0.0630974,1.54615e-06,0.0218424,0.0144305,
0.12,0.0261383,9.80909e-45,1.4013e-45,0.252661,0.0524244,0.0213313,0.0159745,0.0217251,
0.125,0.0257162,5.60519e-45,1.4013e-45,0.272848,0.050632,0.0258858,0.0121926,0.0234254,
0.13,0.0259443,4.2039e-45,1.4013e-45,0.286575,0.0487796,0.0300351,0.00933477,0.0245727,
0.135,0.0268068,4.2039e-45,1.4013e-45,0.292874,0.0467886,0.0336694,0.00755437,0.0250975,
0.14,0.0282452,2.8026e-45,1.4013e-45,0.291253,0.0447523,0.0364818,0.00697435,0.0249271,
0.145,0.0302057,2.8026e-45,1.4013e-45,0.281762,0.0427544,0.0382985,0.00758026,0.0240653,
0.15,0.0326395,4.2039e-45,1.4013e-45,0.265026,0.040874,0.0390743,0.00920181,0.0226167,
0.155,0.0355018,4.2039e-45,1.4013e-45,0.242248,0.0392209,0.0389066,0.0115827,0.0207542,
0.16,0.0387525,7.00649e-45,1.4013e-45,0.215154,0.0379486,0.0380172,0.0144435,0.0186923,
0.165,0.0423312,4.62428e-44,2.8026e-45,0.185844,0.0372707,0.0367761,0.0174908,0.0166223,
0.17,0.0461841,5.63377e-07,5.60519e-45,0.156657,0.0374668,0.0355715,0.0204866,0.0147194,
0.175,0.0462569,0.00991947,0.0205667,0.121645,0.0456438,0.0242205,0.0250469,0.00174469,
0.18,0.0494549,0.0109705,0.0308028,0.0962711,0.048592,0.021996,0.0277667,1.26117e-44,
0.185,0.0535479,0.0114655,0.0391755,0.0771893,0.0525184,0.0217576,0.0295544,5.60519e-45,
0.19,0.0587898,0.0119927,0.0460512,0.0642707,0.0588267,0.0223593,0.0307258,4.2039e-45,
0.195,0.0656822,0.0124584,0.0510572,0.0575449,0.0675735,0.0239537,0.0311469,4.2039e-45,
0.2,0.0746805,0.0127988,0.0539963,0.0566181,0.078687,0.0265095,0.0307486,5.60519e-45,
0.205,0.0861792,0.0129688,0.0548484,0.0608046,0.0918969,0.0298431,0.0295339,5.60519e-45,
0.21,0.100482,0.0129426,0.0537946,0.0691802,0.106676,0.0335652,0.0275934,9.80909e-45,
0.215,0.117672,0.0127177,0.0512123,0.0805655,0.122245,0.0371166,0.0250801,3.22299e-44,
0.22,0.138016,0.0104814,0.0453513,0.0955342,0.13439,0.0436061,0.0209462,0.00471319,
0.225,0.162299,2.91682e-05,0.0359212,0.113191,0.140883,0.0537203,0.0165517,0.016704,
0.23,0.185208,6.12747e-33,0.0269819,0.130742,0.145567,0.0625184,0.00910025,0.0264882,
0.235,0.207713,2.38221e-44,0.0186127,0.147018,0.147399,0.0695338,0.00177497,0.0360678,
0.24,0.228261,1.26117e-44,0.0127958,0.159029,0.149373,0.0688587,1.68156e-44,0.0426329,
0.245,0.24633,9.80909e-45,0.00904373,0.167562,0.149161,0.0647162,8.40779e-45,0.0473097,
0.25,0.261468,8.40779e-45,0.0072234,0.172656,0.145822,0.0593881,5.60519e-45,0.0506082,
0.255,0.27308,8.40779e-45,0.00740781,0.17403,0.139707,0.0533723,5.60519e-45,0.0524716,
0.26,0.280448,9.80909e-45,0.0094001,0.17196,0.131413,0.0472956,5.60519e-45,0.0529662,
0.265,0.282848,9.80909e-45,0.0127787,0.167265,0.12175,0.0418466,7.00649e-45,0.0522383,
0.27,0.279917,1.26117e-44,0.0169248,0.161159,0.111584,0.0376416,1.4013e-44,0.0505066,
0.275,0.271964,2.24208e-44,0.0212222,0.154768,0.101893,0.0346392,0.000377749,0.0479396,
