time,synergy1,synergy2,synergy3,synergy4,
0.14,0.760611,3.48743e-09,5.88559e-07,8.12518e-05,
0.145,0.76059,8.47726e-09,3.47762e-07,0.000100927,
0.15,0.760656,2.61097e-09,8.20695e-07,3.9328e-05,
0.155,0.760565,3.66069e-09,4.12706e-07,0.000123292,
0.16,0.786564,9.81403e-05,0.0154926,0.00451581,
0.165,0.781671,0.000111664,0.00658315,0.0141766,
0.17,0.768937,0.000328177,0.0525711,0.0369861,
0.175,0.781825,0.00223534,0.073646,0.0118327,
0.18,0.76735,0.0029964,0.100324,0.0465398,
0.185,0.762008,0.00311202,0.0909258,0.0568479,
0.19,0.747891,0.00297379,0.116725,0.0917502,
0.195,0.784131,0.0129389,0.169115,0.0224687,
0.2,0.779881,0.021691,0.200823,0.0394412,
0.205,0.722854,0.0460323,0.0779404,0.149751,
0.21,0.723824,0.0693486,0.102281,0.157609,
0.215,0.738421,0.0189558,0.178537,0.127845,
0.22,0.772558,0.0654545,0.234546,0.0734284,
0.225,0.771622,0.006878,0.292377,0.0731882,
0.23,0.732076,0.0371047,0.236747,0.159836,
0.235,0.782475,0.096463,0.263009,0.0653253,
0.24,0.651841,0.126844,0.0492662,0.326904,
0.245,0.804732,0.142326,0.295967,0.0344641,
0.25,0.755303,0.125699,0.267795,0.139089,
0.255,0.754153,0.119691,0.271919,0.141083,
0.26,0.760114,0.0621646,0.378718,0.13848,
0.265,0.755285,0.16693,0.264137,0.151366,
0.27,0.719117,0.134714,0.271495,0.230601,
0.275,0.687703,0.172448,0.179332,0.292083,
0.28,0.69239,0.213197,0.181222,0.295844,
0.285,0.753426,0.178561,0.321015,0.177751,
0.29,0.805757,0.24682,0.375172,0.0914642,
0.295,0.655269,0.235927,0.128239,0.379265,
0.3,0.768612,0.199937,0.391319,0.172714,
0.305,0.699454,0.155638,0.317745,0.303587,
0.31,0.693423,0.28294,0.209074,0.331468,
0.315,0.804222,0.26235,0.419861,0.11861,
0.32,0.737947,0.275438,0.322446,0.257999,
0.325,0.800252,0.382154,0.320956,0.142409,
0.33,0.724458,0.301806,0.300663,0.296893,
0.335,0.668615,0.284054,0.22299,0.403182,
0.34,0.640533,0.250178,0.23603,0.467978,
0.345,0.632498,0.236646,0.236002,0.482884,
0.35,0.865409,0.44392,0.450215,0.0565016,
0.355,0.625904,0.364987,0.119919,0.512267,
0.36,0.806277,0.378104,0.439829,0.179758,
0.365,0.772919,0.374107,0.386731,0.243476,
0.37,0.6535,0.330984,0.248885,0.482869,
0.375,0.727483,0.440579,0.264405,0.345076,
0.38,0.779598,0.334412,0.483156,0.253931,
0.385,0.721071,0.442874,0.272858,0.369718,
0.39,0.759518,0.742912,0.054924,0.318767,
0.395,0.729555,0.433585,0.317423,0.365392,
0.4,0.753875,0.485489,0.325903,0.332804,
0.405,0.666317,0.647035,0.0119929,0.506018,
0.41,0.753127,0.601712,0.225104,0.350324,
0.415,0.680824,0.518559,0.185625,0.485825,
0.42,0.7245,0.522883,0.2734,0.414307,
0.425,0.873257,0.491223,0.56032,0.128491,
0.43,0.733852,0.468982,0.360448,0.406311,
0.435,0.71953,0.563239,0.240287,0.436993,
0.44,0.727864,0.61495,0.217471,0.434433,
0.445,0.740198,0.558431,0.295939,0.408865,
0.45,0.505357,0.385346,0.0841472,0.863457,
0.455,0.775553,0.579266,0.349793,0.353322,
0.46,0.544935,0.325171,0.226491,0.796825,
0.465,0.681562,0.668533,0.11181,0.547472,
0.47,0.563477,0.196767,0.401264,0.767782,
0.475,0.849032,0.573705,0.507517,0.234613,
0.48,0.63903,0.724283,0.00700639,0.652389,
0.485,0.796826,0.64683,0.355803,0.347727,
0.49,0.698908,0.540168,0.307457,0.541785,
0.495,0.766431,0.649951,0.311687,0.416387,
0.5,0.638261,0.69773,0.0541325,0.673376,
0.505,0.873881,0.749786,0.404804,0.224277,
0.51,0.728271,0.687387,0.228394,0.510547,
0.515,0.670947,0.671096,0.146785,0.619664,
0.52,0.662524,0.569085,0.244886,0.641642,
0.525,0.766402,0.638515,0.352264,0.445306,
0.53,0.682932,0.664398,0.19148,0.614976,
0.535,0.703244,0.649236,0.241632,0.575589,
0.54,0.689047,0.514639,0.361681,0.606765,
0.545,1,0.866429,0.537311,0.023866,
0.55,0.75503,0.479494,0.517483,0.487633,
0.555,0.602061,0.647694,0.0850567,0.78609,
0.56,0.658585,0.613974,0.22269,0.684714,
0.565,0.789027,0.871164,0.185056,0.444064,
0.57,0.978885,0.857079,0.530713,0.0877248,
0.575,0.809003,0.699393,0.399706,0.407409,
0.58,0.890709,0.638374,0.607242,0.256046,
0.585,0.724622,0.327542,0.638246,0.563057,
0.59,0.623104,0.586439,0.207224,0.77287,
0.595,0.9034,0.660785,0.611555,0.239204,
0.6,0.752351,0.632818,0.38624,0.533492,
0.605,0.697718,0.637917,0.287567,0.638181,
0.61,0.821675,0.736645,0.404144,0.410234,
0.615,0.889056,0.813829,0.441236,0.283956,
0.62,0.778085,0.765414,0.304543,0.499977,
0.625,0.718358,0.681064,0.287879,0.611324,
0.63,0.7793,0.555316,0.523634,0.495275,
0.635,0.970965,0.913016,0.489017,0.140848,
0.64,0.838099,0.598811,0.583766,0.388715,
0.645,0.643025,0.793451,0.0524583,0.768638,
0.65,0.999563,0.883767,0.574591,0.0935194,
0.655,0.685611,0.759058,0.163563,0.689957,
0.66,0.723135,0.697298,0.293526,0.61955,
0.665,0.775844,0.738853,0.341583,0.520153,
0.67,0.879533,0.738606,0.522214,0.324802,
0.675,0.812824,0.614767,0.533613,0.44817,
0.68,0.621759,0.582821,0.241805,0.815094,
0.685,0.935946,1,0.356394,0.22844,
0.69,0.799825,0.138081,1,0.461319,
0.695,0.886772,0.859565,0.417086,0.319853,
0.7,0.707782,0.643485,0.332197,0.65652,
0.705,0.67385,0.625549,0.292344,0.720796,
0.71,0.757457,0.744182,0.31722,0.56622,
0.715,0.746515,0.621082,0.423358,0.582898,
0.72,0.706521,0.562131,0.41676,0.658146,
0.725,0.522943,0.30303,0.365941,1,
0.73,0.619577,0.779558,0.0493754,0.832309,
0.735,0.676111,0.500062,0.429616,0.714506,
