Alpha,Beta,Gamma,RMSE_Moments,R2_Moments,RMSE_Excitations,R2_Excitations
10,1,1200,49.91327123629054,0.6061967421719058,20.267282562753085,0.6737447776602176
10,1,1400,49.46122789548018,0.6171812346407755,19.269045739240674,0.6950558911247128
10,1,1600,49.607046913133914,0.6179384935525686,18.31119160904702,0.7111598562256832
10,1,1800,49.73601701605783,0.6116885927594029,17.67127986267925,0.7216197912525624
10,1,200,64.20793202213369,0.5949338771323008,29.927407909692967,0.45022710433793556
10,1,2000,49.873152429426995,0.611552211480954,17.04229680697817,0.7329787139527294
10,1,2500,50.15764369187712,0.6052711190216359,16.011130176647274,0.75540027892303
10,1,3000,50.388950423432796,0.6054551071369859,13.903163197306407,0.7791472380765878
10,1,3500,50.63304871050762,0.6049948875747786,13.35283470946922,0.7931024736471854
10,1,400,63.0295347439311,0.601994732527157,25.906087681430872,0.5244290214445808
10,1,4000,50.886792265387726,0.6058305823632867,12.861781829764261,0.8070319644406037
10,1,4500,51.11465387735428,0.6044764718274565,12.397430653412323,0.8168285124817579
10,1,5000,51.29995321881545,0.6146835685806291,10.80379509721433,0.8663172100687084
10,1,600,58.782108579536406,0.6026446537440246,23.72387084071972,0.5802788805993937
10,1,800,55.867833107403634,0.604756338063806,22.469482218675367,0.6190737677731808
1,1000,1,63.13564592805759,0.626884503154179,inf,0.11054681470140354
1,1000,10,63.110436382386204,0.6268247475790623,1793.9045970107118,0.18867884678286959
1,1000,100,55.58799864838927,0.6216081047689926,346.98486999408567,0.5438940286914486
1,1000,1000,54.88823153681641,0.5991009311153785,53.507305161541005,0.8820230731385478
1,1000,1200,54.98165151290204,0.5966333313692438,45.24067989371604,0.8908291291305633
1,1000,1400,55.10370683590229,0.5944720100550944,39.360764494059154,0.8968109593081849
1,1000,1600,55.22447101720513,0.592390672016299,34.95911210849773,0.9013374887298671
1,1000,1800,55.3386250375832,0.5904512611478452,31.531396887526146,0.9046187137847563
1,1000,200,55.28639666055133,0.6177490684634087,211.50548360001588,0.6828601098891174
1,1000,2000,55.44883849646575,0.5884255565082881,28.79972660827715,0.9073080719117788
1,1000,2500,55.703312766404856,0.5853324513047342,23.824224945270203,0.9130054587858039
1,1000,3000,55.94072514629392,0.582017191077191,20.50884272998656,0.9173753931965585
1,1000,3500,56.154429978136044,0.5792130810042069,18.148018252956682,0.9209301470405492
1,1000,400,54.98888889794736,0.6138312775360557,121.3517611972395,0.7910780857511516
1,1000,4000,56.35004843659065,0.5804742392881993,16.401120346680724,0.923635245275246
1,1000,4500,56.536759484393976,0.5784112095617077,15.046496706166943,0.9262505073921046
1,1000,5000,56.70286760268187,0.5764364392077563,13.97869870549967,0.9284577101186039
1,1000,600,54.86880966929242,0.6098754473806804,85.66249353329991,0.8443339028834351
1,1000,800,54.85068591299718,0.6018308165313402,65.85180222897432,0.8676950941710243
1,100,1,51.10837089030294,0.641846438539522,542.2277260182608,0.09248675544188042
1,100,10,50.83508581200235,0.6208449060042996,153.90704925334992,0.24694056926078073
1,100,100,50.54089612155403,0.627028457113104,43.162795811383596,0.6495447006159141
1,100,1000,52.6714821374516,0.6064590961733929,11.172683773876068,0.8970078112868226
1,100,1200,52.892807730895065,0.6042728214041212,10.305405801928485,0.9016952317208082
1,100,1400,53.08346362546751,0.6015077314092767,9.707882930437412,0.9047102060141402
1,100,1600,53.27098914661731,0.5943731561134074,9.228769685154276,0.9073985909748891
1,100,1800,53.44121277047474,0.5880251121907065,8.862284474495693,0.9094483815156501
1,100,200,50.77607554888978,0.6226863320333378,27.865542313427873,0.7630325699897669
1,100,2000,53.60694445672224,0.586623739417821,8.564633596125955,0.9111639351550791
1,100,2500,54.08675118844588,0.5840528296022496,7.9770819525965235,0.9148402778703315
1,100,3000,54.58711413144709,0.5823450041124931,7.691530453030757,0.9180515556991291
1,100,3500,55.00445859398102,0.5806084684188131,7.500120761330805,0.9210566103458658
1,100,400,51.556029083362944,0.6212557488706569,18.37098469390615,0.8447644631974592
1,100,4000,55.34954461356896,0.578928415427213,7.331484782449951,0.9239460665018793
1,100,4500,55.62662417640644,0.5774538751695181,7.210482796608058,0.9262238144533548
1,100,5000,55.86355524801972,0.5761717062840129,7.12061332658532,0.9282274264022562
1,100,600,52.07111120143365,0.6117999278383548,14.564285835616204,0.8759157169748215
1,100,800,52.41730061441299,0.6090442562481712,12.460547353388684,0.889281965112986
1,10,1,64.3424729025558,0.6015336321124873,71.2354252704912,0.17740264101425562
1,10,10,63.81845371821685,0.601434818457039,36.11789320834787,0.3269816825853974
1,10,100,51.96953665247893,0.6010909413128983,21.613351208753578,0.6434582068656117
1,10,1000,52.39195261536763,0.6042437386361309,8.937210855433822,0.898358246929732
1,10,1200,52.635738365358485,0.6023557652291991,8.557813790716738,0.9027019625473448
1,10,1400,52.84037270325429,0.5953425308395399,8.266452706703625,0.9059682402860553
1,10,1600,53.0294610523676,0.5938730082725389,8.04405401578184,0.9082590230906064
1,10,1800,53.19773672303144,0.5925715052733646,7.871632529876779,0.9100146004123884
1,10,200,49.97082900688658,0.6080299949382455,17.35913708832955,0.7317183019371664
1,10,2000,53.37204318391596,0.5914783745167383,7.712138789503021,0.9116239205243122
1,10,2500,53.88231648732237,0.5844369537220174,7.370457127642353,0.9152483879315593
1,10,3000,54.417402989742605,0.582742786769573,7.191698091793525,0.9181406392119483
1,10,3500,54.86883138961707,0.5813096562337512,7.106737392427078,0.9210435298640365
1,10,400,50.953046047681006,0.6062624594815527,13.012412819261629,0.8063839256002957
1,10,4000,55.230566174857685,0.579784139152052,7.0109536551424245,0.9240410325383976
1,10,4500,55.52214820377755,0.5784044167371976,6.941050538153204,0.9262442197175408
1,10,5000,55.76949778537832,0.5771347292825776,6.888235646222388,0.9282181998786161
1,10,600,51.65190848215527,0.6093282052874672,10.342034748713868,0.879237748677618
1,10,800,52.07621209726811,0.6063186325332236,9.450958871645271,0.8923996484629267
1,1,1,67.26636337022953,0.587518606357224,42.341564916611645,0.21229654070345724
1,1,10,64.58730799814818,0.5924905440593069,31.24532323477562,0.3904347262091808
1,1,100,53.624126470685006,0.6050864416519244,21.232840464409694,0.649527385044833
1,1,1000,52.3704250174999,0.603806598356782,8.836055933858416,0.8990569490635943
1,1,1200,52.61632975291197,0.601945086933506,8.495595021317174,0.9027636272866343
1,1,1400,52.82362084626053,0.6002792852848895,8.208159211688358,0.9060183857715965
1,1,1600,53.010104863947326,0.5934329144185517,7.997208975477363,0.9083385017643146
1,1,1800,53.17086970744608,0.5920381810919575,7.832244962616497,0.9100089176667542
1,1,200,49.87584473825209,0.6115397181523671,17.057948228471968,0.7326146781155639
1,1,2000,53.34102534235109,0.5909793086324139,7.6789473628537,0.9116483192926951
1,1,2500,53.85310347730192,0.5839008477156292,7.345798355184204,0.9152663766856427
1,1,3000,54.40320272209219,0.5822122845505123,7.167644848658947,0.918141216131083
1,1,3500,54.85683164710681,0.5809359130078157,7.087058156822446,0.9210599279599374
1,1,400,50.89978933771876,0.6060035895091367,12.830871164544464,0.8075499790207719
1,1,4000,55.22226468337613,0.5792990330069772,6.994692773999382,0.9240407956274588
1,1,4500,55.51483410749286,0.577831064948392,6.927055886513575,0.9262343208771132
1,1,5000,55.76250730651957,0.5765480709093566,6.8760960500673995,0.9281981526180768
1,1,600,51.609094730294345,0.609214811759671,10.205852076658498,0.8791651023833235
1,1,800,52.05088218317999,0.6059750503616481,9.346391842644971,0.8926395868024204
