mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0.0391205,0.0621495,0.00914928,0.00366811,0.0465232,0.0427385,0.0664844,0.0154068,
addlong_r,0.0302854,0.00482799,0.000153253,0.0343283,0.0412248,0.0365082,0.0180807,0.00218282,
addmagDist_r,0.0652083,0.00758173,0.0370438,0.0310646,0.00662413,0.00178132,0.00603883,0.0666406,
addmagIsch_r,0.0227439,0.013978,0.0205112,0.0340386,0.015985,0.00261336,0.0429982,0.0550451,
addmagMid_r,0.0593318,0.0680813,0.032515,0.0559356,0.0649753,0.0471549,0.0393127,0.0319506,
addmagProx_r,0.0398755,0.0554571,0.0649695,0.0663222,0.0547846,0.0127566,0.0454187,0.0560776,
bflh_r,0.000417815,0.322572,0.170455,2.29305e-18,5.41101e-26,0.0224171,0.000908582,2.64641e-22,
bfsh_r,0.000417815,0.322572,0.170455,2.74517e-18,1.12653e-25,0.0224171,0.000908582,1.48016e-22,
edl_r,0.0430031,0.0666813,0.00247993,0.0436228,0.0246703,0.0580764,0.0484213,0.0618464,
ehl_r,0.0226268,0.0324048,0.0320561,0.0508082,0.0566817,0.0150366,0.0423619,0.0662605,
fdl_r,0.0451137,0.0314661,0.0107617,0.0510155,0.0597991,0.0396143,0.0712989,0.0550455,
fhl_r,0.0310145,0.0641251,0.0599217,0.0362258,0.0205573,0.0282217,0.00664265,0.0451803,
gaslat_r,0.0693898,0.0287193,0.039197,0.0528089,0.0435373,0.0301351,0.0671561,0.0277849,
gasmed_r,0.0376959,0.0683546,0.0518508,0.031456,0.057198,0.0256305,0.0377011,0.00621263,
glmax1_r,0.429109,0.00445207,0.0346094,2.89376e-07,8.43332e-08,0.211255,9.75128e-05,1.81366e-08,
glmax2_r,0.429109,0.00445209,0.0346093,1.97348e-07,6.22282e-08,0.211255,9.75984e-05,7.48257e-09,
glmax3_r,0.429109,0.00445212,0.0346093,9.51022e-08,2.95699e-08,0.211255,9.77731e-05,2.96558e-09,
glmed1_r,0.0293046,0.00573368,0.0242226,0.0611816,0.032244,0.0174094,0.0036646,0.00534426,
glmed2_r,0.0105935,0.0193995,0.0437617,0.00311273,0.0020213,0.0655859,0.0643296,0.0444488,
glmed3_r,0.0531968,0.0207355,0.0119189,0.013405,0.0081759,0.00497378,0.00744868,0.0689923,
glmin1_r,0.0598913,0.0411492,0.0198341,0.0234501,0.035393,0.0417469,0.0586152,0.0338803,
glmin2_r,0.0213317,0.0652383,0.0432115,0.00562566,0.0191022,0.0612993,0.0687187,0.000553049,
glmin3_r,0.00825392,0.00923583,0.0588682,0.03298,0.0210959,0.0325242,0.0519951,0.063164,
grac_r,0.0386351,0.0628631,0.0333454,0.0169064,0.0423444,0.0590453,0.0607109,0.0397613,
iliacus_r,0.0414436,0.0592309,0.00379141,0.0236269,0.0628569,0.0432516,0.0185584,0.0295918,
perbrev_r,0.00226074,0.0116548,0.0525769,0.0428929,0.0342474,0.00261886,0.0200476,0.0357442,
perlong_r,0.0485993,0.0398324,0.0104104,0.0635216,0.0127702,0.0551607,0.0345557,0.0621174,
piri_r,0.0483014,0.0457713,0.0236227,0.0226559,0.0689017,0.0195377,0.0450418,0.0293185,
psoas_r,0.0104795,0.00750061,0.0272296,0.0202631,0.0663311,0.0659609,0.0157034,0.0323821,
recfem_r,0.0100346,0.0478695,0.0037045,0.0124173,0.0479792,4.19656e-06,5.60519e-45,2.8026e-45,
sart_r,0.0100344,0.0478692,0.00370609,0.0124171,0.0479797,2.65688e-06,5.60519e-45,2.8026e-45,
semimem_r,0.000417815,0.322572,0.170455,6.08719e-19,2.49599e-25,0.0224171,0.000908582,7.50421e-23,
semiten_r,0.000417815,0.322572,0.170455,1.44111e-18,6.11184e-26,0.0224171,0.000908582,3.89206e-22,
soleus_r,0.0679122,0.0111343,0.0478273,0.0154196,0.00777207,0.0548845,0.0525006,0.0700818,
tfl_r,0.0100345,0.0478691,0.00370666,0.0124169,0.04798,1.876e-06,5.60519e-45,2.8026e-45,
tibant_r,0.0630694,0.0232243,0.0650861,0.0458192,0.0458344,0.0474683,0.0123583,0.0545712,
tibpost_r,0.0602815,0.0593708,0.0530645,0.0533215,0.0329907,0.0339016,0.0495581,0.0347743,
vasint_r,0.0271227,0.0626474,0.0432716,0.0627573,0.0504101,0.0456311,0.0269008,0.0136279,
