mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0.062452,0.127335,0,0.0554033,0.149873,0.0147908,0.029476,0.00272786,
addlong_r,0.0203495,0.0253757,0.00243793,0,0.0863648,0.0296644,0.0667091,0.0161306,
addmagDist_r,0.128628,0.133209,0.0398103,0.166537,0.16001,0.00130821,0.026702,0.0112366,
addmagIsch_r,0.0854786,0.0204077,0.066323,0.0361838,0.0605386,0.035311,0.0145796,0.0475993,
addmagMid_r,0.0816321,0.0918369,0,0.113993,0.229494,0.00238621,0.00156455,0.00679472,
addmagProx_r,0.0549912,0.294828,0.00457946,0.0432492,0.213945,0.0542564,0.0230572,0.00179912,
bflh_r,0.0407192,0.36846,0.147107,0.0192357,0.0089302,0.00446082,0,0.0310037,
bfsh_r,0.0407192,0.36846,0.147107,0.0192357,0.0089302,0.00446082,0,0.0310037,
edl_r,0.123776,0.478323,0.0153262,0.056795,0.0402284,0.0157785,0.000628552,0,
ehl_r,0.197031,0.444135,0.0550079,0.041118,0,0.0599284,0.0450435,0.0257349,
fdl_r,0.078517,0.0408448,0.0864353,0.0851159,0.136351,0.0669461,0.451989,0.0437749,
fhl_r,0.0259847,0.00510537,0.0452554,0.061376,0.0681285,0.0256595,0.402735,0.0197611,
gaslat_r,0,0.00432915,0.00732186,0,0.140587,0.0212766,0.400156,0.00121477,
gasmed_r,0.000706713,0.00767559,0,0,0.249584,0.0167722,0.365218,0.00151258,
glmax1_r,0.431184,0.106703,0.056689,0.0286903,0.0344278,0.203372,0.0108493,0.0144986,
glmax2_r,0.431184,0.106703,0.0566887,0.0286904,0.0344277,0.203372,0.0108493,0.0144987,
glmax3_r,0.431184,0.106703,0.0566885,0.0286906,0.0344276,0.203372,0.0108495,0.0144987,
glmed1_r,0.00711027,0,0.0399622,0.00756555,0.0126914,0,0.114447,0,
glmed2_r,0,0,0.00254346,0.127995,0.00480948,0.00181165,0.140826,0.0681501,
glmed3_r,0,0.0981859,0.00979335,0.196646,0.00786843,0,0.0328701,0.106183,
glmin1_r,0.00597915,0.00131258,0.127425,0.00934619,0.0480082,0.125605,0.25727,0.0972647,
glmin2_r,0.00745002,0,0.0990698,0,0.00901676,0.00295389,0.276778,0.205745,
glmin3_r,0.00204778,0,0.116008,0.198782,0,0.00846081,0.264142,0.306864,
