Alpha,Beta,Gamma,RMSE_Moments,R2_Moments,RMSE_Excitations,R2_Excitations
10,10,2000,23.168162367135274,0.7337249366365661,125.91700095279856,0.059595750221132913
10,10,2000,23.794558005435924,0.6226950001229226,123.59411977275464,0.04766501984298715
10,10,2000,23.799214317072874,0.596677874986839,154.30290729468257,0.05578090402307428
10,10,2000,23.801562942222116,0.58360336266551,111.44242909769048,0.054805400682898554
10,10,2000,23.782641327040995,0.6517168271794624,221.55669291149476,0.04647225464617615
10,10,2000,22.368483775602364,0.7456603204146818,90.1179070054197,0.05299901841026616
10,10,2000,23.79453112718245,0.6166485267537177,57.3456204257075,0.05543527964628308
10,10,2000,23.79916614225776,0.6018134003141903,75.09610278754091,0.05072784943288116
10,10,2000,23.8015075020751,0.5825493779414544,77.73133084224607,0.05384548392013339
10,10,2000,23.782350581433782,0.6455266773766156,64.41835447325211,0.05435798546375798
10,10,2000,23.69499050674002,0.7062740806086386,494.4474857922903,0.06320824926233563
10,10,2000,28.11504004165133,0.5303198126729606,6524.44655423544,0.062028043500871814
10,10,2000,29.321288060179285,0.5233369656942968,8981.676416409466,0.060418667128942456
10,10,2000,30.047651352451087,0.518843621583293,9023.233257270409,0.06126929283812449
10,10,2000,25.793712850217627,0.5447367372341526,6487.202067762479,0.0615888237364406
10,10,2000,23.374234167613196,0.7301818922389021,134.75195294450037,0.05787391523214516
10,10,2000,29.389576543516732,0.5390030900007045,170.34693516412196,0.05964594925354344
10,10,2000,30.577182457104573,0.5315571971771208,165.03083834075636,0.057499581748368576
10,10,2000,31.196655578399017,0.5247918895317379,165.8039007179115,0.061035758087491294
10,10,2000,26.9694812246096,0.5528995213827377,156.68402798534333,0.06189872874245098
