Alpha,Beta,Gamma,RMSE_Moments,R2_Moments,RMSE_Excitations,R2_Excitations
10000,1,1,24.435761088802845,0.8850449327897504,28.7049506163126,0.20010987930369692
100,10,1,26.579812463582996,0.8572248482469458,92.72072643806337,0.19822878967648108
100,10,1000,25.6251148101667,0.8529637055218678,14.447417015081454,0.5712154777523782
100,10,1500,25.888520127573898,0.8477900109909411,13.584786771730675,0.5996584987199578
100,10,2000,25.9890417168933,0.8442471779511506,12.953592105445317,0.621312453646419
100,10,2500,26.38087881694714,0.8399113835054232,12.361622836285624,0.6411627021653015
100,10,3000,26.279726779951893,0.8360394008645103,12.093450246981973,0.6544075570688729
100,10,3500,26.396725395802704,0.8375409812729696,11.791138910974935,0.6688422125466524
100,10,4000,26.596637443597448,0.8352502326768029,11.542813856111763,0.6805779439611584
100,10,4500,26.589126674579532,0.8331040726139791,11.366073248441777,0.6905119227280432
100,10,500,25.05816216019398,0.8601308797728098,15.43641388374921,0.5320296152581979
100,10,5000,26.813174289079893,0.8268468357968215,11.124265117426686,0.703785943206677
100,1,1,24.43243813118607,0.881805656203839,30.01074672865411,0.32282293430653247
100,1,1000,25.5498646415741,0.8656059550048291,13.767280154455703,0.5891925857002098
100,1,1500,25.746172818818575,0.870731932854428,13.050202350855203,0.6151090094283626
100,1,2000,25.996093286110426,0.8560393753694584,12.577343792438846,0.6339559276642868
100,1,2500,26.211887392532063,0.8604551272762526,12.032998515711126,0.6527393861143734
100,1,3000,26.4386326159914,0.8673604719096305,11.353410408876664,0.6847165418681009
100,1,3500,26.43944569721379,0.8533377951877428,11.474664038342548,0.6811541740720343
100,1,4000,26.746199870561828,0.845926095685264,10.9998155294153,0.7059039748606523
100,1,4500,26.495962072068817,0.8458445251162339,10.827985525620248,0.7152940255294084
100,1,500,25.012660471666674,0.8778316507600202,14.834195845935655,0.5440173272822829
100,1,5000,26.759299778930227,0.8463345674191801,10.406326207622735,0.7349939679684989
10,10,1,26.63413444667541,0.8302026361398879,127.53777954258076,0.26243237843544476
10,10,1000,28.247386298217688,0.7754803159696858,9.926863146743587,0.7627594044063931
10,10,1500,29.70773467837546,0.7497860251400346,8.734525872054924,0.8105573982232452
10,10,2000,30.526328829586575,0.7335624274637799,7.979547237493564,0.8432578798067992
10,10,2500,31.039330236344775,0.7227187725524744,7.379534903493774,0.8667590365504916
10,10,3000,31.442729512475942,0.7147882726195318,6.9664518311746875,0.8841140065111732
10,10,3500,31.699626128248298,0.7087429480755933,6.6381441162891415,0.8974572201613958
10,10,4000,31.972982008528888,0.7014431930843023,6.311020242044093,0.9089559121915712
10,10,4500,32.13012489584179,0.6946233474816085,5.995856922990846,0.9175167199567239
10,10,500,26.696849681613323,0.8089670585328467,11.823033699625801,0.6786652248671827
10,10,5000,32.37813729650815,0.6885476743612713,5.704251309166956,0.9249523449153529
10,1,1,24.990192772114916,0.8635448075552128,29.740259384767015,0.34862927310014036
10,1,1000,28.33442782863412,0.7928194083303827,9.59708038467431,0.7767440775027173
10,1,1500,29.76351713998705,0.7665016347675901,8.386357114640694,0.8237917947519434
10,1,2000,30.556090541646302,0.7526087207545981,7.700101490895321,0.8530054191237265
10,1,2500,31.22209040335632,0.740877735799968,7.081557993717008,0.8753140612308385
10,1,3000,31.438997079360036,0.7313759039550155,6.7127847159936564,0.8909783486019451
10,1,3500,31.720622790634295,0.7300755333243173,6.37390513032544,0.9042155397320669
10,1,4000,32.0898631805261,0.7231192734066155,6.074166027730059,0.9143985179061825
10,1,4500,32.283073519700196,0.7155129976621024,5.770600047831404,0.9226352033859286
10,1,500,26.71384884575722,0.8261326155150585,11.169030785745122,0.7018961905489584
10,1,5000,32.52106996700617,0.7094353898064252,5.4881521913535245,0.9297354495087755
1,10,1,30.229963490438667,0.7232436044683916,143.07355504979873,0.3010303161532269
1,10,1000,33.84562495090795,0.566727082719917,4.410320346464689,0.9565862443951745
1,10,1500,34.4724542115994,0.5501285802467194,3.393816878985603,0.9737840801421814
1,10,2000,34.82763528770151,0.5400685527591086,2.807002122083677,0.9818359800107078
1,10,2500,35.050720457877425,0.5330864828201249,2.4208357056364984,0.9864399203511907
1,10,3000,35.20833660165143,0.5280766365058642,2.141802014255046,0.989414124759166
1,10,3500,35.33212885388042,0.5240834453994474,1.9239526153208188,0.9914666659885701
1,10,4000,35.44544350739439,0.5208944851066692,1.7499568113394186,0.9929632153449792
1,10,4500,35.538384355939,0.5184666953523374,1.6088100386139865,0.9940711432269033
1,10,500,32.533652968340384,0.607213815615484,6.627409605191384,0.9070947322442344
1,10,5000,35.60327878602448,0.5164741645131861,1.4911880798481663,0.994929245040327
1,1,1,24.53451485862513,0.8412187990838786,30.5972399702389,0.3860524923824152
1,1,1000,33.665136581013705,0.6530889684492672,3.89825551489481,0.9639385937634262
1,1,1500,34.23235402550339,0.6364970283083868,3.0584078889048296,0.9773923668151919
1,1,2000,34.65250475710186,0.6265839753075967,2.560609530498878,0.9838949063511881
1,1,2500,34.911307227828914,0.6191652387427438,2.2256088466557484,0.9877710530004871
1,1,3000,34.994943739718785,0.6131412783255115,1.9760392381259193,0.9903607503206775
1,1,3500,35.11153307430214,0.6082235507755129,1.7861449931876512,0.9921497799605007
1,1,4000,35.22655009820955,0.6026401833750389,1.617512477271756,0.9936597212404495
1,1,4500,35.32308908679451,0.5993528527975341,1.4889709869714947,0.9946608862726061
1,1,500,32.28609249698627,0.6885375164524756,5.7087140921795845,0.9247839882756884
1,1,5000,35.377031407858304,0.5970399714302287,1.3839201991147236,0.9954160524446672
